,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,SESSION_ID,ITEM_PRICE,INTERESTED
163795,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,508.258458055,50.0998780488,0.0
164163,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,935.8970697039999,49.99,0.0
164191,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,340.089558781,49.99,0.0
164534,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,242.675156915,79.99,0.0
164540,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,395.217351259,49.99,0.0
164610,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,862.2541843930001,79.99,0.0
164635,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,908.7667532639999,79.99,0.0
164657,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,332.458521395,64.99,0.0
164955,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,730.962547895,49.99,0.0
165315,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,948.174839933,49.99,0.0
165401,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,337.959983183,49.99,0.0
165404,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,102.84680928,49.99,0.0
165411,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,805.342355034,49.99,0.0
165644,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,302.087054169,49.99,0.0
165842,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,781.68357032,49.99,0.0
165979,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,98.1880803907,47.99,0.0
166133,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,72.411463782,49.99,0.0
166331,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,579.432135162,49.99,0.0
166748,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,121.42137329,49.99,0.0
167389,257168210,8.0,PRETO,27.0,BRINOX,46.0,NAO,501.35057333099996,49.99,0.0
167768,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,68.7804786832,49.99,0.0
167817,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,590.944678456,49.99,0.0
167981,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,945.911096478,49.99,0.0
167986,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,826.072821447,47.99,0.0
168055,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,396.851605372,49.99,0.0
168103,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,858.504939915,48.704285714300006,0.0
168131,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,111.035526265,49.99,0.0
168247,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,464.589433345,49.99,0.0
168340,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,240.992006683,59.0,0.0
168392,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,220.734713146,49.99,0.0
168405,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,303.937728993,49.99,0.0
168683,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,870.412668935,49.99,0.0
168767,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,717.0198717860001,49.99,0.0
168907,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,140.146869423,49.99,0.0
168978,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,101.964891185,49.99,0.0
169102,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,740.036801921,51.33191489359999,0.0
169252,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,303.41116116,79.99,0.0
169413,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,415.48699396300003,49.99,0.0
169509,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,256.59550997400004,49.99,0.0
169783,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,782.818827583,49.99,0.0
169881,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,496.36537100699996,49.99,0.0
169940,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,866.317403974,49.99,0.0
170089,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,457.32203703,49.99,0.0
170201,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,822.8975900610001,88.12,1.0
170530,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,585.166883074,49.99,0.0
170571,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,136.329495887,49.99,0.0
170686,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,9.16474040949,49.99,0.0
170838,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,29.018285752199997,49.99,0.0
171274,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,817.747640325,49.99,0.0
171512,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,967.32578519,49.99,0.0
171561,258467700,13.0,AZUL,24.7,BRINOX,40.0,NAO,681.651839037,77.57,0.0
171610,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,679.945466323,49.99,0.0
171831,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,185.777260775,51.4297916667,0.0
171838,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,813.135538473,50.2097560976,0.0
172002,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,394.91983751199996,49.99,0.0
172087,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,638.58762249,49.99,0.0
172106,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,310.149041529,49.99,1.0
172253,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,268.140751233,49.99,0.0
172371,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,103.35724471799999,49.99,0.0
173716,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,582.2746938280001,49.99,0.0
173867,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,847.161305146,49.99,0.0
173898,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,685.259662134,49.99,0.0
173997,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,486.92054782900004,48.99,0.0
174050,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,279.81379978,47.99,0.0
174297,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,577.852643551,49.99,0.0
174552,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,61.4284116437,49.99,0.0
174850,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,617.4104330069999,49.99,0.0
174921,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,873.7024578639999,49.99,0.0
174997,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,489.470055628,49.99,0.0
175039,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,682.14032386,82.64,0.0
175165,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,718.66037773,49.99,0.0
175521,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,230.817564772,56.03,0.0
175591,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,566.033063824,53.010000000000005,0.0
175678,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,606.612485288,49.99,0.0
175973,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,425.569456152,49.99,0.0
176001,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,616.47942104,49.99,0.0
176414,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,346.402412411,49.99,0.0
176535,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,764.198636705,49.99,0.0
176657,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,496.34289932,49.99,0.0
176739,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,60.6092207141,49.99,0.0
176825,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,159.238897133,59.0,0.0
176848,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,250.312993031,49.99,0.0
177343,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,912.6353149419999,49.99,0.0
177430,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,531.4517143019999,49.99,0.0
177675,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,579.432135162,49.99,0.0
177713,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,645.605461022,49.99,0.0
177792,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,611.689015316,49.99,0.0
178216,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,879.141337864,47.99,0.0
178272,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,255.178590963,49.99,0.0
178336,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,192.700491763,49.99,0.0
178412,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,639.912765972,49.99,0.0
178520,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,402.82405765699997,49.99,0.0
178883,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,938.668532441,97.49,0.0
178927,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,619.10462852,49.99,0.0
179117,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,307.869986102,49.99,0.0
179156,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,472.06607981,49.99,0.0
179299,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,626.75502292,49.99,0.0
179361,258468262,13.0,FENDI,24.7,BRINOX,40.0,NAO,854.343420181,49.99,0.0
179494,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,185.319606395,49.99,1.0
179715,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,569.2626365909999,49.99,0.0
179779,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,655.468821133,49.99,0.0
179790,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,599.998354804,49.99,0.0
179897,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,619.2991513119999,49.99,0.0
179981,257168168,3.0,VERMELHO,22.0,BRINOX,42.5,NAO,750.5888601180001,119.9,1.0
180038,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,256.927023375,119.9,0.0
180058,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,864.03885831,119.9,0.0
