,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
130654,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,56.5944120021,30.9037037037,0.0
130656,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,447.811597415,99.99,1.0
130659,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,350.124968754,129.049,0.0
130666,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,851.145220548,65.9,0.0
130681,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,68.4770205252,37.0,0.0
130688,248586020,41.5,INOX,20.5,EURO,57.5,NAO,0.0,834.886808073,67.99,0.0
130707,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,910.4407144710001,28.5754385965,0.0
130719,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,654.72765345,27.3934375,0.0
130737,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,710.0091806219999,32.9,1.0
130750,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,910.0479557369999,187.78,0.0
130755,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,357.202645931,32.9,0.0
130765,10697140,51.0,INOX,39.5,TRAMONTINA,38.0,NAO,0.0,980.383450499,178.9,0.0
130770,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,145.559089051,39.99,0.0
130792,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,996.691253615,28.5754385965,0.0
130793,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,346.558644113,27.7348076923,0.0
130802,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,747.8442775030001,93.3873684211,0.0
130804,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,471.03836396099996,32.9,1.0
130814,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,70.0347468084,33.5,0.0
130815,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,803.536889927,26.99,0.0
130819,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,992.3700411919999,222.545,0.0
130826,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,6.827659874069999,38.2814285714,0.0
130857,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,501.51180170199996,44.99,0.0
130866,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,778.106279268,38.945,0.0
130889,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,176.570542735,32.9,0.0
130895,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,129.272174578,85.0,0.0
130897,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,763.438694248,27.585846153800002,0.0
130899,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,865.5180481960001,40.9,0.0
130944,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,57.609330569499996,34.99,0.0
130959,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,168.015920662,31.9,1.0
130994,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,440.011981506,27.3297368421,0.0
131006,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,648.063757726,37.0,0.0
131009,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,299.969869033,31.890797545999998,0.0
131010,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,110.62356058299999,69.9,0.0
131015,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,51.872874885,43.5261971831,0.0
131035,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,993.7872319119999,65.9,0.0
131039,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,920.16790441,32.9,0.0
131041,255993952,8.0,ALUMINIO,16.0,DONA CHEFA,20.0,NAO,1.0,846.5485769080001,49.400000000000006,0.0
131048,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,891.616353605,65.9,0.0
131058,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,282.326119486,73.3666666667,0.0
131060,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,133.578022211,190.1153125,0.0
131063,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,76.1522006578,28.5754385965,0.0
131067,243496762,53.0,INOX,22.0,BRINOX,40.5,NAO,0.0,784.93079438,56.787719298249996,0.0
131069,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,892.078619376,85.0,0.0
131078,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,999.226444372,37.0,1.0
131094,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,4.42690910441,32.9,0.0
131102,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,798.008712114,30.9037037037,0.0
131109,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,17.8462635277,68.9,0.0
131126,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,696.420079217,38.99,0.0
131131,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,828.3155527939999,78.63,0.0
131145,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,317.885304148,90.87,0.0
131166,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,28.679578388299998,31.62953125,0.0
131172,256639794,21.0,INOX,19.0,HERCULES,20.0,NAO,0.0,777.259312369,58.9,0.0
131173,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,567.431015526,68.9,1.0
131194,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,568.823535193,69.9,0.0
131216,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,872.37040426,84.8916666667,0.0
131230,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,733.3672040560001,31.890797545999998,0.0
131237,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,199.121302227,31.890797545999998,0.0
131239,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,218.541034504,107.654545455,0.0
131240,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,663.450890685,101.735714286,0.0
131242,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,352.790102659,44.99,0.0
131270,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,318.52221723900004,169.0,0.0
131276,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,371.31328569699997,32.9,0.0
131283,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,592.142231646,26.99,0.0
131287,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,992.1030297980001,32.9,0.0
131300,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,597.688173471,43.6583333333,0.0
131383,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,911.969305935,27.551304347800002,0.0
131384,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,418.55081842,31.890797545999998,0.0
131397,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,551.459697159,49.9,0.0
131419,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,964.89360088,79.9,1.0
131423,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,280.691845687,178.211627907,0.0
131426,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,853.94088583,31.9,0.0
131436,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,699.45179894,28.5754385965,0.0
131437,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,919.137773062,30.73771929825,0.0
131444,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,150.465451525,32.9,1.0
131459,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,963.242808894,34.99,0.0
131466,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,12.5912271542,69.9,1.0
131497,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,11.740308092000001,53.9,1.0
131508,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,950.951370434,30.9037037037,0.0
131520,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,632.372957408,34.99,1.0
131522,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,291.15807994,181.408571429,0.0
131523,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,870.2095488110001,32.9,0.0
131532,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,153.680642859,169.0,0.0
131553,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,752.974179137,75.9,1.0
131562,256589722,23.2,INOX,16.8,HERCULES,16.9,NAO,0.0,189.034135438,99.99,0.0
131565,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,879.3236837530001,34.99,0.0
131572,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,971.743211118,34.99,0.0
131574,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,431.590245209,39.99,0.0
131586,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,589.510680802,37.0,0.0
131615,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,668.624251062,34.8441666667,0.0
131619,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,63.019604004499996,43.5261971831,0.0
131625,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,713.732095448,26.99,0.0
131652,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,42.6646761874,34.99,0.0
131668,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,736.861313099,34.99,0.0
131674,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,384.703175586,26.99,1.0
131689,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,232.29236503099997,28.94685185185,0.0
131690,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,179.048251988,30.9037037037,0.0
131703,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,530.321056126,37.94685185185,0.0
131727,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,316.36764757099996,44.99,0.0
131728,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,201.147856986,34.99,0.0
131731,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,565.801780659,26.99,0.0
131735,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,58.9898417096,34.99,0.0
131741,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,76.2047295526,43.022820512799996,0.0
131754,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,204.41665222,97.0323809524,0.0
131759,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,123.134782129,97.49,0.0
131763,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,997.315110986,165.79,0.0
131771,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,78.245020954,29.7406976744,0.0
131776,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,387.982897096,26.9434482759,0.0
131793,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,923.668899666,86.9,0.0
131817,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,314.20513126,27.1798529412,0.0
131821,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,139.01120212700002,36.5063157895,0.0
131840,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,175.216472567,39.9809090909,0.0
131847,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,761.28193582,26.99,0.0
131850,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,38.311634504299995,59.9,0.0
131861,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,129.909733808,39.1328571429,0.0
131866,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,997.717098835,35.5148484848,0.0
131867,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,250.69630363299999,94.445,0.0
131869,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,33.9455431111,34.5666666667,0.0
131871,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,476.964888686,32.0280487805,0.0
131875,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,336.25935256599996,88.9,1.0
131894,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,546.511387035,49.9,0.0
131902,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,667.32624752,37.2135714286,0.0
131906,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,764.8145431180001,32.9,0.0
131907,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,961.5154106839999,26.868787878800003,0.0
131908,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,767.521472731,69.9,0.0
131921,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,750.170940845,30.9037037037,0.0
131922,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,374.600948531,49.9,0.0
131923,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,752.631371999,88.9,0.0
131933,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,50.0142951893,93.0,0.0
131934,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,654.974060958,63.893387096750004,0.0
131940,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,599.8875559730001,34.7867741935,0.0
131946,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,402.559302569,34.99,0.0
131951,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,205.231049165,27.1165686275,0.0
131963,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,557.107635524,223.99,1.0
131985,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,805.454600078,26.99,0.0
132073,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,396.422498403,68.9,0.0
132079,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,714.75654948,30.9037037037,0.0
132082,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,15.6644814448,31.293333333299998,0.0
132089,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,481.89981956189996,39.99,0.0
132108,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,948.1351576789999,31.890797545999998,0.0
132120,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,991.4907349680001,60.9,1.0
132125,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,72.5860467415,26.99,1.0
132130,10697140,31.25,INOX,21.0,TRAMONTINA,41.25,NAO,0.0,882.366373725,178.9,0.0
132140,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,560.444900102,82.5658333333,0.0
132147,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,796.138674683,30.9037037037,0.0
132158,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,658.149609328,87.8285714286,0.0
132201,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,448.959031215,165.79,1.0
132209,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,776.7646403719999,39.99,0.0
132218,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,65.80883125369999,64.60555555555,0.0
132219,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,317.096433671,89.2211111111,0.0
132226,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,124.754065523,53.9,1.0
132245,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,720.0945926310001,30.9037037037,0.0
132248,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,13.181731859600001,34.99,0.0
132249,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,274.134982407,78.63,0.0
132254,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,987.2522026060001,31.890797545999998,0.0
132255,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,261.514674475,68.9,1.0
132276,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,620.607357841,30.9037037037,0.0
132279,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,324.48523032400004,29.7406976744,0.0
132280,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,821.275321253,30.9037037037,0.0
132293,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,383.182913501,26.99,1.0
132315,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,357.61336461300004,40.9,0.0
132330,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,809.105643211,26.99,1.0
132335,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,170.934387557,31.9,1.0
132336,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,24.9544957594,68.8130434783,0.0
132337,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,89.68569162899999,79.9,0.0
132348,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,558.178264372,63.4625,0.0
132353,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,919.16345316,26.99,0.0
132358,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,336.25935256599996,68.9,0.0
132363,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,173.476040298,179.0,0.0
132372,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,829.3215199110001,68.9,0.0
132373,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,846.579334807,88.9,0.0
132395,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,647.233761245,79.99,0.0
132405,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,401.16721257800003,34.99,0.0
132410,243496762,53.0,INOX,22.0,BRINOX,40.5,NAO,0.0,239.331769321,33.440398773,0.0
132420,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,424.012428914,31.890797545999998,0.0
132424,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,646.217301111,59.65,0.0
132427,216713422,13.1,INOX,16.7,BRINOX,16.7,NAO,0.0,560.940197528,129.049,0.0
132441,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,289.697064801,31.9,1.0
132445,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,596.752693275,31.890797545999998,0.0
132450,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,723.592850839,75.9,1.0
132454,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,756.646862626,49.9,0.0
132474,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,772.730123888,44.845476190499994,0.0
132475,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,16.7761730379,39.790952381,0.0
132476,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,434.281848896,26.99,1.0
132477,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,906.68229667,27.1576623377,0.0
132478,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,725.0724328639999,90.118,0.0
132484,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,869.601551168,88.9,0.0
132485,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,480.683581796,39.99,0.0
132498,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,729.7711852189999,34.99,0.0
132511,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,374.737838146,69.9,0.0
132527,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,97.40753506739999,26.99,0.0
132531,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,921.6479103139999,39.99,0.0
132543,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,923.3648544989999,37.0,0.0
132544,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,925.081798684,27.551304347800002,0.0
132547,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,334.88852832599997,107.654545455,0.0
132552,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,539.593287048,86.9,0.0
132553,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,774.598660071,26.99,0.0
132559,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,618.808864296,187.78,0.0
132569,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,48.96757750810001,49.9,0.0
132605,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,106.37309610700001,31.99375,0.0
132612,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,331.175809248,37.2135714286,0.0
132616,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,753.495193633,173.517657658,0.0
132624,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,571.731267753,39.99,1.0
132631,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,343.467646557,27.7348076923,0.0
132639,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,173.72554087700001,30.9037037037,0.0
132649,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,289.164798981,32.9,1.0
132650,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,852.452149417,39.4185714286,0.0
132667,256639794,21.0,INOX,19.0,HERCULES,20.0,NAO,0.0,345.081512971,58.9,0.0
132687,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,890.6096954,81.96666666670001,0.0
132690,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,932.06066332,26.99,1.0
132704,256589722,23.2,INOX,16.8,HERCULES,16.9,NAO,0.0,33.3178643856,42.945,0.0
132714,256639794,21.0,INOX,19.0,HERCULES,20.0,NAO,0.0,459.859593065,58.9,0.0
132715,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,770.4827351160001,62.400000000000006,0.0
132720,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,287.986322343,65.9,0.0
132724,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,608.66605668,28.9761538462,0.0
132731,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,945.3911122019999,54.9,0.0
132737,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,962.092230559,68.9,0.0
132753,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,51.1881612509,26.868787878800003,0.0
132769,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,971.1392307880001,26.99,1.0
132771,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,804.978945094,32.0280487805,0.0
132788,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,934.6674707369999,26.99,1.0
132798,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,833.3506067989999,29.7406976744,0.0
132812,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,58.1910238151,38.135,0.0
132815,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,784.994765725,195.813333333,0.0
132821,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,127.590152981,31.9,0.0
132846,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,982.8329154060001,53.9,0.0
132862,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,629.378854542,27.551304347800002,0.0
132868,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,301.595875859,43.5261971831,0.0
132875,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,371.64416361599996,39.99,0.0
132892,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,330.614565154,179.0,0.0
132894,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,265.20071838399997,34.99,0.0
132900,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,199.786871614,49.9,0.0
132906,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,336.25935256599996,71.9392857143,0.0
132921,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,173.335098661,99.99,1.0
132927,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,666.233973984,34.99,1.0
132956,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,481.420557244,34.7867741935,0.0
132963,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,294.675896981,26.99,0.0
132972,248586232,46.5,INOX,23.5,EURO,64.0,NAO,0.0,153.730662025,99.0,0.0
132989,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,404.827640187,31.9,0.0
132992,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,117.068616101,32.9,0.0
133031,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,287.361198328,37.0,0.0
133059,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,164.132148954,32.9,0.0
133062,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,817.397262129,68.9,0.0
133068,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,66.6435527937,26.9471428571,0.0
133086,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,244.521960529,61.13775175639999,0.0
133089,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,264.501072856,95.3283606557,0.0
133118,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,486.367483993,36.2205263158,0.0
133125,255993952,8.0,ALUMINIO,16.0,DONA CHEFA,20.0,NAO,1.0,547.8939087130001,54.99,0.0
133134,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,435.786579697,26.99,0.0
133177,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,791.778729095,99.99,0.0
133181,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,93.2289866083,38.135,0.0
133186,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,516.310463917,101.735714286,0.0
133195,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,917.8035042989999,28.5754385965,0.0
133197,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,643.791527156,26.99,0.0
133204,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,126.433793794,69.9,0.0
133232,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,432.302753764,78.4,0.0
133240,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,738.1717137339999,86.9,1.0
133249,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,978.848541159,29.3568333333,0.0
133277,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,457.530404965,91.9,1.0
133282,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,982.977400997,85.0,0.0
133295,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,143.33890701200002,29.3568333333,0.0
133302,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,143.42618809,169.0,0.0
133314,223399868,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,360.524196772,75.995,0.0
133316,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,794.9552846810001,34.99,1.0
