,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
139361,224278714,18.5,2,2,21.5,2,26.0,1,1.0,316.452133762,39.99,0.0
139458,224278714,18.5,2,2,21.5,2,26.0,1,1.0,186.27587474900002,37.9,0.0
139478,653448,31.0,1,1,31.0,1,21.0,1,0.0,582.0985734440001,309.0125,0.0
139596,653448,31.0,1,1,31.0,1,21.0,1,0.0,552.783967931,211.17125,0.0
139619,258444860,18.0,2,4,23.5,4,34.5,1,1.0,947.6037223589999,113.33,0.0
139693,224278714,18.5,2,2,21.5,2,26.0,1,1.0,71.1016764828,39.99,0.0
139795,224278714,18.5,2,2,21.5,2,26.0,1,1.0,809.3463740589999,39.99,0.0
139815,224278714,18.5,2,2,21.5,2,26.0,1,1.0,360.180722362,40.2966666667,0.0
139844,653448,31.0,1,1,31.0,1,21.0,1,0.0,846.116867153,305.9,0.0
139943,224278714,18.5,2,2,21.5,2,26.0,1,1.0,537.94880297,44.99,0.0
139959,653448,31.0,1,1,31.0,1,21.0,1,0.0,281.511909895,345.966956522,0.0
140009,224278714,18.5,2,2,21.5,2,26.0,1,1.0,833.017603505,39.99,0.0
140152,224278714,18.5,2,2,21.5,2,26.0,1,1.0,266.692371507,44.99,0.0
140258,224278714,18.5,2,2,21.5,2,26.0,1,1.0,557.4675381659999,39.99,0.0
140524,258447356,16.0,2,4,21.5,4,32.5,1,1.0,808.470205778,87.99,0.0
140561,653448,31.0,1,1,31.0,1,21.0,1,0.0,858.032912203,305.9,0.0
140700,653448,31.0,1,1,31.0,1,21.0,1,0.0,928.836374283,305.9,0.0
140707,653448,31.0,1,1,31.0,1,21.0,1,0.0,597.712654535,358.99,1.0
140728,224278714,18.5,2,2,21.5,2,26.0,1,1.0,285.06492500400003,39.99,1.0
140829,224278714,18.5,2,2,21.5,2,26.0,1,1.0,680.078182662,39.99,0.0
140834,224278714,18.5,2,2,21.5,2,26.0,1,1.0,865.4361075039999,39.99,0.0
140858,653448,31.0,1,1,31.0,1,21.0,1,0.0,316.36218670200003,345.966956522,0.0
140874,224278714,18.5,2,2,21.5,2,26.0,1,1.0,666.601451552,39.99,0.0
140935,224278714,18.5,2,2,21.5,2,26.0,1,1.0,633.601898032,39.99,0.0
140937,653448,31.0,1,1,31.0,1,21.0,1,0.0,981.48599859,345.966956522,0.0
141063,224278714,18.5,2,2,21.5,2,26.0,1,1.0,943.665201865,38.736,0.0
141433,653448,31.0,1,1,31.0,1,21.0,1,0.0,741.516675553,305.961428571,0.0
141452,260006468,28.0,1,2,37.0,3,40.0,2,1.0,188.563877548,107.49,0.0
141572,258447356,16.0,2,4,21.5,4,32.5,1,1.0,392.65141476599996,87.99,0.0
141731,224278714,18.5,2,2,21.5,2,26.0,1,1.0,926.2271268589999,39.99,0.0
141752,224278714,18.5,2,2,21.5,2,26.0,1,1.0,47.6385596433,39.99,0.0
141847,14807844,30.5,1,1,27.0,1,18.7,1,1.0,912.857819935,258.9,0.0
141878,224278714,18.5,2,2,21.5,2,26.0,1,1.0,991.997768711,39.7075675676,0.0
141916,224278714,18.5,2,2,21.5,2,26.0,1,1.0,120.20227067299999,38.66,1.0
141922,224278714,18.5,2,2,21.5,2,26.0,1,1.0,845.7791281960001,37.9,0.0
142142,224278714,18.5,2,2,21.5,2,26.0,1,1.0,195.41963212099998,39.99,0.0
142192,224278714,18.5,2,2,21.5,2,26.0,1,1.0,122.902337718,39.9025,0.0
142266,224278714,18.5,2,2,21.5,2,26.0,1,1.0,1.023171788,39.99,0.0
142320,260006468,28.0,2,2,37.0,3,40.0,2,1.0,357.348174808,104.99,0.0
142328,260006468,28.0,2,2,37.0,3,40.0,2,1.0,617.289676633,99.99,0.0
142351,224278714,18.5,2,2,21.5,2,26.0,1,1.0,532.14339188,39.9600952381,0.0
142435,224278714,18.5,2,2,21.5,2,26.0,1,1.0,111.734528925,39.99,1.0
142624,224278714,18.5,2,2,21.5,2,26.0,1,1.0,895.052428533,39.8566666667,0.0
142745,224278714,18.5,2,2,21.5,2,26.0,1,1.0,250.576767648,39.99,0.0
142781,224278714,18.5,2,2,21.5,2,26.0,1,1.0,706.6046005769998,44.99,0.0
142869,653448,31.0,1,1,31.0,1,21.0,1,0.0,283.661719532,305.9,0.0
142957,224278714,18.5,2,2,21.5,2,26.0,1,1.0,885.529333157,44.8205,0.0
143013,224278714,18.5,2,2,21.5,2,26.0,1,1.0,49.976314572700005,38.66,0.0
143022,258447356,16.0,2,4,21.5,4,32.5,1,1.0,986.185206565,87.99,0.0
143103,653448,31.0,1,1,31.0,1,21.0,1,0.0,716.9586048860001,358.99,0.0
143114,224278714,18.5,2,2,21.5,2,26.0,1,1.0,47.534988605100004,39.99,0.0
143117,224278714,18.5,2,2,21.5,2,26.0,1,1.0,858.639491581,44.8205,0.0
143134,224278714,18.5,2,2,21.5,2,26.0,1,1.0,110.346947724,39.99,0.0
143472,224278714,18.5,2,2,21.5,2,26.0,1,1.0,687.125149794,39.8904761905,0.0
143497,224278714,18.5,2,2,21.5,2,26.0,1,1.0,868.3816851460001,38.66,1.0
143524,224278714,18.5,2,2,21.5,2,26.0,1,1.0,406.967928066,41.8827272727,0.0
143547,224278714,18.5,2,2,21.5,2,26.0,1,1.0,234.680218184,39.99,0.0
143620,258445104,18.0,2,3,25.5,4,36.3,1,1.0,583.080742388,109.678571429,0.0
143726,690680,33.0,2,5,21.7,1,23.0,1,1.0,3.77826127499,207.7892857145,0.0
143785,653448,31.0,1,1,31.0,1,21.0,1,0.0,347.671344671,305.9,1.0
143845,224278714,18.5,2,2,21.5,2,26.0,1,1.0,859.228367922,39.99,1.0
143848,258444860,18.0,2,4,23.5,4,34.5,1,1.0,406.648591546,113.33,0.0
143937,224278714,18.5,2,2,21.5,2,26.0,1,1.0,112.02787282799999,39.9593159609,0.0
143952,653448,31.0,1,1,31.0,1,21.0,1,0.0,682.869423339,305.9,0.0
144087,224278714,18.5,2,2,21.5,2,26.0,1,1.0,1.66293301193,44.99,1.0
144205,653448,31.0,1,1,31.0,1,21.0,1,0.0,863.179897782,305.9,1.0
144211,258445948,18.0,2,4,25.5,4,36.3,1,1.0,496.360855211,99.99,1.0
144227,224278714,18.5,2,2,21.5,2,26.0,1,1.0,445.472187129,38.736,0.0
144352,224278714,18.5,2,2,21.5,2,26.0,1,1.0,796.88972842,44.99,0.0
144579,224278714,18.5,2,2,21.5,2,26.0,1,1.0,20.4273725328,39.99,0.0
144676,258445948,18.0,2,4,25.5,4,36.3,1,1.0,423.909916926,99.99,0.0
144726,260006468,28.0,2,2,37.0,3,40.0,2,1.0,14.311667845999999,70.93636363635001,0.0
144823,224278714,18.5,2,2,21.5,2,26.0,1,1.0,290.334903162,41.8827272727,0.0
144907,14807844,30.5,1,1,27.0,1,18.7,1,1.0,207.541401205,260.9,0.0
144950,653448,31.0,1,1,31.0,1,21.0,1,0.0,629.907493918,305.9,0.0
144959,258444752,16.0,2,3,21.5,4,32.5,1,1.0,155.5769574,172.945,0.0
145049,224278714,18.5,2,2,21.5,2,26.0,1,1.0,282.755736111,39.99,0.0
145076,224278714,18.5,2,2,21.5,2,26.0,1,1.0,117.59925607,39.99,0.0
145238,224278714,18.5,2,2,21.5,2,26.0,1,1.0,574.340137936,44.99,1.0
145340,224278714,18.5,2,2,21.5,2,26.0,1,1.0,151.583049452,39.99,0.0
145450,224278714,18.5,2,2,21.5,2,26.0,1,1.0,838.490672877,39.99,1.0
145496,224278714,18.5,2,2,21.5,2,26.0,1,1.0,462.297844848,44.99,1.0
145558,224278714,18.5,2,2,21.5,2,26.0,1,1.0,868.963002585,39.6416666667,0.0
145569,258445104,18.0,2,3,25.5,4,36.3,1,1.0,567.88394746,97.31583333334999,0.0
145774,260008314,30.0,2,2,51.0,5,51.0,2,1.0,691.159973088,154.99,0.0
145813,224278714,18.5,2,2,21.5,2,26.0,1,1.0,885.328870702,39.8904761905,0.0
145848,14807840,28.2,1,1,22.5,1,16.2,1,1.0,466.827579435,150.9,1.0
145859,224278714,18.5,2,2,21.5,2,26.0,1,1.0,733.54651556,39.6416666667,0.0
145875,224278714,18.5,2,2,21.5,2,26.0,1,1.0,706.9691771480002,39.99,0.0
145891,690680,33.0,2,5,21.7,1,23.0,1,1.0,569.033759488,107.3391935485,0.0
145929,14807840,28.2,1,1,22.5,1,16.2,1,1.0,832.721618652,174.688387097,0.0
145947,224278714,18.5,2,2,21.5,2,26.0,1,1.0,217.27521553900002,39.99,0.0
146078,14807844,30.5,1,1,27.0,1,18.7,1,1.0,544.451923621,255.998235294,0.0
146152,224278714,18.5,2,2,21.5,2,26.0,1,1.0,170.173226809,39.2933333333,0.0
146312,14807840,28.2,1,1,22.5,1,16.2,1,1.0,628.85175203,174.688387097,0.0
146363,224278714,18.5,2,2,21.5,2,26.0,1,1.0,413.49181518800003,39.99,0.0
146419,224278714,18.5,2,2,21.5,2,26.0,1,1.0,614.016140956,39.8566666667,0.0
146430,258445104,18.0,2,3,25.5,4,36.3,1,1.0,626.087933542,109.678571429,0.0
146446,224278714,18.5,2,2,21.5,2,26.0,1,1.0,387.76616577199997,39.9531578947,0.0
146458,224278714,18.5,2,2,21.5,2,26.0,1,1.0,358.73185734099997,39.99,0.0
146563,653448,31.0,1,1,31.0,1,21.0,1,0.0,68.3453355058,305.9,0.0
146599,260008314,30.0,1,2,51.0,5,51.0,2,1.0,186.84544881,139.99,0.0
146612,224278714,18.5,2,2,21.5,2,26.0,1,1.0,139.340132033,39.99,0.0
146663,14807844,30.5,1,1,27.0,1,18.7,1,1.0,584.44402585,258.87,0.0
146693,224278714,18.5,2,2,21.5,2,26.0,1,1.0,141.52215764299999,44.99,0.0
146708,14807840,28.2,1,1,22.5,1,16.2,1,1.0,64.4564474793,150.9,0.0
146859,224278714,18.5,2,2,21.5,2,26.0,1,1.0,673.57680739,39.99,0.0
147069,14807840,28.2,1,1,22.5,1,16.2,1,1.0,176.09101824299995,150.9,0.0
147073,14807840,28.2,1,1,22.5,1,16.2,1,1.0,100.98022878399999,196.99,0.0
147305,224278714,18.5,2,2,21.5,2,26.0,1,1.0,489.060139844,39.99,0.0
147349,260006468,28.0,2,2,37.0,3,40.0,2,1.0,29.1338644275,107.49,0.0
147403,224278714,18.5,2,2,21.5,2,26.0,1,1.0,614.106773243,39.99,0.0
147473,653448,31.0,1,1,31.0,1,21.0,1,0.0,792.384155671,39.99,0.0
147527,224278714,18.5,2,2,21.5,2,26.0,1,1.0,183.121437556,39.99,1.0
147535,224278714,18.5,2,2,21.5,2,26.0,1,1.0,485.90501237300003,39.99,0.0
147569,690680,33.0,2,5,21.7,1,23.0,1,1.0,756.2170726219998,39.99,0.0
147610,224278714,18.5,2,2,21.5,2,26.0,1,1.0,362.969191519,39.99,0.0
147716,224278714,18.5,2,2,21.5,2,26.0,1,1.0,119.80884548700001,39.99,0.0
147813,258447356,16.0,2,4,21.5,4,32.5,1,1.0,145.272539865,87.99,0.0
147830,260008314,30.0,2,2,51.0,5,51.0,2,1.0,542.730528756,139.99,0.0
147839,260006468,28.0,2,2,37.0,3,40.0,2,1.0,166.819975427,99.99,1.0
147904,224278714,18.5,2,2,21.5,2,26.0,1,1.0,209.35987958,39.99,0.0
147905,224278714,18.5,2,2,21.5,2,26.0,1,1.0,394.3295777,41.8827272727,0.0
148011,224278714,18.5,2,2,21.5,2,26.0,1,1.0,389.49185648,39.99,1.0
148037,224278714,18.5,2,2,21.5,2,26.0,1,1.0,286.601951845,39.99,0.0
148214,224278714,18.5,2,2,21.5,2,26.0,1,1.0,271.028729307,39.3746153846,0.0
148327,224278714,18.5,2,2,21.5,2,26.0,1,1.0,843.944571359,39.99,0.0
148452,224278714,18.5,2,2,21.5,2,26.0,1,1.0,625.846986302,39.572,0.0
148495,224278714,18.5,2,2,21.5,2,26.0,1,1.0,530.3443615369999,39.99,1.0
148578,258445948,18.0,2,4,25.5,4,36.3,1,1.0,962.91548339,97.445,0.0
148818,14807848,36.0,1,1,18.1,1,13.0,1,1.0,894.996160633,154.9,0.0
148830,224278714,18.5,2,2,21.5,2,26.0,1,1.0,257.99781997400004,44.99,0.0
148856,224278714,18.5,2,2,21.5,2,26.0,1,1.0,751.016236056,40.06,0.0
148909,224278714,18.5,2,2,21.5,2,26.0,1,1.0,257.375103994,39.99,0.0
149029,224278714,18.5,2,2,21.5,2,26.0,1,1.0,452.301344612,37.9,0.0
149163,224278714,18.5,2,2,21.5,2,26.0,1,1.0,312.943210672,39.8566666667,0.0
149260,224278714,18.5,2,2,21.5,2,26.0,1,1.0,836.6533119489999,40.2966666667,0.0
149329,224278714,18.5,2,2,21.5,2,26.0,1,1.0,368.462293181,39.99,0.0
149448,224278714,18.5,2,2,21.5,2,26.0,1,1.0,709.5301620930002,39.99,1.0
149472,14807844,30.5,1,1,27.0,1,18.7,1,1.0,597.513872676,251.65,1.0
149514,224278714,18.5,2,2,21.5,2,26.0,1,1.0,154.615049769,39.99,1.0
149539,224278714,18.5,2,2,21.5,2,26.0,1,1.0,813.087972835,39.2933333333,0.0
149547,224278714,18.5,2,2,21.5,2,26.0,1,1.0,920.040522332,39.99,1.0
149563,224278714,18.5,2,2,21.5,2,26.0,1,1.0,375.831359738,39.99,0.0
149677,14807844,30.5,1,1,27.0,1,18.7,1,1.0,229.889287999,258.9,0.0
149755,224278714,18.5,2,2,21.5,2,26.0,1,1.0,968.4348734739999,39.99,0.0
149841,653448,31.0,1,1,31.0,1,21.0,1,0.0,339.60075018099997,89.99000000000002,0.0
149895,260008314,30.0,1,2,51.0,5,51.0,2,1.0,724.791589001,139.99,0.0
149980,653448,31.0,1,1,31.0,1,21.0,1,0.0,575.232476658,345.966956522,0.0
150218,224278714,18.5,2,2,21.5,2,26.0,1,1.0,587.458516566,39.99,1.0
150235,224278714,18.5,2,2,21.5,2,26.0,1,1.0,946.0712612030001,39.99,0.0
150509,653448,31.0,1,1,31.0,1,21.0,1,0.0,768.007009439,289.563043478,0.0
150586,224278714,18.5,2,2,21.5,2,26.0,1,1.0,70.419272476,39.4675,0.0
150723,224278714,18.5,2,2,21.5,2,26.0,1,1.0,392.718540964,38.66,0.0
150912,224278714,18.5,2,2,21.5,2,26.0,1,1.0,432.38572827900003,39.99,0.0
151056,224278714,18.5,2,2,21.5,2,26.0,1,1.0,322.094055978,39.99,0.0
151071,14807840,28.2,1,1,22.5,1,16.2,1,1.0,42.6289991585,175.897966102,0.0
151093,224278714,18.5,2,2,21.5,2,26.0,1,1.0,923.253678927,44.99,0.0
151110,258447356,16.0,2,4,21.5,4,32.5,1,1.0,737.203933679,87.99,0.0
151113,224278714,18.5,2,2,21.5,2,26.0,1,1.0,219.348671298,39.99,0.0
151142,653448,31.0,1,1,31.0,1,21.0,1,0.0,377.053071726,416.9,0.0
151254,653448,31.0,1,1,31.0,1,21.0,1,0.0,954.501871467,305.9,0.0
151339,257172202,18.0,2,6,23.5,4,34.5,1,0.0,457.98637436300004,172.945,0.0
151387,224278714,18.5,2,2,21.5,2,26.0,1,1.0,855.365894175,39.99,0.0
151511,14807848,36.0,1,1,18.1,1,13.0,1,1.0,807.386317717,150.9,1.0
151521,224278714,18.5,2,2,21.5,2,26.0,1,1.0,280.028566189,39.99,0.0
151568,224278714,18.5,2,2,21.5,2,26.0,1,1.0,793.549397557,39.061111111100004,0.0
151600,224278714,18.5,2,2,21.5,2,26.0,1,1.0,916.380617179,39.99,1.0
151658,224278714,18.5,2,2,21.5,2,26.0,1,1.0,157.581051316,39.99,0.0
151797,653448,31.0,1,1,31.0,1,21.0,1,0.0,548.17945348,308.849444444,0.0
151802,224278714,18.5,2,2,21.5,2,26.0,1,1.0,870.870271592,43.2175,0.0
151807,224278714,18.5,2,2,21.5,2,26.0,1,1.0,113.50536803,39.99,0.0
151834,224278714,18.5,2,2,21.5,2,26.0,1,1.0,234.510246219,39.99,1.0
151879,224278714,18.5,2,2,21.5,2,26.0,1,1.0,89.14485558770002,39.89,0.0
152047,260006468,28.0,2,2,37.0,3,40.0,2,1.0,107.96159068200001,107.49,0.0
152135,260008314,30.0,2,2,51.0,5,51.0,2,1.0,128.54567696,139.99,0.0
152308,224278714,18.5,2,2,21.5,2,26.0,1,1.0,970.2313348160001,39.99,0.0
152319,224278714,18.5,2,2,21.5,2,26.0,1,1.0,336.464297603,40.2966666667,0.0
152366,224278714,18.5,2,2,21.5,2,26.0,1,1.0,363.568059807,39.99,0.0
152416,224278714,18.5,2,2,21.5,2,26.0,1,1.0,680.57977466,39.9593159609,0.0
152430,224278714,18.5,2,2,21.5,2,26.0,1,1.0,980.0815414189999,38.736,0.0
152450,224278714,18.5,2,2,21.5,2,26.0,1,1.0,348.656574871,39.99,0.0
152483,224278714,18.5,2,2,21.5,2,26.0,1,1.0,857.425806988,39.99,1.0
152545,224278714,18.5,2,2,21.5,2,26.0,1,1.0,891.042685363,39.99,0.0
152574,690680,33.0,2,5,21.7,1,23.0,1,1.0,531.3078844380001,39.94023809525,0.0
152602,224278714,18.5,2,2,21.5,2,26.0,1,1.0,403.54635459599996,39.8904761905,0.0
152772,224278714,18.5,2,2,21.5,2,26.0,1,1.0,661.9283494680001,44.99,0.0
152795,258444752,16.0,2,3,21.5,4,32.5,1,1.0,427.62401905699994,98.89,0.0
152932,653448,31.0,1,1,31.0,1,21.0,1,0.0,237.341286104,305.9,0.0
152964,260008314,30.0,1,2,51.0,5,51.0,2,1.0,130.661022906,139.99,0.0
153026,258445104,18.0,2,3,25.5,4,36.3,1,1.0,23.980759708,109.15666666700001,0.0
153029,224278714,18.5,2,2,21.5,2,26.0,1,1.0,288.73249352700003,39.99,0.0
153099,224278714,18.5,2,2,21.5,2,26.0,1,1.0,454.833477029,39.99,1.0
153256,260008314,30.0,2,2,51.0,5,51.0,2,1.0,557.302310646,139.99,0.0
153417,224278714,18.5,2,2,21.5,2,26.0,1,1.0,623.121396309,39.3746153846,0.0
153715,653448,31.0,1,1,31.0,1,21.0,1,0.0,88.3608836407,358.99,0.0
153798,224278714,18.5,2,2,21.5,2,26.0,1,1.0,280.753667369,41.8827272727,0.0
153806,14807840,28.2,1,1,22.5,1,16.2,1,1.0,405.22276155199995,196.99,0.0
154121,224278714,18.5,2,2,21.5,2,26.0,1,1.0,761.7583213080002,37.9,0.0
154140,224278714,18.5,2,2,21.5,2,26.0,1,1.0,994.280304658,39.99,0.0
154192,224278714,18.5,2,2,21.5,2,26.0,1,1.0,969.601117946,38.5725,0.0
154272,14807840,28.2,1,1,22.5,1,16.2,1,1.0,357.330066224,196.99,0.0
154306,224278714,18.5,2,2,21.5,2,26.0,1,1.0,528.615188901,39.1696178344,0.0
154315,224278714,18.5,2,2,21.5,2,26.0,1,1.0,927.381657955,38.736,0.0
154339,224278714,18.5,2,2,21.5,2,26.0,1,1.0,386.86058052699997,39.99,0.0
154352,224278714,18.5,2,2,21.5,2,26.0,1,1.0,311.640832369,44.99,0.0
154360,653448,31.0,1,1,31.0,1,21.0,1,0.0,485.664287115,127.49,0.0
154485,260006586,30.0,1,2,51.0,5,51.0,2,1.0,774.3774697660001,209.99,0.0
154593,224278714,18.5,2,2,21.5,2,26.0,1,1.0,601.473258653,39.99,0.0
154677,224278714,18.5,2,2,21.5,2,26.0,1,1.0,209.10044442,39.99,0.0
154986,653448,31.0,1,1,31.0,1,21.0,1,0.0,206.653067462,309.77,0.0
155283,224278714,18.5,2,2,21.5,2,26.0,1,1.0,868.28509089,44.99,0.0
155329,653448,31.0,1,1,31.0,1,21.0,1,0.0,834.873077612,305.96046875,0.0
155385,260008314,30.0,1,2,51.0,5,51.0,2,1.0,564.739217619,154.99,0.0
155452,224278714,18.5,2,2,21.5,2,26.0,1,1.0,639.862460932,39.89,0.0
155608,224278714,18.5,2,2,21.5,2,26.0,1,1.0,8.03900940005,38.5430769231,0.0
155672,653448,31.0,1,1,31.0,1,21.0,1,0.0,899.456924279,309.77,0.0
155683,224278714,18.5,2,2,21.5,2,26.0,1,1.0,202.14959257200002,39.6416666667,0.0
155694,14807848,36.0,1,1,18.1,1,13.0,1,1.0,585.546865395,150.9,1.0
155715,224278714,18.5,2,2,21.5,2,26.0,1,1.0,731.9544002335001,40.3157894737,0.0
155807,224278714,18.5,2,2,21.5,2,26.0,1,1.0,878.3619350719998,39.572,0.0
155867,224278714,18.5,2,2,21.5,2,26.0,1,1.0,738.58177975,44.99,0.0
155869,653448,31.0,1,1,31.0,1,21.0,1,0.0,432.37173179300004,358.99,0.0
155924,260008314,30.0,1,2,51.0,5,51.0,2,1.0,768.130795035,201.99,0.0
156000,224278714,18.5,2,2,21.5,2,26.0,1,1.0,392.32212614699995,44.99,0.0
156212,224278714,18.5,2,2,21.5,2,26.0,1,1.0,954.872499039,41.840339506199996,0.0
156217,14807840,28.2,1,1,22.5,1,16.2,1,1.0,203.529950202,209.353076923,0.0
156258,224278714,18.5,2,2,21.5,2,26.0,1,1.0,548.687792466,39.99,1.0
156307,224278714,18.5,2,2,21.5,2,26.0,1,1.0,236.21706914,39.99,0.0
156407,224278714,18.5,2,2,21.5,2,26.0,1,1.0,16.674492124500002,44.99,1.0
156583,224278714,18.5,2,2,21.5,2,26.0,1,1.0,825.9747585939999,39.99,0.0
156783,653448,31.0,1,1,31.0,1,21.0,1,0.0,347.57247891099996,402.4225,0.0
156814,653448,31.0,1,1,31.0,1,21.0,1,0.0,681.688349109,221.20625,0.0
156847,224278714,18.5,2,2,21.5,2,26.0,1,1.0,793.3166985160001,39.99,0.0
156886,224278714,18.5,2,2,21.5,2,26.0,1,1.0,740.794485144,39.8566666667,0.0
156946,224278714,18.5,2,2,21.5,2,26.0,1,1.0,303.585111208,37.9,0.0
157113,224278714,18.5,2,2,21.5,2,26.0,1,1.0,425.469122967,39.99,0.0
157222,260008314,30.0,2,2,51.0,5,51.0,2,1.0,604.194232919,139.99,0.0
157378,224278714,18.5,2,2,21.5,2,26.0,1,1.0,56.5441094,39.99,0.0
157385,224278714,18.5,2,2,21.5,2,26.0,1,1.0,818.209371973,39.99,0.0
157388,258445104,18.0,2,3,25.5,4,36.3,1,1.0,842.1930259569998,109.15666666700001,0.0
157402,224278714,18.5,2,2,21.5,2,26.0,1,1.0,279.636327313,40.06,0.0
157551,14807840,28.2,1,1,22.5,1,16.2,1,1.0,82.7065192736,196.99,0.0
157579,14807844,30.5,1,1,27.0,1,18.7,1,1.0,791.953626172,258.87,0.0
157592,224278714,18.5,2,2,21.5,2,26.0,1,1.0,558.238954847,39.99,0.0
157666,653448,31.0,1,1,31.0,1,21.0,1,0.0,455.19007077599997,305.9,0.0
157704,224278714,18.5,2,2,21.5,2,26.0,1,1.0,374.064518637,38.9996969697,0.0
157739,224278714,18.5,2,2,21.5,2,26.0,1,1.0,256.05143883,39.9531578947,0.0
157819,258445948,18.0,2,4,25.5,4,36.3,1,1.0,55.6539936478,109.99,0.0
157909,224278714,18.5,2,2,21.5,2,26.0,1,1.0,68.3544601424,40.06,0.0
157919,260008314,30.0,2,2,51.0,5,51.0,2,1.0,892.5312029789999,139.99,0.0
157935,653448,31.0,1,1,31.0,1,21.0,1,0.0,333.25120128,305.9,0.0
157999,653448,31.0,1,1,31.0,1,21.0,1,0.0,567.0260687580001,305.9,0.0
158011,653448,31.0,1,1,31.0,1,21.0,1,0.0,537.4871876369999,479.59,0.0
158040,653448,31.0,1,1,31.0,1,21.0,1,0.0,121.705384131,393.736,0.0
158075,224278714,18.5,2,2,21.5,2,26.0,1,1.0,736.340613633,39.99,1.0
158189,260008314,30.0,2,2,51.0,5,51.0,2,1.0,380.734129809,39.325,0.0
158293,224278714,18.5,2,2,21.5,2,26.0,1,1.0,466.145975344,38.66,0.0
158316,224278714,18.5,2,2,21.5,2,26.0,1,1.0,122.86331611700001,39.99,1.0
158348,224278714,18.5,2,2,21.5,2,26.0,1,1.0,976.5309522169999,39.99,0.0
158406,690680,33.0,2,5,21.7,1,23.0,1,1.0,743.739842898,39.99,0.0
158458,224278714,18.5,2,2,21.5,2,26.0,1,1.0,328.152877188,39.99,0.0
158484,224278714,18.5,2,2,21.5,2,26.0,1,1.0,187.00012529900002,39.99,0.0
158563,224278714,18.5,2,2,21.5,2,26.0,1,1.0,334.883803227,39.99,0.0
158578,224278714,18.5,2,2,21.5,2,26.0,1,1.0,144.653754773,38.438,0.0
158600,224278714,18.5,2,2,21.5,2,26.0,1,1.0,823.891944618,39.7488461538,0.0
158607,224278714,18.5,2,2,21.5,2,26.0,1,1.0,523.6262304109999,39.99,0.0
158695,653448,31.0,1,1,31.0,1,21.0,1,0.0,148.818425627,305.9,1.0
158745,14807844,30.5,1,1,27.0,1,18.7,1,1.0,873.575744478,258.87,0.0
158815,224278714,18.5,2,2,21.5,2,26.0,1,1.0,330.55137395,40.3157894737,0.0
158864,224278714,18.5,2,2,21.5,2,26.0,1,1.0,720.32785259,37.9,0.0
158996,14807844,30.5,1,1,27.0,1,18.7,1,1.0,162.001915714,41.36025,0.0
159028,224278714,18.5,2,2,21.5,2,26.0,1,1.0,607.393564916,44.8205,0.0
159048,224278714,18.5,2,2,21.5,2,26.0,1,1.0,211.576131592,39.89,0.0
159238,224278714,18.5,2,2,21.5,2,26.0,1,1.0,802.8080680310001,38.5430769231,0.0
159249,653448,31.0,1,1,31.0,1,21.0,1,0.0,709.277675192,39.26653846155,0.0
159254,224278714,18.5,2,2,21.5,2,26.0,1,1.0,834.466475032,39.99,0.0
159302,653448,31.0,1,1,31.0,1,21.0,1,0.0,729.871438305,305.9,0.0
159383,653448,31.0,1,1,31.0,1,21.0,1,0.0,517.6824839999998,344.2975,0.0
159538,224278714,18.5,2,2,21.5,2,26.0,1,1.0,760.784809787,39.99,0.0
159607,224278714,18.5,2,2,21.5,2,26.0,1,1.0,338.517822253,39.99,0.0
159698,14807840,28.2,1,1,22.5,1,16.2,1,1.0,783.53600605,150.9,0.0
159716,224278714,18.5,2,2,21.5,2,26.0,1,1.0,19.208112538399998,44.99,0.0
159788,224278714,18.5,2,2,21.5,2,26.0,1,1.0,725.156018097,39.7488461538,0.0
159986,224278714,18.5,2,2,21.5,2,26.0,1,1.0,898.075653915,41.840339506199996,0.0
160123,260008314,30.0,2,2,51.0,5,51.0,2,1.0,159.44916899,139.99,0.0
160190,224278714,18.5,2,2,21.5,2,26.0,1,1.0,771.5163392630002,39.8904761905,0.0
160302,224278714,18.5,2,2,21.5,2,26.0,1,1.0,248.024889745,39.99,0.0
160362,653448,31.0,1,1,31.0,1,21.0,1,0.0,898.61712964,305.9,0.0
160365,653448,31.0,1,1,31.0,1,21.0,1,0.0,713.744221378,305.9,0.0
160380,653448,31.0,1,1,31.0,1,21.0,1,0.0,473.613610012,175.445,0.0
160495,224278714,18.5,2,2,21.5,2,26.0,1,1.0,12.853633023299999,44.99,0.0
160510,224278714,18.5,2,2,21.5,2,26.0,1,1.0,613.212117504,44.99,0.0
160550,258444752,16.0,2,3,21.5,4,32.5,1,1.0,890.9731092669998,98.89,0.0
160629,224278714,18.5,2,2,21.5,2,26.0,1,1.0,124.817247729,44.99,0.0
160636,653448,31.0,1,1,31.0,1,21.0,1,0.0,720.2953561160001,305.9,1.0
160668,224278714,18.5,2,2,21.5,2,26.0,1,1.0,173.47715342700005,39.3746153846,0.0
160678,224278714,18.5,2,2,21.5,2,26.0,1,1.0,38.0664420882,43.2175,0.0
160699,224278714,18.5,2,2,21.5,2,26.0,1,1.0,563.310428381,39.89,0.0
160781,224278714,18.5,2,2,21.5,2,26.0,1,1.0,828.3595142419998,39.8904761905,0.0
160800,224278714,18.5,2,2,21.5,2,26.0,1,1.0,688.943184407,40.06,0.0
