,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PARA_LAVA_LOUCAS,PESO,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
135771,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,386.142908481,109.46791666700001,0.0
135773,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,95.8545674113,112.239166667,0.0
135775,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,401.743093322,108.93285714299999,0.0
135785,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,376.311019301,106.676216216,0.0
135786,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,659.1629213780001,35.9,0.0
135790,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,910.3756303480001,107.803333333,0.0
135803,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,744.7867025910001,106.007234043,0.0
135806,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,738.5268667739999,107.091351351,0.0
135815,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,481.20315176099996,104.99,1.0
135830,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,323.70270872,109.46791666700001,0.0
135832,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,431.866432384,106.431707317,0.0
135837,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,606.0870946580001,101.349365079,0.0
135840,13712142,14.0,4,21.0,3,2,140.0,34.0,0.0,831.315084253,35.9,0.0
135845,10191288,31.75,4,31.25,2,2,130.0,40.5,0.0,405.41921739300005,72.05278947350001,0.0
135849,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,27.7930726954,108.205578947,0.0
135861,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,465.941153536,109.8,0.0
135863,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,691.6879876864999,103.121481481,0.0
135870,13712142,14.0,4,21.0,3,2,150.0,34.0,0.0,917.434821837,39.859468085100005,0.0
135879,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,793.91894421,102.611935484,0.0
135882,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,459.332824473,109.9,1.0
135883,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,741.003254888,104.042903226,0.0
135889,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,433.084636664,115.284772727,0.0
135903,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,78.23243797939999,107.803333333,0.0
135908,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,272.757227619,119.99,0.0
135912,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,496.25922445699996,113.95220339,0.0
135915,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,756.7690080169998,99.99,0.0
135925,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,591.44905252,103.15125,0.0
135933,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,426.12909702300004,113.95220339,0.0
135934,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,352.14603493199996,114.41272727299999,0.0
135956,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,717.403674688,114.451384615,0.0
135957,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,648.206216215,108.9,1.0
135961,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,435.198885168,106.17296296299999,0.0
135962,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,515.913742972,104.9,0.0
135967,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,671.464016142,104.57970588200001,0.0
135968,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,983.354671242,35.9,0.0
135972,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,419.36273145300004,100.34679245299999,0.0
135974,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,706.74930058,107.348918919,0.0
135976,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,711.518303634,100.6,0.0
135978,13712142,14.0,4,21.0,3,2,150.0,34.0,0.0,803.09817087,35.9,0.0
135981,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,751.126590888,103.121481481,0.0
135986,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,440.198582895,35.9,0.0
136001,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,209.655953813,108.205578947,0.0
136024,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,39.781442389,110.66602941200001,0.0
136029,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,547.916566346,99.99,1.0
136048,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,732.0726366819998,100.34679245299999,0.0
136055,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,487.99980646800003,106.742258065,0.0
136060,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,524.424873918,103.08166666700001,0.0
136083,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,127.77562444,104.85375,0.0
136089,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,539.834072401,109.698125,0.0
136109,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,55.5907417078,104.042903226,0.0
136112,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,626.98492494,117.222307692,0.0
136117,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,494.81569782,103.121481481,0.0
136123,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,362.6464707,106.52793103399999,0.0
136126,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,636.271378874,104.27571428600001,0.0
136127,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,95.36351113319999,100.62227272700001,0.0
136128,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,471.58304164199996,109.42901960799999,0.0
136129,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,445.784998095,107.392469136,0.0
136155,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,585.021057402,115.9,1.0
136168,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,31.7836584803,36.4964583333,0.0
136176,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,559.184390544,102.99,1.0
136184,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,234.845355124,109.15409090899999,0.0
136188,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,201.137676216,105.11659340700001,0.0
136192,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,985.513805206,103.08166666700001,0.0
136198,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,240.13994675,104.27571428600001,0.0
136228,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,158.125835621,139.99,0.0
136236,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,323.825580298,110.35507462700001,0.0
136247,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,127.99429689,100.51631578899999,0.0
136248,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,964.9014173730001,108.741803279,0.0
136250,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,218.740604227,104.737826087,0.0
136251,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,198.103618272,36.8088888889,0.0
136252,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,232.68554673900002,107.091351351,0.0
136258,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,207.66782146,108.831282051,0.0
136267,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,239.578948437,105.502613636,0.0
136271,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,565.93676453,106.098723404,0.0
136274,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,697.723997299,103.554,0.0
136276,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,919.529325857,119.99,1.0
136285,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,605.476711706,105.502613636,0.0
136291,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,44.833698644799995,107.492608696,0.0
136295,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,257.912986677,107.65675324700001,0.0
136301,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,474.063836345,107.76521739100001,0.0
136302,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,108.75341326,104.572,0.0
136305,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,670.0263003919999,102.6878125,0.0
136321,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,195.96803274400003,107.288181818,0.0
136323,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,36.7836171134,108.29593220299999,0.0
136325,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,900.4613423669998,99.99,0.0
136338,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,502.889099604,109.698125,0.0
136348,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,842.0644348860001,35.9,0.0
136350,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,235.98916105,104.27571428600001,0.0
136355,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,908.5746873160001,99.99,0.0
136358,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,448.60157077400004,110.356382979,0.0
136369,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,46.359578586800005,103.5864,0.0
136378,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,682.797784591,109.790909091,0.0
136382,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,959.6678575560001,99.99,1.0
136387,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,237.693795721,108.348979592,0.0
136391,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,722.847005292,105.9,1.0
136398,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,14.4928006321,107.107222222,0.0
136401,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,367.82385997800003,107.348918919,0.0
136408,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,609.221407838,105.502613636,0.0
136411,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,537.015110266,104.91730769200001,0.0
136416,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,469.640135536,109.79,0.0
136422,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,606.3283222619999,35.9,0.0
136425,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,53.8381553423,99.99,0.0
136445,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,545.829080495,103.79075471700001,0.0
136447,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,523.521780846,108.741803279,0.0
136457,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,35.5964144808,118.99,0.0
136460,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,134.58474326700002,103.49,0.0
136466,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,318.796829555,109.8,0.0
136468,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,662.15431485,107.288181818,0.0
136472,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,740.162352095,104.324666667,0.0
136487,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,781.638245657,109.55309090899999,0.0
136519,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,335.94415915900004,109.48441558399999,0.0
136520,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,85.6317714,101.381,0.0
136546,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,247.93988831299998,110.528571429,0.0
136547,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,283.192525032,105.0646,0.0
136561,13712142,14.0,4,21.0,3,2,150.0,34.0,0.0,429.35842796099996,35.9,0.0
136568,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,484.450729565,104.009047619,0.0
136573,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,107.801885705,107.091351351,0.0
136574,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,98.09049089860001,110.35507462700001,0.0
136579,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,668.929551184,112.58375,0.0
136586,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,746.2924144739999,103.15125,0.0
136596,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,27.6009380773,105.11659340700001,0.0
136598,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,187.50252380400002,108.865316456,0.0
136604,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,430.069044142,114.125581395,0.0
136613,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,350.04714733699996,115.314285714,0.0
136622,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,984.950562963,36.8088888889,0.0
136626,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,78.2390680142,107.68284090899999,0.0
136634,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,111.003460533,110.528571429,0.0
136636,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,637.800364724,116.604102564,0.0
136638,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,60.35269779,109.654507042,0.0
136651,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,988.7277294160001,103.412702703,0.0
136654,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,816.8130003269998,106.91988095200001,0.0
136664,13712142,14.0,4,21.0,3,2,150.0,34.0,0.0,645.390658701,35.9,0.0
136668,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,938.893298135,102.611935484,0.0
136669,10191288,35.75,3,32.75,2,2,135.0,43.5,0.0,955.882492307,47.9,0.0
136674,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,308.973619085,107.348918919,0.0
136697,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,251.93159454599999,109.42901960799999,0.0
136701,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,169.796008886,119.99,0.0
136704,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,460.412988175,104.535555556,0.0
136726,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,268.844429197,103.52,0.0
136736,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,496.47496108300004,109.8,0.0
136745,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,649.329953813,107.392469136,0.0
136747,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,815.4098143880002,110.86181818200001,0.0
136755,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,622.223463553,104.91730769200001,0.0
136757,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,795.884971916,106.978113208,0.0
136763,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,809.5104183789999,38.626666666700004,0.0
136767,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,862.594994633,102.71666666700001,0.0
136774,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,699.387629887,35.9,0.0
136777,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,213.667962815,105.11659340700001,0.0
136781,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,595.017366733,107.288181818,0.0
136784,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,616.818748184,108.29593220299999,0.0
136788,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,584.913524479,106.007234043,0.0
136793,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,212.51066892900002,111.97375,0.0
136794,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,573.657639409,36.4964583333,0.0
136811,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,268.123943358,108.205578947,0.0
136815,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,248.512137795,105.11659340700001,0.0
136835,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,946.1839165,105.112580645,0.0
136837,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,625.917131492,100.34679245299999,0.0
136840,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,766.685126433,105.11659340700001,0.0
136842,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,978.2882286989999,103.52,0.0
136853,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,2.17888818341,107.803333333,0.0
136869,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,597.990611843,109.42901960799999,0.0
136870,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,620.883092166,113.95220339,0.0
136876,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,56.4733286302,109.17462365600001,0.0
136898,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,317.804085509,119.99,0.0
136905,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,196.89120016799998,108.831282051,0.0
136911,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,877.2149837869998,101.1378125,0.0
136921,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,206.06249163599998,112.004166667,0.0
136923,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,697.191322142,35.9,0.0
136931,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,494.028443873,104.009047619,0.0
136935,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,743.072228876,104.042903226,0.0
136946,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,992.116013879,106.941666667,0.0
136948,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,924.0120664310001,102.84714285700001,0.0
136952,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,301.91526477400004,116.604102564,0.0
136957,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,583.0475240000002,105.112580645,0.0
136958,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,209.16476464599998,106.108108108,0.0
136962,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,704.7927019860001,109.611764706,0.0
136984,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,527.304693296,110.35507462700001,0.0
136988,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,883.3600608360001,35.9,0.0
136991,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,74.8671285609,104.042903226,0.0
136995,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,759.8320236210001,104.59325,0.0
137001,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,668.506399043,112.004166667,0.0
137018,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,379.149943864,103.330241935,0.0
137021,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,352.19387060300005,101.18047619,0.0
137027,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,203.842996434,107.392469136,0.0
137031,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,610.562299297,104.956451613,0.0
137032,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,114.66705437799999,108.205578947,0.0
137036,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,616.540000686,103.121481481,0.0
137037,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,737.762437436,35.9,0.0
137044,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,401.066117738,113.95220339,0.0
137051,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,503.187970135,115.680909091,0.0
137052,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,118.257768005,109.55309090899999,0.0
137066,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,529.248096734,119.99,0.0
137067,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,602.980822753,105.502613636,0.0
137071,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,289.457743442,104.27571428600001,0.0
137075,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,117.02228191,107.656888889,0.0
137080,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,811.660424423,100.62227272700001,0.0
137084,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,555.7404590269999,104.9,0.0
137086,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,519.07223477,106.198536585,0.0
137087,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,83.8442015078,107.288181818,0.0
137088,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,499.257397155,103.330241935,0.0
137093,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,68.7530714623,110.66602941200001,0.0
137094,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,806.893943169,110.4498,0.0
137101,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,385.587687505,105.502613636,0.0
137105,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,915.8691324069999,109.611764706,0.0
137106,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,51.1133843098,103.330241935,0.0
137110,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,701.314616787,105.11659340700001,0.0
137113,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,18.9095306047,107.65675324700001,0.0
137119,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,237.60076126200002,103.68547619,0.0
137126,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,967.5788018569999,105.0646,0.0
137128,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,788.7076564939999,119.99,0.0
137135,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,233.93149654799998,108.741803279,0.0
137139,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,948.0325672910001,109.8,0.0
137145,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,188.188969303,106.108108108,0.0
137146,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,181.885998637,35.9,0.0
137148,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,766.781504804,109.287169811,0.0
137158,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,892.720239813,101.381,0.0
137160,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,70.362148152,104.042903226,0.0
137167,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,391.79546470400004,105.11659340700001,0.0
137173,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,599.768654051,105.51854166700001,0.0
137179,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,736.369918034,109.287169811,0.0
137191,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,274.868902944,109.48441558399999,0.0
137195,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,357.16624796,105.51854166700001,0.0
137196,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,413.42303399,108.29593220299999,0.0
137200,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,677.0405657619999,101.18047619,0.0
137221,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,826.237675885,111.756,1.0
137231,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,33.756714369899996,109.42901960799999,0.0
137238,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,158.913838567,109.9,1.0
137251,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,805.4883587689999,109.26897959200001,0.0
137254,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,666.364853717,103.79075471700001,0.0
137260,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,196.78279034,123.48333333299999,0.0
137262,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,320.499054898,105.11659340700001,0.0
137264,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,949.221052355,112.48214285700001,0.0
137271,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,18.1929280436,105.0646,0.0
137274,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,171.934584362,100.98,0.0
137276,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,867.324070812,107.55727272700001,0.0
137279,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,181.708845938,119.99,0.0
137281,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,78.2066290564,105.502613636,0.0
137288,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,933.988903746,109.9,1.0
137303,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,179.57519913299996,106.978113208,0.0
137305,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,750.404369225,108.556666667,0.0
137308,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,609.098695489,103.554,0.0
137324,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,141.19660300700002,104.99,1.0
137326,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,130.759674231,103.330241935,0.0
137328,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,385.94716813900004,111.36525,0.0
137333,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,246.824818548,104.91730769200001,0.0
137345,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,650.352507046,111.254927536,0.0
137353,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,176.547027091,107.803333333,0.0
137369,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,80.8333943614,119.99,0.0
137376,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,279.29161431299997,136.191,0.0
137384,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,721.1702851580002,103.412702703,0.0
137392,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,359.1639633640001,109.798382353,0.0
137403,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,764.970880315,101.52529411799999,0.0
137404,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,724.964667914,110.897111111,0.0
137409,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,796.604899309,113.95220339,0.0
137415,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,746.269912036,113.24375,0.0
137422,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,508.900869778,110.356382979,0.0
137426,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,990.648827347,119.99,0.0
137428,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,350.94433823199995,107.656888889,0.0
137429,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,115.279740409,103.554,0.0
137432,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,328.353046564,112.004166667,0.0
137436,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,690.387481705,113.95220339,0.0
137439,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,139.324379122,115.9,1.0
137441,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,875.573175012,35.9,0.0
137446,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,552.296162259,119.99,0.0
137449,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,820.0957228569998,104.9765,0.0
137458,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,282.335653802,99.99,0.0
137460,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,331.06138693400004,114.451384615,0.0
137462,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,32.378153355500004,111.15783783799999,0.0
137467,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,101.89516992799999,104.91730769200001,0.0
137479,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,117.18525391149997,112.239166667,0.0
137482,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,132.475337895,104.9,0.0
137486,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,46.3267436543,108.29593220299999,0.0
137488,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,270.16810009299996,106.431707317,0.0
137491,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,282.363733202,40.0833333333,0.0
137497,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,952.598532383,104.535555556,0.0
137505,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,659.858706416,119.99,0.0
137508,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,804.231690158,112.004166667,0.0
137514,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,25.893505068899998,115.9,1.0
137523,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,908.6803145460001,108.205578947,0.0
137533,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,55.4857605467,109.79,0.0
