,ITEM_ID,COR,MARCA,TEM_FERRO_FUNDIDO,TEM_TAMPA,TIPO_WOK,SESSION_ID,ITEM_PRICE,INTERESTED
17042,257104554,LARANJA,HERCULES,SIM,0.0,NAO,278.016873053,444.02,0.0
17053,14807824,INOX,TRAMONTINA,NAO,1.0,NAO,913.755925769,202.91357894700002,0.0
17076,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,90.21902470629999,248.9,1.0
17078,653424,INOX,TRAMONTINA,NAO,0.0,NAO,62.257255405500004,129.0,0.0
17084,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,938.950767267,38.9130769231,0.0
17101,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,225.854088408,39.99,0.0
17104,260008666,AZUL,PANELA MINEIRA,SIM,1.0,NAO,928.8219457439999,99.99,0.0
17133,260009318,PRETO,PANELA MINEIRA,SIM,1.0,NAO,263.255943934,424.99,1.0
17150,653408,INOX,TRAMONTINA,NAO,0.0,NAO,326.255313367,111.37,0.0
17154,653424,INOX,TRAMONTINA,NAO,0.0,NAO,541.417007405,164.99,1.0
17160,260006062,PRETO,PANELA MINEIRA,SIM,1.0,NAO,704.48761844,83.6841666667,0.0
17166,257529916,VERMELHO,HAPPYCALL,SIM,0.0,NAO,633.979272046,61.837083333349995,0.0
17185,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,170.598190425,39.99,0.0
17197,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,482.940357841,39.99,0.0
17198,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,151.69403532799998,69.2048101266,0.0
17201,225902658,INOX,JOMAFE,NAO,1.0,NAO,450.25353998599996,99.99,0.0
17206,257104554,LARANJA,HERCULES,SIM,0.0,NAO,53.4882579811,444.02,0.0
17217,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,742.7791485719999,39.99,1.0
17233,14807836,INOX,TRAMONTINA,NAO,1.0,NAO,302.654037018,197.29629629599998,0.0
17244,653412,INOX,TRAMONTINA,NAO,0.0,NAO,119.388818602,196.84,0.0
17245,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,285.069346242,173.747435897,0.0
17246,653412,INOX,TRAMONTINA,NAO,0.0,NAO,249.230811846,151.31666666700002,0.0
17305,260007034,PRETO,PANELA MINEIRA,SIM,1.0,NAO,203.199463603,111.91833333350002,0.0
17306,10191276,PRETO,ALUMINIO RAMOS,NAO,0.0,SIM,556.478467353,72.52,0.0
17307,263053320,VERMELHO,EURO HOME,NAO,0.0,NAO,267.483184769,119.99,0.0
17312,260010598,PRETO,FUMIL,SIM,1.0,NAO,955.439767027,89.99,0.0
17331,14807828,INOX,TRAMONTINA,NAO,1.0,NAO,978.141863135,138.9,0.0
17352,259619988,PRETO,FUMIL,SIM,0.0,NAO,12.9226674255,25.99,0.0
17353,255983244,VERMELHO,DONA CHEFA,NAO,1.0,NAO,655.337216139,38.75,1.0
17356,260008036,PRETO,PANELA MINEIRA,SIM,1.0,NAO,359.61139309099997,127.53,0.0
17405,257104554,LARANJA,HERCULES,SIM,0.0,NAO,738.712679641,444.02,0.0
17419,258444826,TURQUESA,BRINOX,NAO,1.0,NAO,414.612137076,81.07,0.0
17422,260010598,PRETO,FUMIL,SIM,1.0,NAO,683.006024631,59.946666666649996,0.0
17447,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,217.51102503799999,38.8233333333,0.0
17451,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,479.21365369999995,63.24,0.0
17455,225902444,INOX,JOMAFE,NAO,0.0,NAO,700.015717692,199.99,0.0
17457,260009982,PRETO,FUMIL,SIM,1.0,NAO,447.072033943,89.99,0.0
17483,10697156,PRETO,TRAMONTINA,NAO,0.0,NAO,503.69774905599996,132.772647059,0.0
17485,14807832,INOX,TRAMONTINA,NAO,1.0,NAO,177.09498286099998,175.555294118,0.0
17486,653412,INOX,TRAMONTINA,NAO,0.0,NAO,90.40015332600001,149.0,0.0
17497,260008474,PRETO,FUMIL,SIM,1.0,NAO,48.916788845,64.99,1.0
17500,653408,INOX,TRAMONTINA,NAO,0.0,NAO,34.887861219099996,111.37,0.0
17502,257102126,LARANJA,HERCULES,SIM,0.0,NAO,702.480827846,395.235,0.0
17507,258248692,VERMELHO,HERCULES,SIM,0.0,NAO,541.019589808,399.99,0.0
17517,260008592,PRETO,PANELA MINEIRA,SIM,1.0,NAO,451.253262227,234.99,0.0
17520,255994302,VERMELHO,DONA CHEFA,NAO,1.0,NAO,709.927933151,69.99,0.0
17541,653408,INOX,TRAMONTINA,NAO,0.0,NAO,358.11329719099996,129.0,0.0
17544,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,326.206180694,38.49,0.0
17554,255994388,VERMELHO,DONA CHEFA,NAO,1.0,NAO,66.6523186626,37.375,0.0
17561,259619988,PRETO,FUMIL,SIM,0.0,NAO,550.624370034,36.26,0.0
17566,653412,INOX,TRAMONTINA,NAO,0.0,NAO,446.843475904,164.416705882,0.0
17587,653408,INOX,TRAMONTINA,NAO,0.0,NAO,323.908596388,132.9,0.0
17598,653412,INOX,TRAMONTINA,NAO,0.0,NAO,964.872486198,149.0,0.0
17599,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,539.073456107,154.305,0.0
17604,653408,INOX,TRAMONTINA,NAO,0.0,NAO,837.3190049189999,129.0,1.0
17624,653424,INOX,TRAMONTINA,NAO,0.0,NAO,754.8074751839999,139.606666667,0.0
17630,260006308,PRETO,PANELA MINEIRA,SIM,1.0,NAO,751.653878848,99.99,1.0
17653,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,477.108393668,161.657647059,0.0
17686,260008036,PRETO,PANELA MINEIRA,SIM,1.0,NAO,797.3025374919999,84.99,0.0
17706,260008666,AZUL,PANELA MINEIRA,SIM,1.0,NAO,950.7217928819999,99.99,0.0
17724,239170944,PRETO,HERCULES,SIM,0.0,NAO,426.84225171099996,103.78333333333333,0.0
17730,239170666,BRANCO,HERCULES,SIM,0.0,NAO,729.6257797000001,107.57666666666667,0.0
17758,653408,INOX,TRAMONTINA,NAO,0.0,NAO,723.115287729,111.37,0.0
17760,257526612,AZUL,HAPPYCALL,SIM,0.0,NAO,875.6605376069999,1199.99,0.0
17764,653408,INOX,TRAMONTINA,NAO,0.0,NAO,354.164651812,111.37,0.0
17789,653408,INOX,TRAMONTINA,NAO,0.0,NAO,655.723275704,126.454,0.0
17792,260007420,PRETO,PANELA MINEIRA,SIM,1.0,NAO,279.533974404,129.99,0.0
17813,14807820,INOX,TRAMONTINA,NAO,1.0,NAO,853.5671141060001,148.82,0.0
17831,239170826,LARANJA,HERCULES,SIM,0.0,NAO,329.076099552,166.86,0.0
17842,240761236,PRETO,MTA,NAO,1.0,NAO,533.462293273,184.9,0.0
17854,260011986,PRETO,FUMIL,SIM,1.0,NAO,423.095440765,69.99,0.0
17858,653412,INOX,TRAMONTINA,NAO,0.0,NAO,598.153380199,154.7724,0.0
17859,263053320,VERMELHO,EURO HOME,NAO,0.0,NAO,356.429985037,119.99,0.0
17875,653424,INOX,TRAMONTINA,NAO,0.0,NAO,308.80255264,146.91,0.0
17882,653412,INOX,TRAMONTINA,NAO,0.0,NAO,813.8258582210001,169.9,0.0
17886,654396,INOX,TRAMONTINA,NAO,0.0,NAO,692.8051681575,160.9,0.0
17940,239170784,LARANJA,HERCULES,SIM,0.0,NAO,571.7844780940001,126.80000000000001,0.0
17943,260008154,PRETO,PANELA MINEIRA,SIM,1.0,NAO,716.856903085,92.7,0.0
17966,260010234,PRETO,FUMIL,SIM,1.0,NAO,306.132044198,117.67053639833334,0.0
17969,255995322,PRETO,DONA CHEFA,NAO,1.0,NAO,634.222632964,142.64107279666666,0.0
17987,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,950.777147465,167.611609195,0.0
17989,259619796,PRETO,FUMIL,SIM,1.0,NAO,163.097636744,114.99,1.0
18010,653408,INOX,TRAMONTINA,NAO,0.0,NAO,856.2600161639999,114.276666667,0.0
18016,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,995.15234592,39.99,0.0
18043,653372,INOX,TRAMONTINA,NAO,0.0,NAO,4.4326735701699995,126.9,1.0
18135,14807832,INOX,TRAMONTINA,NAO,1.0,NAO,89.61855389629999,162.463125,0.0
18136,260008380,LARANJA,PANELA MINEIRA,SIM,1.0,NAO,251.097216257,99.99,0.0
18143,653412,INOX,TRAMONTINA,NAO,0.0,NAO,689.832786873,149.0,0.0
18150,653408,INOX,TRAMONTINA,NAO,0.0,NAO,785.046317103,147.233333333,0.0
18170,653408,INOX,TRAMONTINA,NAO,0.0,NAO,1.15127856478,111.38,1.0
18174,653372,INOX,TRAMONTINA,NAO,0.0,NAO,418.49956723699995,129.0,1.0
18175,654396,INOX,TRAMONTINA,NAO,0.0,NAO,929.570281029,161.476875,0.0
18182,255994078,PRETO,DONA CHEFA,NAO,1.0,NAO,159.195179653,37.99,0.0
18203,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,447.131982288,499.99,0.0
18210,257104182,LARANJA,HERCULES,SIM,0.0,NAO,217.62863883,299.99,0.0
18215,653412,INOX,TRAMONTINA,NAO,0.0,NAO,875.2295931010001,150.10275362299998,0.0
18221,259620142,PRETO,FUMIL,SIM,1.0,NAO,745.288399497,139.99,1.0
18224,225903010,PRETO,JOMAFE,NAO,1.0,NAO,495.836013074,219.99,0.0
18227,653408,INOX,TRAMONTINA,NAO,0.0,NAO,689.2741156980001,147.95,0.0
18235,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,343.536848952,139.100754717,0.0
18238,10697168,INOX,TRAMONTINA,NAO,0.0,NAO,305.098542549,89.5453773585,0.0
18241,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,30.5999746829,39.99,0.0
18249,653424,INOX,TRAMONTINA,NAO,0.0,NAO,170.483837842,117.65600939,0.0
18266,260008592,PRETO,PANELA MINEIRA,SIM,1.0,NAO,492.40999941449996,280.9525,0.0
18288,653408,INOX,TRAMONTINA,NAO,0.0,NAO,814.336160987,127.48,0.0
18291,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,962.959095748,127.19,0.0
18299,653372,INOX,TRAMONTINA,NAO,0.0,NAO,355.603641516,126.9,0.0
18300,239171072,PRETO,HERCULES,SIM,0.0,NAO,829.9350255260001,165.99,0.0
18301,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,485.494840797,38.8919607843,0.0
18307,259620078,PRETO,FUMIL,SIM,1.0,NAO,221.953857167,104.99,0.0
18308,653408,INOX,TRAMONTINA,NAO,0.0,NAO,743.675467118,126.454,0.0
18310,240761236,PRETO,MTA,NAO,1.0,NAO,459.285698562,143.68699999999998,0.0
18314,654396,INOX,TRAMONTINA,NAO,0.0,NAO,574.947962697,160.92,0.0
18326,650392,INOX,TRAMONTINA,NAO,1.0,NAO,715.7719674860001,240.40999999999997,0.0
18331,258248692,VERMELHO,HERCULES,SIM,0.0,NAO,950.741139843,319.9,0.0
18351,239171072,PRETO,HERCULES,SIM,0.0,NAO,401.021746824,165.99,0.0
18356,257526164,VERMELHO,HAPPYCALL,SIM,0.0,NAO,992.369331997,449.99,0.0
18360,239171020,PRETO,HERCULES,SIM,0.0,NAO,844.570213794,307.445,0.0
18377,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,441.35577805599996,164.9,0.0
18382,216538702,INOX,TRAMONTINA,NAO,0.0,NAO,850.5738435139999,93.7954545455,0.0
18421,261899096,PRETO,PANELA MINEIRA,SIM,1.0,NAO,626.553436206,54.99,0.0
18423,259620548,PRETO,FUMIL,SIM,0.0,NAO,792.587973295,130.03,0.0
18429,239170700,BRANCO,HERCULES,SIM,0.0,NAO,955.700364535,152.975,0.0
18431,259620548,PRETO,FUMIL,SIM,0.0,NAO,778.970438182,175.92,0.0
18442,258248692,VERMELHO,HERCULES,SIM,0.0,NAO,979.93268624,319.9,0.0
18477,257526612,AZUL,HAPPYCALL,SIM,0.0,NAO,620.158964148,1199.99,0.0
18492,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,401.498986419,69.99,0.0
18506,257529560,AZUL,HAPPYCALL,SIM,0.0,NAO,276.703916242,854.99,0.0
18549,260008592,PRETO,PANELA MINEIRA,SIM,1.0,NAO,264.367086725,491.99,0.0
18550,653372,INOX,TRAMONTINA,NAO,0.0,NAO,602.4776500219999,128.99,0.0
18551,240761428,VERMELHO,MTA,NAO,0.0,NAO,493.83044453900004,177.926666667,0.0
18560,653408,INOX,TRAMONTINA,NAO,0.0,NAO,347.466973596,114.164175824,0.0
18574,260010512,PRETO,PANELA MINEIRA,SIM,0.0,NAO,757.307961174,123.9504212455,0.0
18579,653424,INOX,TRAMONTINA,NAO,0.0,NAO,329.88382236,133.736666667,0.0
18592,653424,INOX,TRAMONTINA,NAO,0.0,NAO,543.71805109,138.99,0.0
18597,260011582,PRETO,FUMIL,SIM,1.0,NAO,29.1338644275,97.7677777778,0.0
18623,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,392.84821183400004,39.99,0.0
18625,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,30.9217318044,38.5163157895,0.0
18627,653412,INOX,TRAMONTINA,NAO,0.0,NAO,497.047267835,151.78,0.0
18638,260006062,PRETO,PANELA MINEIRA,SIM,1.0,NAO,83.6386456953,145.84,0.0
18665,653412,INOX,TRAMONTINA,NAO,0.0,NAO,283.91514397099996,139.9,0.0
18679,239170700,BRANCO,HERCULES,SIM,0.0,NAO,364.12268770099996,111.277338709675,0.0
18680,255993984,PRETO,DONA CHEFA,NAO,1.0,NAO,930.4029685969999,82.65467741935001,0.0
18683,14228752,VERMELHO,TRAMONTINA DESIGN COLLECTION,NAO,1.0,NAO,937.229338955,54.032016129024996,0.0
18693,259619988,PRETO,FUMIL,SIM,0.0,NAO,385.733416776,25.4093548387,0.0
18707,239171072,PRETO,HERCULES,SIM,0.0,NAO,283.705140275,189.971052632,0.0
18729,255994462,PRETO,DONA CHEFA,NAO,1.0,NAO,300.787995706,40.35,0.0
18750,216538702,INOX,TRAMONTINA,NAO,0.0,NAO,591.3313881390001,101.106842105,0.0
18756,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,711.8224144689999,248.1709210525,0.0
18762,257102126,LARANJA,HERCULES,SIM,0.0,NAO,18.3771778367,395.235,0.0
18777,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,162.32342004,69.99,0.0
18782,259619988,PRETO,FUMIL,SIM,0.0,NAO,663.278033461,25.8471428571,0.0
18785,216538702,INOX,TRAMONTINA,NAO,0.0,NAO,114.750819505,154.99,1.0
18794,259620078,PRETO,FUMIL,SIM,1.0,NAO,632.641821553,102.49,0.0
18796,653424,INOX,TRAMONTINA,NAO,0.0,NAO,894.578107691,148.254444444,0.0
18803,240761462,VERMELHO,MTA,NAO,0.0,NAO,14.989094939600001,193.8,1.0
18811,260008474,PRETO,FUMIL,SIM,1.0,NAO,657.6428557830001,64.99,1.0
18816,260008752,PRETO,PANELA MINEIRA,SIM,0.0,NAO,830.720928456,82.49,0.0
18825,259620078,PRETO,FUMIL,SIM,1.0,NAO,743.9433117880001,99.99,0.0
18829,255487744,COBRE,LA CUISINE,NAO,0.0,NAO,44.792192781400004,150.132857143,0.0
18837,653408,INOX,TRAMONTINA,NAO,0.0,NAO,877.384825543,110.316666667,0.0
18862,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,840.6310510139999,165.60888888899999,0.0
18863,653412,INOX,TRAMONTINA,NAO,0.0,NAO,995.3843495289999,155.95,0.0
18874,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,974.714382767,38.8919607843,0.0
18890,255994270,PRETO,DONA CHEFA,NAO,1.0,NAO,114.729992511,201.13098039214998,0.0
18893,239170860,LARANJA,HERCULES,SIM,0.0,NAO,944.3049730580001,363.37,0.0
18900,653424,INOX,TRAMONTINA,NAO,0.0,NAO,66.96305472579999,142.53131868100002,0.0
18908,239170860,LARANJA,HERCULES,SIM,0.0,NAO,348.272844571,361.19,0.0
18929,653412,INOX,TRAMONTINA,NAO,0.0,NAO,954.819570474,168.260909091,0.0
18931,10191276,PRETO,ALUMINIO RAMOS,NAO,0.0,SIM,336.301012756,154.448449198,0.0
18941,257526922,VERMELHO,HAPPYCALL,SIM,0.0,NAO,717.0805966739999,140.635989305,0.0
18948,653408,INOX,TRAMONTINA,NAO,0.0,NAO,832.189161777,126.82352941200001,0.0
18955,239170666,BRANCO,HERCULES,SIM,0.0,NAO,940.18926389,299.9,0.0
18965,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,531.432684975,71.94,0.0
18979,239170826,LARANJA,HERCULES,SIM,0.0,NAO,213.284511143,274.99,0.0
18987,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,912.373406113,169.35375,0.0
19002,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,198.33727484,38.8233333333,0.0
19044,257104554,LARANJA,HERCULES,SIM,0.0,NAO,207.130187308,444.02,0.0
19046,14228752,VERMELHO,TRAMONTINA DESIGN COLLECTION,NAO,1.0,NAO,322.31185081,309.34333333333336,0.0
19069,260008474,PRETO,FUMIL,SIM,1.0,NAO,948.0013268619999,174.66666666666669,0.0
19070,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,770.901495717,39.99,0.0
19080,239171020,PRETO,HERCULES,SIM,0.0,NAO,51.1072727868,147.745,0.0
19102,239170998,PRETO,HERCULES,SIM,0.0,NAO,541.62088181,255.5,1.0
19103,10697168,PRETO,TRAMONTINA,NAO,0.0,NAO,913.2477553169999,147.00815789475,0.0
19110,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,604.407564716,38.5163157895,0.0
19116,14807820,INOX,TRAMONTINA,NAO,1.0,NAO,41.7475092425,182.156666667,0.0
19119,257527136,BERINGELA,HAPPYCALL,NAO,1.0,NAO,908.32317668,168.737777778,0.0
19123,239170944,PRETO,HERCULES,SIM,0.0,NAO,948.533662672,155.318888889,0.0
19132,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,890.663821474,141.9,1.0
19142,10697184,INOX,TRAMONTINA,NAO,0.0,NAO,534.2726184859999,125.915,0.0
19149,653408,INOX,TRAMONTINA,NAO,0.0,NAO,248.93172878099998,109.93,0.0
19160,239171072,PRETO,HERCULES,SIM,0.0,NAO,652.438499643,165.99,0.0
19162,653424,INOX,TRAMONTINA,NAO,0.0,NAO,449.92746290199995,139.599230769,0.0
19165,255994302,VERMELHO,DONA CHEFA,NAO,1.0,NAO,421.999349721,69.99,0.0
19206,10697168,VERMELHO,TRAMONTINA,NAO,0.0,NAO,778.4277901,77.49,0.0
19221,260008036,PRETO,PANELA MINEIRA,SIM,1.0,NAO,915.539636953,84.99,1.0
19249,653424,INOX,TRAMONTINA,NAO,0.0,NAO,619.8528263009999,129.99,0.0
19255,263052620,PRETO,EURO HOME,NAO,0.0,NAO,32.75846604,84.99,0.0
19256,240761462,VERMELHO,MTA,NAO,0.0,NAO,581.03939878,193.8,0.0
19259,263053320,VERMELHO,EURO HOME,NAO,0.0,NAO,232.53237709999996,114.83125,0.0
19267,653408,INOX,TRAMONTINA,NAO,0.0,NAO,497.928214023,133.9,0.0
19280,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,542.6883270669999,69.99,0.0
19295,654396,INOX,TRAMONTINA,NAO,0.0,NAO,808.96624921,145.8,0.0
19296,654396,INOX,TRAMONTINA,NAO,0.0,NAO,226.854903733,145.8,1.0
19306,653408,INOX,TRAMONTINA,NAO,0.0,NAO,679.655989016,120.745,0.0
19308,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,276.470280743,164.99,0.0
19328,259620078,PRETO,FUMIL,SIM,1.0,NAO,228.43242251,163.945,0.0
19329,653412,INOX,TRAMONTINA,NAO,0.0,NAO,678.3839454490001,162.9,0.0
19378,239170912,LARANJA,HERCULES,SIM,0.0,NAO,598.673684137,98.295,0.0
19404,255993866,VERMELHO,DONA CHEFA,NAO,1.0,NAO,47.1898243354,33.69,0.0
19406,255983244,VERMELHO,DONA CHEFA,NAO,1.0,NAO,543.3064361280001,38.75,0.0
19407,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,281.201137465,74.34,0.0
19408,653408,INOX,TRAMONTINA,NAO,0.0,NAO,367.997632121,109.93,0.0
19416,259620548,PRETO,FUMIL,SIM,0.0,NAO,886.4315118689999,152.975,0.0
19428,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,24.6039393098,164.99,0.0
19429,260007034,PRETO,PANELA MINEIRA,SIM,1.0,NAO,783.2052633889999,207.76777777799998,0.0
19440,653412,INOX,TRAMONTINA,NAO,0.0,NAO,540.700253394,139.9,0.0
19462,653424,INOX,TRAMONTINA,NAO,0.0,NAO,954.756300262,141.31,0.0
19464,653372,INOX,TRAMONTINA,NAO,0.0,NAO,459.84850591400004,127.29,0.0
19465,653424,INOX,TRAMONTINA,NAO,0.0,NAO,644.211141622,142.680727273,0.0
19478,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,741.695068673,69.99,0.0
19493,653408,INOX,TRAMONTINA,NAO,0.0,NAO,570.137069954,122.388888889,0.0
19498,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,540.217798761,122.4346006945,0.0
19501,653408,INOX,TRAMONTINA,NAO,0.0,NAO,422.82787063300003,122.4803125,0.0
19508,653408,INOX,TRAMONTINA,NAO,0.0,NAO,606.857476175,129.0,0.0
19523,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,41.5871811862,134.495,0.0
19530,240761386,VERMELHO,MTA,NAO,0.0,NAO,378.489353235,139.99,0.0
19535,239170860,LARANJA,HERCULES,SIM,0.0,NAO,120.142922361,139.98000000000002,0.0
19540,239170666,BRANCO,HERCULES,SIM,0.0,NAO,97.23576450559999,139.97,0.0
19543,14807816,INOX,TRAMONTINA,NAO,1.0,NAO,585.546865395,139.96,1.0
19555,255983052,PRETO,DONA CHEFA,NAO,1.0,NAO,154.451760135,129.975,0.0
19570,263053320,VERMELHO,EURO HOME,NAO,0.0,NAO,533.690430261,119.99,0.0
19574,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,98.37765358709999,229.9,0.0
19581,257104554,LARANJA,HERCULES,SIM,0.0,NAO,635.995747938,173.26333333333335,0.0
19584,10191276,PRETO,ALUMINIO RAMOS,NAO,0.0,SIM,256.653917729,116.62666666666668,0.0
19594,255994270,PRETO,DONA CHEFA,NAO,1.0,NAO,154.617873452,59.99,1.0
19602,257102126,LARANJA,HERCULES,SIM,0.0,NAO,508.874708699,479.99,0.0
19611,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,121.90989987100001,39.99,0.0
19614,260010598,PRETO,FUMIL,SIM,1.0,NAO,906.7949718589999,94.99,0.0
19630,260006062,PRETO,PANELA MINEIRA,SIM,1.0,NAO,148.811458925,83.6841666667,0.0
19633,255994270,PRETO,DONA CHEFA,NAO,1.0,NAO,474.878237735,103.00708333335,0.0
19649,653408,INOX,TRAMONTINA,NAO,0.0,NAO,899.227183325,122.33,0.0
19658,653408,INOX,TRAMONTINA,NAO,0.0,NAO,265.73517031299997,122.9,1.0
19665,653408,INOX,TRAMONTINA,NAO,0.0,NAO,289.873184052,129.0,0.0
19668,10697172,INOX,TRAMONTINA,NAO,0.0,NAO,498.347820385,120.185,0.0
19678,653408,INOX,TRAMONTINA,NAO,0.0,NAO,785.8958434169999,111.37,0.0
19688,653372,INOX,TRAMONTINA,NAO,0.0,NAO,689.832786873,129.777636364,0.0
19689,240761428,VERMELHO,MTA,NAO,0.0,NAO,386.564726577,164.9,1.0
19700,225903010,PRETO,JOMAFE,NAO,1.0,NAO,940.66762368,219.99,0.0
19707,14807828,INOX,TRAMONTINA,NAO,1.0,NAO,421.129621803,138.9,0.0
19711,653408,INOX,TRAMONTINA,NAO,0.0,NAO,957.135768537,132.91,0.0
19720,653384,INOX,TRAMONTINA,NAO,0.0,NAO,855.314419605,165.74,0.0
19742,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,791.5037231760001,63.3233333333,0.0
19747,257104182,LARANJA,HERCULES,SIM,0.0,NAO,916.799150589,299.99,0.0
19776,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,570.263091731,63.3233333333,0.0
19782,257104554,LARANJA,HERCULES,SIM,0.0,NAO,845.064751485,444.02,0.0
19793,653372,INOX,TRAMONTINA,NAO,0.0,NAO,216.06533971099998,129.777636364,0.0
19803,653372,INOX,TRAMONTINA,NAO,0.0,NAO,797.6586097969999,130.760571429,0.0
19807,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,472.60485089199994,38.8919607843,0.0
19826,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,29.9999704332,68.56,0.0
19840,260008784,PRETO,PANELA MINEIRA,SIM,1.0,NAO,786.8931394289999,74.99,0.0
19879,257104554,LARANJA,HERCULES,SIM,0.0,NAO,542.727850262,444.02,0.0
19881,653408,INOX,TRAMONTINA,NAO,0.0,NAO,718.9283747730001,114.34368421100001,0.0
19889,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,754.9595953510001,116.89245614066667,0.0
19893,239170944,PRETO,HERCULES,SIM,0.0,NAO,38.1083404523,119.44122807033334,0.0
19907,216538702,INOX,TRAMONTINA,NAO,0.0,NAO,840.4793502860001,121.99,0.0
19912,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,559.8512101619999,38.8233333333,0.0
19919,225902658,INOX,JOMAFE,NAO,1.0,NAO,379.659066069,79.99,0.0
19920,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,113.47790399200001,38.9130769231,0.0
19952,260012144,PRETO,PANELA MINEIRA,SIM,1.0,NAO,66.8352543141,74.99,0.0
19961,239170860,LARANJA,HERCULES,SIM,0.0,NAO,541.62088181,132.480526316,0.0
19968,239171072,PRETO,HERCULES,SIM,0.0,NAO,113.796131968,189.971052632,0.0
19986,653424,INOX,TRAMONTINA,NAO,0.0,NAO,980.12127931,117.07125,0.0
19987,260011622,PRETO,PANELA MINEIRA,SIM,1.0,NAO,202.646301678,59.99,0.0
20005,255994078,PRETO,DONA CHEFA,NAO,1.0,NAO,151.583049452,99.945,0.0
20019,653412,INOX,TRAMONTINA,NAO,0.0,NAO,114.410629114,139.9,0.0
20026,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,42.8831921873,229.9,0.0
20037,14807820,INOX,TRAMONTINA,NAO,1.0,NAO,137.332350647,148.82,1.0
20040,239170784,LARANJA,HERCULES,SIM,0.0,NAO,298.008915784,300.62,0.0
20051,653412,INOX,TRAMONTINA,NAO,0.0,NAO,612.0723552430001,149.0,1.0
20080,10697164,INOX,TRAMONTINA,NAO,0.0,NAO,262.133857163,251.89,0.0
20082,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,929.3950956089999,72.9,0.0
20097,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,416.35378029099996,39.99,0.0
20112,14228752,VERMELHO,TRAMONTINA DESIGN COLLECTION,NAO,1.0,NAO,636.0137924185,75.68,0.0
20116,653408,INOX,TRAMONTINA,NAO,0.0,NAO,855.673804546,111.37,0.0
20126,653408,INOX,TRAMONTINA,NAO,0.0,NAO,326.219553437,133.9,0.0
20200,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,624.501389616,124.9,0.0
20205,653408,INOX,TRAMONTINA,NAO,0.0,NAO,907.35424297,117.75375,0.0
20219,653408,INOX,TRAMONTINA,NAO,0.0,NAO,707.498794007,132.9,0.0
20234,653424,INOX,TRAMONTINA,NAO,0.0,NAO,111.387681065,146.91,0.0
