,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
54946,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,317.943007477,189.39999999999998,0.0
55615,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,590.318062147,269.9,0.0
55648,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,108.11094133600001,216.23333333333332,0.0
56312,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,455.176566014,162.56666666666666,0.0
56698,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,295.967860155,108.9,0.0
56712,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,387.58540198300005,108.9,0.0
57533,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,103.920080256,474.136363636,0.0
57888,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,608.332682647,108.9,0.0
58116,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,144.086699431,108.9,1.0
58258,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,271.917137238,267.5675,0.0
58610,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,19.3386341391,188.23375,0.0
58807,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,837.715900033,108.9,1.0
59579,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,310.897705946,56.9,0.0
59669,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,681.611865662,82.9,0.0
59699,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,296.190017704,108.9,0.0
60181,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,997.702812618,108.9,0.0
60415,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,321.978590025,108.9,1.0
60774,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,748.13529294,91.56666666666666,0.0
60839,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,721.027431911,74.23333333333333,0.0
61278,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,241.95902219400003,56.9,0.0
61680,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,113.50536803,108.9,0.0
61882,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,522.44787366,105.4,0.0
61930,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,43.8635493599,101.9,0.0
62040,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,670.391452277,184.34500000000003,0.0
62136,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,901.2320761569999,266.79,0.0
62139,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,918.036018397,184.202142857,0.0
62305,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,124.384317131,101.61428571399999,0.0
62357,241717658,12.0,ACO ESMALTADO,7.0,PRAVAS,63.0,0.0,187.358449672,248.25714285699996,0.0
62545,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,703.5225505660001,394.9,0.0
62908,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,282.305128172,269.9,0.0
63221,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,18.7820012364,362.32,0.0
63597,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,790.821718435,362.32,0.0
63765,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,186.41673029400002,343.655,0.0
63849,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,34.5548963895,324.99,0.0
64185,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,916.9965726789999,108.9,1.0
64348,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,826.770137439,266.79,0.0
64738,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,684.771391636,187.84500000000003,0.0
65087,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,569.542437151,108.9,0.0
65399,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,33.0414702867,129.9,0.0
65819,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,869.2695908730001,268.593333333,0.0
65870,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,318.749315173,268.593333333,0.0
66140,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,66.17005571979999,268.593333333,0.0
66233,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,879.30491067,97.5,0.0
66506,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,987.6882015589999,99.9,0.0
66896,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,201.60972272799998,102.9,0.0
66982,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,728.3613671910001,105.9,0.0
67109,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,513.827248767,108.9,0.0
67443,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,75.7027604403,59.99,0.0
67540,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,714.702046097,266.79,0.0
67750,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,60.8275744511,108.9,1.0
67777,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,306.727022604,108.9,0.0
68045,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,409.869342192,108.9,0.0
68057,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,801.38126204,108.9,0.0
68395,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,360.889904553,108.9,0.0
68540,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,31.9599022339,108.9,0.0
68578,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,487.902275804,108.9,0.0
68729,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,954.9106693210001,149.15,0.0
69103,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,450.222646073,189.39999999999998,0.0
69178,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,149.419249389,229.64999999999998,0.0
69263,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,780.098280587,269.9,1.0
69315,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,980.6880829730001,189.39999999999998,0.0
69478,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,906.6760153189999,108.9,0.0
69484,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,415.066985569,108.9,0.0
69796,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,238.699392292,108.9,0.0
69825,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,900.091953533,422.9,0.0
69883,258468828,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,312.74421006299997,77.7333333333,0.0
70371,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,610.146671594,88.81666666665001,0.0
70537,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,502.87845910199997,99.9,0.0
70660,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,361.09045686300004,474.136363636,0.0
71602,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,466.987935658,335.0575757573333,0.0
71654,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,445.66178937800004,195.97878787866665,0.0
71877,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,511.06097756599996,56.9,0.0
71973,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,659.262231563,139.76,0.0
72046,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,979.8912698510001,222.62,0.0
72272,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,524.817029639,101.025,0.0
72595,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,745.7956968210001,108.9,0.0
72743,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,342.07935630000003,108.9,0.0
72899,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,145.552130564,108.9,0.0
73125,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,607.204285799,108.9,0.0
73373,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,590.012527735,269.9,0.0
73671,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,828.519850825,189.39999999999998,0.0
73736,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,230.371907539,108.9,0.0
73754,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,525.0958737330001,161.53,0.0
74509,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,312.738348161,214.16000000000003,0.0
74526,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,557.57424933,266.79,0.0
74545,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,232.659796644,266.79,0.0
74586,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,474.804958349,129.9,0.0
75174,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,643.589947609,164.1225,0.0
75494,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,681.285024279,198.34500000000003,0.0
76223,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,541.852532816,232.56750000000002,0.0
77438,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,664.763119467,266.79,0.0
77621,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,17.0807661093,108.9,1.0
77694,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,503.367400405,108.9,0.0
77951,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,68.9315467623,56.9,0.0
77964,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,231.648258934,67.3,0.0
78168,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,504.35788881599996,77.7,0.0
78175,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,199.15067221299998,88.10000000000001,0.0
78261,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,825.5189900319999,98.5,0.0
78360,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,176.083476265,108.9,0.0
78380,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,480.33396382,108.9,0.0
78729,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,889.840879393,108.9,0.0
79753,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,421.942881506,108.9,0.0
80914,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,343.260145988,265.9,0.0
81114,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,405.85814483,422.9,0.0
81144,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,807.161088198,383.8725,0.0
81509,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,312.74421006299997,344.845,0.0
81535,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,43.693263631899995,305.8175,0.0
81571,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,891.774837543,266.79,0.0
81958,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,605.160015057,108.9,0.0
81989,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,634.6453927069999,474.136363636,0.0
82394,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,976.920517594,362.32,0.0
82800,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,693.6382791960001,324.99,0.0
82809,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,28.4762276161,269.9,0.0
83093,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,359.90221010000005,108.9,0.0
83795,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,414.249202984,474.136363636,0.0
84162,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,244.014919507,102.669230769,0.0
84251,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,931.1307168789999,56.9,0.0
84440,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,687.5166477519999,266.79,0.0
84509,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,768.630080591,129.9,0.0
85329,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,322.640748768,302.018181818,0.0
85617,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,516.4452712169999,474.136363636,0.0
85694,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,872.822485002,291.518181818,0.0
85882,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,78.2517626939,108.9,0.0
85987,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,325.56419627,108.9,0.0
86121,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,925.084792355,108.9,0.0
86544,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,731.490721647,108.9,0.0
87046,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,444.18958796199996,108.9,0.0
87339,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,69.2146905564,108.9,0.0
87495,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,158.342140097,105.7846153845,0.0
87611,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,143.21439946799998,102.669230769,0.0
87825,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,777.342926275,266.79,0.0
88170,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,282.789760415,108.9,0.0
88502,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,284.719582848,108.9,0.0
89015,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,315.681865642,101.025,0.0
89110,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,970.456771414,474.136363636,0.0
89112,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,964.162795222,99.9,0.0
89113,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,659.262231563,256.161428571,0.0
89318,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,474.21598430000006,99.9,0.0
89574,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,58.486390284799995,269.9,1.0
89845,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,565.496952128,362.32,0.0
90233,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,680.259320494,108.9,0.0
90359,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,445.50328273800005,108.9,0.0
90485,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,648.745553358,235.61,0.0
90516,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,828.519850825,362.32,0.0
90724,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,136.11773568200002,129.9,0.0
90814,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,794.3467038030001,119.9,0.0
90841,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,409.70684526300005,473.34333333300003,0.0
91109,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,596.423852236,291.1216666665,0.0
91314,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,307.03909786599996,108.9,0.0
91696,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,222.69726331799998,422.9,0.0
91768,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,807.4116146060001,108.9,0.0
91907,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,671.454991411,108.9,0.0
92063,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,744.783730073,108.9,0.0
92302,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,578.525929967,56.9,0.0
92361,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,837.6490126580001,362.32,0.0
92421,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,620.782554375,378.61,0.0
92444,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,345.110388076,394.9,0.0
92565,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,267.04678539400004,108.9,0.0
92859,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,549.725454593,291.518181818,0.0
93008,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,682.116576745,474.136363636,0.0
93505,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,914.9859870610001,291.518181818,0.0
93876,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,93.17763879370001,108.9,0.0
94126,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,121.257909679,109.0842105265,0.0
94298,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,833.7230298730001,109.268421053,0.0
94836,258468828,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,801.38126204,180.8742105265,0.0
94842,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,468.06317020800003,252.48,0.0
95073,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,238.699392292,266.79,0.0
95080,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,192.90779182,225.34875000000002,0.0
95097,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,760.0921677189999,183.90750000000003,0.0
95362,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,87.1272169215,142.46625,0.0
95499,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,502.20542039099996,101.025,0.0
96491,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,829.0596420969999,252.48,0.0
96653,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,115.05696690399999,259.635,0.0
96751,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,367.73533323099997,266.79,0.0
96818,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,945.2741293830001,337.671,0.0
96965,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,786.8350350769999,408.55199999999996,0.0
97337,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,614.91582161,380.698,0.0
97394,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,236.89669899,352.844,0.0
97546,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,894.8177701330001,324.99,0.0
97874,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,649.496671534,297.445,0.0
97892,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,838.3897180289999,269.9,0.0
97980,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,441.844243357,148.9,0.0
98110,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,714.59602967,188.45583333333335,0.0
98180,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,748.1882964439999,228.01166666666666,0.0
98433,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,810.299436587,267.5675,0.0
98701,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,670.391452277,182.53375,0.0
99246,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,142.651366916,97.5,0.0
99266,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,74.6726797197,108.9,1.0
99310,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,310.40745061900003,108.9,0.0
99365,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,879.719387435,108.9,0.0
99594,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,987.0989307410001,324.99,0.0
99674,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,643.3321388969999,268.593333333,0.0
99676,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,140.88216478200002,101.025,0.0
99701,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,577.407066099,362.32,0.0
99754,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,506.798931518,235.61,0.0
99791,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,170.19034665799998,108.9,0.0
99802,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,711.723346099,56.9,0.0
100120,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,583.0605157480001,108.9,0.0
100141,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,702.390766255,108.9,0.0
100387,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,877.621525828,108.9,0.0
100556,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,238.278626375,99.9,0.0
100563,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,832.32516942,56.9,0.0
100750,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,342.476722315,408.55199999999996,0.0
100902,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,695.882064499,379.50974999999994,0.0
101199,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,402.175470388,350.4675,0.0
101960,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,513.309227798,252.48,0.0
102182,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,945.339668267,129.9,0.0
102369,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,501.939027572,264.4,0.0
102867,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,611.635162249,398.9,0.0
103843,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,812.0305837210001,474.136363636,0.0
104022,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,5.01438002312,473.34333333300003,0.0
104211,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,67.258695975,291.1216666665,0.0
104325,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,914.9859870610001,108.9,0.0
104546,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,232.659796644,265.9,0.0
104761,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,678.460749776,422.9,0.0
104941,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,953.104545882,108.9,0.0
105050,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,236.556187091,474.136363636,0.0
105259,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,473.446903979,266.79,0.0
105535,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,524.09069869,56.9,0.0
106353,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,339.025031849,108.9,1.0
106740,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,863.6447461189999,104.89666666666668,0.0
106831,258468828,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,128.639680165,100.89333333333333,0.0
107272,257249402,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,74.34945532444999,96.89,0.0
107339,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,20.059230483900002,394.9,0.0
107418,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,897.23788663,422.9,0.0
107481,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,107.462921651,109.53333333299999,0.0
107864,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,30.343369025599998,129.9,0.0
107975,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,551.475261673,99.9,0.0
108334,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,653.867763211,474.136363636,0.0
108583,241717562,10.0,ACO ESMALTADO,42.0,PRAVAS,43.0,0.0,848.7827547889999,291.518181818,0.0
108603,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,520.47991541,108.9,0.0
108620,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,118.86887522299999,324.99,0.0
109231,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,182.163899548,73.52,0.0
109436,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,962.297542795,110.8,0.0
109731,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,639.022591639,108.9,0.0
110271,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,434.266868718,394.9,0.0
111013,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,848.7827547889999,108.9,0.0
111429,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,951.309600743,187.84500000000003,0.0
111497,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,61.401661957600005,266.79,0.0
111557,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,370.239140347,108.9,0.0
111582,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,887.002749328,268.593333333,0.0
111650,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,614.611602023,296.79166666649996,0.0
112116,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,208.948004635,324.99,0.0
112482,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,858.054612465,339.772,0.0
112808,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,348.943333729,354.554,0.0
112929,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,818.019368657,369.336,0.0
113107,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,145.625938447,384.118,0.0
113380,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,21.937507020100004,398.9,0.0
113394,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,85.9696128417,108.9,0.0
113488,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,648.660910821,422.9,0.0
113632,258468946,6.0,ALUMINIO,34.0,BRINOX,43.0,0.0,912.96396238,422.9,0.0
113716,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,158.66887401399998,422.9,0.0
113733,240741908,13.0,ALUMINIO,37.5,MTA,64.5,1.0,730.628631637,129.9,0.0
113903,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,383.01164147300005,266.79,0.0
114145,13863720,10.0,ALUMINIO,46.0,TRAMONTINA,56.0,0.0,92.7716203307,268.593333333,0.0
114297,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,329.838704994,181.3566666665,0.0
114451,11898110,6.0,ALUMINIO,31.0,TRAMONTINA,37.0,0.0,294.205902006,94.12,0.0
114640,13863724,10.0,ALUMINIO,61.0,TRAMONTINA,72.0,0.0,56.632796983599995,422.9,0.0
114670,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,510.692403128,262.7846153845,0.0
114994,240741942,13.0,ALUMINIO,37.5,MTA,47.5,1.0,634.733317129,102.669230769,0.0
