,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
16438,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,950.551304407,39.99,0.0
16629,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,226.97845018599998,39.99,0.0
16680,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,227.823763198,39.99,0.0
16824,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,519.7653766130001,39.99,1.0
16826,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,475.709404691,40.3157894737,0.0
16861,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,628.403029194,39.99,0.0
16910,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,94.50379535299999,38.945,0.0
16993,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,993.69148006,37.9,1.0
17032,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,751.5819005689999,39.99,0.0
17136,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,732.0043641789999,39.2933333333,0.0
17266,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,718.4021379430001,39.99,0.0
17377,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,102.45456104,39.8566666667,0.0
17429,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,603.4328037619999,39.99,0.0
17449,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,265.675950338,39.99,0.0
17522,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,473.099945636,39.9531578947,0.0
17665,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,651.27251588,305.9,0.0
17666,260008314,30.0,INOX,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,157.59560049200002,139.99,0.0
17720,260008314,30.0,INOX,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,120.62028150100001,139.99,1.0
17777,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,530.7000995459999,39.99,1.0
17879,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,400.75117076,44.99,0.0
17959,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,157.799124463,39.615,0.0
17982,258445072,18.0,ALUMINIO,PRATA,23.5,BRINOX,34.5,NAO,1.0,161.15208102100001,95.2575,0.0
17984,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,597.513872676,150.9,1.0
18062,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,825.000872066,44.99,1.0
18074,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,68.2190674294,39.061111111100004,0.0
18200,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,473.334017805,40.3157894737,0.0
18393,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,690.098335913,44.99,0.0
18519,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,18.0613205053,44.99,0.0
18523,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,660.693239779,39.2933333333,0.0
18527,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,102.919803755,40.59,1.0
18562,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,559.031103863,38.66,0.0
18571,258444752,16.0,ALUMINIO,PRATA,21.5,BRINOX,32.5,NAO,1.0,485.412646236,98.89,0.0
18663,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,274.58455192900004,39.99,0.0
18669,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,292.83047395,393.736,0.0
18689,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,196.55226021099998,39.99,0.0
18698,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,920.761120458,39.99,1.0
18708,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,712.13788909,39.99,0.0
18765,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,506.14103784800005,38.945,0.0
18850,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,841.3465858210001,39.99,0.0
18981,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,450.91743523800005,196.99,1.0
19126,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,698.8508392089999,39.2933333333,0.0
19195,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,93.55067112299999,39.99,0.0
19401,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,922.9210378419999,172.945,0.0
19423,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,293.22932229599996,305.9,0.0
19443,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,511.464834075,39.99,0.0
19650,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,859.149604378,305.9,0.0
19781,260006468,28.0,INOX,PRETO,37.0,FUMIL,40.0,SIM,1.0,527.706286234,107.49,0.0
19819,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,218.32152529200002,39.99,1.0
19823,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,337.041317258,40.06,0.0
19835,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,489.02998018,38.438,0.0
19857,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,459.91975967800005,43.2175,0.0
19884,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,980.4413578960001,258.9,0.0
19932,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,749.7354552539999,39.99,0.0
19963,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,465.38143625,258.9,0.0
20007,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,469.710456619,38.945,0.0
20029,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,713.8162478160001,305.9,0.0
20087,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,266.855859539,38.438,0.0
20195,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,78.2197966164,38.736,0.0
20204,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,682.992859368,39.99,0.0
20291,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,816.722347516,305.9,0.0
20383,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,231.38806442,44.99,0.0
20465,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,861.879549885,99.99,0.0
20479,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,480.89913260599997,44.99,0.0
20685,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,682.600429543,41.458775,0.0
20689,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,294.70396169400004,39.9593159609,0.0
20884,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,200.99741792700001,40.06,0.0
20959,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,539.839680271,39.99,0.0
20968,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,994.371379598,39.99,0.0
21003,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,767.26430459,39.9025,0.0
21022,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,105.70302685200001,305.99214285700003,0.0
21182,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,319.744640832,416.9,0.0
21197,260006468,28.0,INOX,PRETO,37.0,FUMIL,40.0,SIM,1.0,733.190092056,107.49,0.0
21202,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,350.597880945,305.9,0.0
21227,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,147.276969324,172.59666666664998,0.0
21600,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,480.778297637,39.2933333333,0.0
21621,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,962.895102825,39.99,0.0
21657,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,412.57819697199994,39.99,1.0
21718,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,648.1317656269999,39.8566666667,0.0
21768,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,883.685334282,39.99,0.0
21823,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,442.20719208699995,39.99,0.0
21845,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,723.7333724539999,44.8205,0.0
21897,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,696.8112374484999,42.40525,0.0
22041,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,669.8891024430001,39.99,1.0
22069,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,899.3075211080001,104.99,0.0
22093,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,627.74120122,129.9,1.0
22150,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,54.2092513107,109.99,0.0
22175,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,651.1176970509999,305.96046875,0.0
22180,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,349.280717111,40.2966666667,0.0
22191,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,736.708645479,38.66,0.0
22224,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,967.794985113,39.99,1.0
22320,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,535.7314172709999,44.99,1.0
22436,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,473.752605206,103.74,0.0
22456,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,485.186919146,208.75,0.0
22546,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,939.1084182139999,39.99,0.0
22589,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,475.909861182,41.840339506199996,0.0
22657,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,129.800146079,44.99,0.0
22699,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,586.560387118,44.8205,0.0
22732,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,316.84297726799997,39.99,0.0
22787,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,315.981342999,73.9185714285,0.0
23034,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,427.62401905699994,107.84714285700001,0.0
23103,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,891.260538249,39.89,0.0
23219,258445072,18.0,ALUMINIO,PRATA,23.5,BRINOX,34.5,NAO,1.0,910.92508661,39.5298089172,0.0
23301,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,496.87877427,39.1696178344,0.0
23344,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,595.550107939,39.99,1.0
23426,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,777.61181497,305.99214285700003,0.0
23514,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,859.6238346189999,39.99,1.0
23721,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,832.5815087384999,38.66,0.0
23860,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,805.539182858,40.06,0.0
23897,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,960.027559695,308.849444444,0.0
23944,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,661.980729018,39.99,0.0
23953,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,842.9991681339999,416.9,0.0
24003,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,295.17046577900004,41.8827272727,0.0
24123,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,244.560625684,87.99,0.0
24145,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,228.75284732900002,201.293333333,0.0
24161,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,565.303796914,153.9,1.0
24209,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,689.280029051,44.99,0.0
24250,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,5.21175579613,42.49,0.0
24448,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,407.594967657065,39.99,0.0
24454,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,809.978179518,39.99,0.0
24456,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,850.875704562,39.99,0.0
24518,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,980.013675096,39.99,0.0
24559,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,411.31354087,38.438,0.0
24569,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,804.8126253989999,44.99,0.0
24621,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,680.77866538,44.8205,0.0
24926,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,270.222119685,174.688387097,0.0
24953,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,110.33771962799999,39.99,0.0
25053,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,934.011074085,44.99,0.0
25116,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,718.35463527,305.9,1.0
25122,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,11.179716218900001,39.99,0.0
25329,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,774.429890639,305.9,1.0
25357,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,814.577034001,196.945,0.0
25369,258447356,16.0,ALUMINIO,TURQUESA,21.5,BRINOX,32.5,NAO,1.0,322.812624112,87.99,1.0
25428,260008314,30.0,ALUMINIO,PRETO,51.0,PANELA MINEIRA,51.0,SIM,1.0,796.996947967,139.99,0.0
25611,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,467.24570840900003,39.99,0.0
25648,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,417.54049530199995,44.99,0.0
25684,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,347.671344671,305.9,1.0
25705,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,603.2540488669999,44.99,0.0
25763,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,598.571399548,39.99,1.0
25829,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,648.88648912,39.89,0.0
26005,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,520.131418931,39.615,0.0
26008,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,933.138253608,39.99,0.0
26061,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,531.538011264,99.99,1.0
26095,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,341.711084403,305.9,1.0
26167,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,128.550060497,39.99,0.0
26207,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,869.812250206,44.99,0.0
26287,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,989.271746132,39.99,0.0
26391,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,540.6590672,345.966956522,0.0
26396,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,587.988164129,243.85852657023332,0.0
26515,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,194.57097005900002,141.75009661846667,0.0
26638,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,127.812847888,39.6416666667,0.0
26645,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,882.554497559,39.81583333335,0.0
26649,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,825.2068279639999,39.99,0.0
26654,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,267.754712867,305.9,0.0
26713,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,767.2646416760001,305.9,0.0
26751,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,912.443638143,201.293333333,0.0
26767,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,356.225806724,39.99,0.0
26861,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,558.3418964130001,39.99,0.0
26907,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,945.257417962,136.5,0.0
26958,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,487.47121170400004,107.84714285700001,0.0
27235,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,275.703916491,39.99,0.0
27268,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,234.549007418,39.9593159609,0.0
27316,690680,33.0,ALUMINIO,BRANCO,21.7,TRAMONTINA,23.0,NAO,1.0,585.354921781,39.974657980450004,0.0
27413,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,646.331737888,39.99,1.0
27610,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,224.90501523400002,38.66,0.0
27627,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,270.53644108599997,305.9,0.0
27786,260006468,28.0,INOX,PRETO,37.0,FUMIL,40.0,SIM,1.0,707.70120153,228.39999999999998,0.0
27805,14807848,36.0,INOX,INOX,18.1,TRAMONTINA,13.0,NAO,1.0,226.856120186,150.9,0.0
27903,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,425.485922006,39.99,0.0
28039,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,651.4768295580001,109.99,0.0
28080,260006468,28.0,ALUMINIO,PRETO,37.0,FUMIL,40.0,SIM,1.0,612.088147695,107.49,0.0
28121,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,454.744604441,40.3157894737,0.0
28158,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,929.284622535,40.15289473685,0.0
28288,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,239.477224278,39.99,0.0
28380,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,103.50590265700001,39.99,0.0
28443,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,405.41921739300005,44.99,0.0
28636,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,899.216067094,39.7488461538,0.0
28793,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,717.6795577810001,44.99,0.0
28842,14807844,30.5,INOX,INOX,27.0,TRAMONTINA,18.7,NAO,1.0,774.383046988,258.9,0.0
28852,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,726.821289213,305.9,0.0
28858,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,636.3564960130001,40.2966666667,0.0
28880,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,986.1948117019999,38.5725,0.0
28969,258445104,18.0,ALUMINIO,PRATA,25.5,BRINOX,36.3,NAO,1.0,594.674067127,109.678571429,0.0
29027,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,2.40818307395,39.99,1.0
29028,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,336.837591867,38.945,0.0
29127,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,785.639143669,37.9,0.0
29268,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,946.902128645,39.99,0.0
29343,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,351.189824495,39.99,0.0
29381,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,263.283840613,305.9,0.0
29534,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,289.453738604,44.99,0.0
29657,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,900.455046338,305.9,0.0
29707,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,197.697312519,345.966956522,0.0
29744,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,812.0080756369999,43.2175,0.0
29788,258444752,16.0,ALUMINIO,PRATA,21.5,BRINOX,32.5,NAO,1.0,193.71851246900002,40.894999999999996,0.0
29885,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,898.7010247210001,38.5725,0.0
29889,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,739.921571336,41.458775,0.0
29897,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,345.87149333599996,39.99,0.0
29984,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,211.16749576700002,44.99,0.0
30004,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,576.522259885,39.615,0.0
30035,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,957.470806253,39.99,0.0
30210,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,714.118727358,39.728750000000005,0.0
30346,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,663.201740468,39.4675,0.0
30372,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,172.719648494,39.99,1.0
30493,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,119.831742329,39.99,0.0
30508,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,128.193123285,39.99,1.0
30564,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,475.64083748699994,38.5430769231,0.0
30698,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,523.187799819,39.99,0.0
30723,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,339.727647861,37.9,1.0
30762,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,120.81087621399999,39.7075675676,0.0
30934,258445948,18.0,ALUMINIO,TURQUESA,25.5,BRINOX,36.3,NAO,1.0,817.01953938,109.99,0.0
30998,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,385.76877912,39.99,0.0
31008,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,878.859296977,44.99,0.0
31111,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,636.2784027719999,39.99,1.0
31181,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,4.02617808245,39.99,1.0
31248,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,209.785037875,196.99,0.0
31268,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,395.44556282699995,39.99,0.0
31290,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,170.551914567,44.99,0.0
31309,14807840,28.2,INOX,INOX,22.5,TRAMONTINA,16.2,NAO,1.0,16.504792563,150.9,1.0
31351,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,593.8860173180001,38.945,0.0
31367,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,433.364409458,39.99,0.0
31370,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,102.212090915,38.438,0.0
31476,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,686.625484517,39.99,0.0
31607,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,139.432778237,41.8827272727,0.0
31609,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,430.428150838,39.99,0.0
31633,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,83.6060491044,41.8827272727,0.0
31778,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,796.990832299,41.8827272727,0.0
31835,224278714,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,NAO,1.0,619.0179437969999,37.9,0.0
31870,653448,31.0,INOX,INOX,31.0,TRAMONTINA,21.0,NAO,0.0,547.116549311,332.445,0.0
