,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
71445,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,305.844259513,94.99,0.0
71970,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,302.15998631900004,54.99,0.0
72139,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,552.479319897,69.99,0.0
72210,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,754.119716768,84.99,0.0
72275,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,950.203716809,84.99,0.0
72348,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,750.045567785,84.99,0.0
72407,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,262.522135716,84.99,0.0
72637,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,164.629382509,84.99,0.0
73199,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,643.322696891,69.99,0.0
73244,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,310.633317004,54.99,0.0
73382,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,345.741725176,84.99,1.0
73713,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,901.77793047,96.27,0.0
74037,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,325.913610214,54.99,1.0
74157,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,797.145983527,84.99,0.0
74674,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,37.3196640552,84.99,0.0
75439,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,652.2505807809999,84.99,0.0
75830,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,805.342355034,54.99,0.0
76804,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,223.10244636299998,53.123333333299996,0.0
77436,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,30.002194114,76.01,0.0
77638,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,440.752792779,47.99,0.0
78969,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,239.63745028099999,51.49,0.0
79036,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,801.38126204,54.99,0.0
79189,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,457.788970715,54.99,0.0
79360,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,533.894076242,54.99,0.0
79520,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,752.8519465039999,84.99,0.0
79597,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,126.530700556,84.99,0.0
79977,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,595.2394442919999,84.99,0.0
80016,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,992.6947149639999,54.99,0.0
80047,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,497.043646751,54.99,0.0
80333,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,339.587834385,54.99,1.0
80369,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,481.971794611,54.99,1.0
80428,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,888.6207679439999,69.99,0.0
80518,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,874.3077220260001,54.99,0.0
80603,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,912.5136563410001,54.99,0.0
80806,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,951.456202317,54.99,0.0
81093,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,736.057506596,54.99,0.0
81546,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,644.2376650580001,47.886,0.0
82790,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,110.984723281,47.99,0.0
82869,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,274.712241136,84.99,0.0
83078,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,435.938591245,66.49,0.0
83364,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,359.797274391,47.99,0.0
83377,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,833.875387748,54.99,0.0
83478,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,665.740978045,54.99,0.0
83958,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,85.9833967679,54.99,0.0
84148,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,167.35800827,51.49,0.0
84152,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,373.110363131,47.99,0.0
84772,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,363.08513098,94.99,0.0
84965,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,787.2656493489999,54.99,0.0
84975,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,751.738453844,54.99,0.0
85022,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,942.486173465,54.99,1.0
85161,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,396.05256300699995,84.99,1.0
85213,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,437.111020298,69.99,0.0
85460,224111310,15.0,PRETO,40.0,PRAVA,40.0,0.0,923.9259087319999,66.2209090909,0.0
85820,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,366.50495160800006,62.4518181818,0.0
85825,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,384.723679784,69.99,0.0
85859,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,402.58091078,74.99,0.0
86364,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,582.643429687,79.99,0.0
86390,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,99.91629074209999,84.99,0.0
86531,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,209.324487557,96.27,0.0
86708,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,599.508322566,84.99,0.0
87588,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,205.938173304,73.86875,0.0
87651,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,591.867654778,62.7475,0.0
87763,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,262.782920279,58.868750000000006,0.0
88480,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,669.833479827,54.99,0.0
89026,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,409.92413141800006,84.99,0.0
89053,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,757.270112455,54.99,0.0
89367,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,80.48739400689999,54.99,0.0
89499,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,915.374678004,56.854285714300005,0.0
89722,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,837.06463094,94.99,0.0
89965,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,180.31193350200002,84.99,0.0
90425,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,514.849172472,69.99,0.0
90568,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,712.9936985510001,62.7475,0.0
90931,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,928.4738939680001,55.368750000000006,0.0
91413,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,852.0602028310001,47.99,0.0
91714,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,988.827567697,54.99,0.0
93014,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,88.5022121105,47.99,0.0
93404,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,468.82975429199996,84.99,0.0
93949,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,96.5264412449,47.99,1.0
93955,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,732.147739933,54.99,0.0
94415,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,75.9756995064,54.99,0.0
94449,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,827.941338255,54.99,0.0
94647,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,962.972325003,94.99,0.0
94727,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,45.658970284,89.99,0.0
95064,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,920.766055193,84.99,0.0
95211,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,773.31386767,47.99,0.0
95741,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,85.8821731967,84.99,0.0
95954,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,490.02236584599996,69.99,0.0
96047,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,598.264736406,47.99,0.0
96078,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,148.608310009,84.99,1.0
96365,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,129.69222153299998,84.99,1.0
96374,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,693.22533249,69.99,0.0
96534,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,363.97459543199994,77.49,0.0
96916,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,225.25198162700002,84.99,0.0
96987,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,724.056730921,47.753636363599995,0.0
97407,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,832.15886667,69.99,0.0
97441,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,559.969230709,69.99,0.0
98379,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,702.3243823280001,69.99,0.0
98788,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,568.988232036,54.99,0.0
99015,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,110.464218969,84.99,0.0
99462,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,67.94413804199999,84.99,0.0
99497,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,676.872073374,63.855714285699996,0.0
99681,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,378.91218882199996,54.99,1.0
100418,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,395.21208502300004,54.99,0.0
100718,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,125.057551979,54.99,0.0
100953,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,819.244537695,47.99,0.0
100959,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,287.543839135,84.99,0.0
101040,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,310.633317004,84.99,0.0
101117,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,188.33147319,52.5194117647,0.0
101492,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,734.54461731,54.99,0.0
101551,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,439.99024348,54.99,0.0
102116,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,99.09801262559999,47.99,0.0
102248,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,633.4723219690001,54.99,0.0
102285,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,470.946145879,47.99,0.0
103127,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,606.2658687530001,47.99,0.0
103481,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,142.316940882,47.99,0.0
103598,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,989.436326836,84.99,0.0
103969,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,83.3827805071,54.99,0.0
104052,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,760.466519818,69.99,0.0
104580,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,304.43472493900003,84.99,0.0
104715,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,618.840780012,69.99,0.0
105073,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,721.729791604,94.99,0.0
105469,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,263.840707044,54.99,0.0
105626,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,760.934923171,84.99,0.0
105714,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,405.412163668,69.99,0.0
106089,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,297.87879723599997,54.99,0.0
106090,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,700.356726762,51.371818181799995,0.0
106364,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,195.210233161,47.753636363599995,0.0
106727,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,988.827567697,84.99,0.0
107785,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,933.736071274,54.99,1.0
107888,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,207.54972241299998,54.99,0.0
108363,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,422.46622700300003,54.99,0.0
108878,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,571.343951035,54.99,0.0
109081,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,722.8956933889999,54.99,0.0
109163,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,118.102823059,53.24,0.0
109662,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,608.6584451,51.49,0.0
109771,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,855.757006683,92.5,0.0
109784,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,168.989207791,81.245,0.0
110009,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,347.66834333,69.99,0.0
110917,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,437.111020298,84.99,0.0
111806,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,117.00747712100001,54.99,0.0
112072,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,606.225734955,94.99,0.0
112115,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,676.408101729,54.99,0.0
112250,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,888.6207679439999,84.99,0.0
112372,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,174.404479264,69.99,0.0
112422,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,54.111898654399994,54.99,0.0
113313,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,887.935312851,69.99,0.0
113911,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,109.723287307,84.99,0.0
114932,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,797.145983527,69.99,0.0
115291,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,345.741725176,94.99,1.0
115392,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,785.863328197,69.99,0.0
115604,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,627.614337399,77.49,0.0
115698,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,940.993306737,84.99,0.0
116077,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,294.034248769,47.8370588235,0.0
116161,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,463.678865874,84.99,1.0
116290,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,192.439003991,54.99,1.0
116300,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,321.409787262,45.59,0.0
116354,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,379.43440300300006,84.99,1.0
117055,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,922.793103111,84.99,0.0
118108,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,561.220412744,69.99,0.0
118772,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,983.06236149,63.855714285699996,0.0
119245,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,686.548595898,54.99,1.0
119564,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,928.962801357,47.99,0.0
119604,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,831.810638609,54.99,0.0
120099,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,664.659745147,84.99,0.0
