,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PARA_LAVA_LOUCAS,PESO,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
7045,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,283.042509742,111.36525,0.0
7048,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,747.623153643,103.554,0.0
7052,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,171.686930879,100.62227272700001,0.0
7074,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,275.839985394,119.99,1.0
7081,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,337.616702106,108.205578947,0.0
7082,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,975.519368136,111.97375,0.0
7085,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,332.009785468,106.941666667,0.0
7089,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,453.561760215,99.99,1.0
7091,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,800.143735957,99.99,1.0
7099,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,31.399376041999997,107.392469136,0.0
7121,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,952.532690712,111.09633333299999,0.0
7130,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,530.558020866,110.95115942,0.0
7135,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,10.216326983,107.68284090899999,0.0
7139,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,687.149685634,108.9,1.0
7142,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,827.4053367910001,109.26897959200001,0.0
7147,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,240.616357948,111.09633333299999,0.0
7168,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,91.9761469984,109.654507042,0.0
7169,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,261.589612531,104.85375,0.0
7173,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,135.0,34.0,0.0,74.046379347,36.652183908000005,0.0
7183,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,333.42763527299996,109.55309090899999,0.0
7185,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,711.851181454,103.330241935,0.0
7189,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,771.70657994,104.27571428600001,0.0
7196,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,595.356676982,109.287169811,0.0
7197,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,662.900003067,105.51854166700001,0.0
7205,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,113.627604849,103.121481481,0.0
7215,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,454.017812251,107.492608696,0.0
7220,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,679.86851482,109.79,0.0
7224,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,174.197407623,108.93285714299999,0.0
7227,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,930.756058827,115.314285714,0.0
7228,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,843.084743856,102.438666667,0.0
7240,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,659.59531568,108.0184375,0.0
7242,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,150.0,34.0,0.0,394.74316369900004,35.9,0.0
7262,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,797.619164381,103.0868,0.0
7263,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,128.073566616,107.55727272700001,0.0
7272,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,234.14793689,111.254927536,0.0
7274,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,307.645535839,104.042903226,0.0
7302,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,447.15857617800003,105.502613636,0.0
7309,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,152.69666129700002,109.55309090899999,0.0
7312,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,760.054132257,104.52675,0.0
7322,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,591.6645771340001,103.68547619,0.0
7324,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,895.2557887319999,99.99,1.0
7326,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,733.6054327830001,110.356382979,0.0
7336,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,656.513851151,100.98,0.0
7340,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,297.391015228,111.09633333299999,0.0
7343,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,243.489972878,114.323333333,0.0
7346,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,716.141086111,110.528571429,0.0
7351,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,723.465347469,104.9765,0.0
7357,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,182.59959706900003,99.99,0.0
7365,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,821.881723445,105.11659340700001,0.0
7367,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,531.163071574,107.76521739100001,0.0
7378,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,562.595984076,116.604102564,0.0
7379,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,526.615255561,103.330241935,0.0
7382,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,521.624712164,100.339411765,0.0
7398,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,809.4513820860001,107.492608696,0.0
7405,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,992.196934792,108.9,1.0
7425,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,792.0631098939999,106.445,1.0
7427,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,161.998746367,106.198536585,0.0
7439,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,432.067700776,107.348918919,0.0
7462,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,403.68683122199997,105.0646,0.0
7464,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,338.085827659,110.86181818200001,0.0
7475,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,482.481242077,40.006176470599996,0.0
7484,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,940.829653163,116.604102564,0.0
7488,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,966.810138865,99.99,0.0
7489,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,720.793420474,110.86181818200001,0.0
7493,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,662.838509627,101.1378125,0.0
7494,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,980.2365880860001,104.042903226,0.0
7499,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,323.806168796,108.865316456,0.0
7500,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,742.506779805,103.5864,0.0
7516,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,826.029063463,109.8,0.0
7530,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,594.902938329,104.956451613,0.0
7546,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,249.95522209400002,110.356382979,0.0
7551,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,502.40757118,108.29593220299999,0.0
7557,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,625.289658084,105.11659340700001,0.0
7558,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,238.826539125,109.791111111,0.0
7559,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,938.563034627,111.36525,0.0
7572,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,506.40649710400004,106.098723404,0.0
7586,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,663.160053232,107.55727272700001,0.0
7587,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,628.213010678,103.49,0.0
7590,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,781.4046827369999,107.348918919,0.0
7597,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,787.472182801,104.27571428600001,0.0
7606,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,786.1499573919999,107.55727272700001,0.0
7622,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,379.609505473,101.1378125,0.0
7626,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,267.016992095,102.611935484,0.0
7640,10191288,35.75,COLORIDO,32.75,ALUMINIO RAMOS,No,135.0,43.5,0.0,825.51179577,47.9,0.0
7653,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,154.826029137,111.09633333299999,0.0
7655,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,496.72579939199994,104.52675,0.0
7670,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,879.372540447,105.0646,0.0
7672,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,548.384490566,104.57970588200001,0.0
7679,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,273.36158152400003,116.604102564,0.0
7682,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,264.759116305,101.52529411799999,0.0
7685,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,593.210173993,102.29647058799999,0.0
7689,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,967.7712821069999,108.29593220299999,0.0
7690,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,785.5074726180001,110.4498,0.0
7696,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,643.078424786,119.99,0.0
7708,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,144.165817307,99.99,0.0
7728,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,298.097604876,105.45,0.0
7731,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,40.2676652122,109.9,1.0
7734,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,421.128425861,113.95220339,0.0
7735,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,584.620984796,109.9,1.0
7742,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,852.4536741210001,109.48441558399999,0.0
7744,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,460.321819354,106.91988095200001,0.0
7749,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,614.1251916919999,100.34679245299999,0.0
7751,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,357.29509695800004,119.99,0.0
7760,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,443.108405143,104.99,1.0
7762,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,28.741809915100003,108.741803279,0.0
7764,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,573.401120622,106.973636364,0.0
7778,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,324.718444285,100.34679245299999,0.0
7782,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,418.73119793800004,102.29647058799999,0.0
7783,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,430.499499775,108.556666667,0.0
7793,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,755.217572377,105.11659340700001,0.0
7797,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,958.221319632,108.29593220299999,0.0
7804,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,791.676868647,105.51854166700001,0.0
7806,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,135.0,34.0,0.0,351.592801357,36.8088888889,0.0
7809,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,9.873154284360002,106.978113208,0.0
7810,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,705.9846707830001,103.5864,0.0
7813,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,262.645919709,101.349365079,0.0
7820,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,No,135.0,34.0,0.0,830.940733072,39.8580645161,0.0
7830,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,862.9420320239999,109.790909091,0.0
7832,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,967.351274953,105.45,0.0
7834,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,314.97369423099997,107.392469136,0.0
7845,10191288,49.5,VERMELHO,41.5,ALUMINIO RAMOS,Yes,120.0,47.0,0.0,258.735967141,47.9,0.0
7851,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,615.537124127,111.36525,0.0
7860,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,41.1962040176,112.166190476,0.0
7866,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,764.828820045,103.0868,0.0
7867,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,303.77098758,108.556666667,0.0
7876,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,227.81936164599998,106.52793103399999,0.0
7877,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,174.991513906,114.10301886799999,0.0
7884,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,257.64140038,103.330241935,0.0
7889,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,256.817023188,109.42901960799999,0.0
7893,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,811.0641698410001,109.798382353,0.0
7911,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,199.31433945700002,109.46791666700001,0.0
7924,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,115.43347437,109.48441558399999,0.0
7930,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,39.0378864996,106.007234043,0.0
7937,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,604.335581189,110.356382979,0.0
7940,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,298.496138333,111.09633333299999,0.0
7941,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,901.057463563,109.55309090899999,0.0
7944,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,135.0,34.0,0.0,898.026873825,35.9,0.0
7954,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,625.011381118,103.412702703,0.0
7959,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,101.722807744,113.49,0.0
7963,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,376.138860531,109.15409090899999,0.0
7969,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,507.26442514400003,108.29593220299999,0.0
7972,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,147.761549289,108.29593220299999,0.0
7974,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,907.885883855,108.93285714299999,0.0
8001,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,989.656980064,103.49,0.0
8003,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,443.985162561,104.57970588200001,0.0
8008,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,658.376356919,104.57970588200001,0.0
8025,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,210.806959963,101.52529411799999,0.0
8026,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,690.487812638,108.29593220299999,0.0
8029,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,720.566486373,105.502613636,0.0
8035,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,793.1743128339999,109.15409090899999,0.0
8041,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,414.42676782300003,35.9,0.0
8049,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,889.6711143360001,119.99,1.0
8053,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,148.31407749,35.9,0.0
8072,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,214.678333918,110.35507462700001,0.0
8073,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,884.0720542519999,105.502613636,0.0
8079,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,305.303399478,110.356382979,0.0
8082,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,522.131643417,103.330241935,0.0
8103,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,775.99291538,104.57970588200001,0.0
8106,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,44.9683749985,126.494444444,0.0
8117,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,815.933773523,101.1378125,0.0
8125,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,699.639745589,110.528571429,0.0
8131,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,86.45284590709998,108.865316456,0.0
8133,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,787.106949406,100.334827586,0.0
8134,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,11.0490967315,101.1378125,0.0
8141,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,734.7585353789999,107.288181818,0.0
8148,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,321.19506830299997,104.9765,0.0
8161,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,398.907632256,102.6878125,0.0
8162,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,614.52472107,103.412702703,0.0
8169,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,801.67114458,109.15409090899999,0.0
8188,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,71.3350334163,106.007234043,0.0
8190,10191288,49.5,VERMELHO,41.5,ALUMINIO RAMOS,Yes,120.0,47.0,0.0,707.167345456,112.9986170215,0.0
8191,253661478,49.5,GRAFITE,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,800.2124497369999,119.99,0.0
8193,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,813.6919755089999,101.1378125,0.0
8205,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,490.03511121599996,104.535555556,0.0
8229,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,479.261409391,104.57970588200001,0.0
8235,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,110.649298306,109.26897959200001,0.0
8252,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,611.483688421,114.10301886799999,0.0
8255,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,668.046297545,101.381,0.0
8258,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,450.669626307,107.288181818,0.0
8262,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,154.789180345,102.71666666700001,0.0
8264,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,634.7033499190001,103.15125,0.0
8270,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,270.81059238299997,107.107222222,0.0
8286,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,304.278125454,110.66602941200001,0.0
8290,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,344.390453036,107.803333333,0.0
8291,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,318.806467463,104.91730769200001,0.0
8316,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,954.088979255,106.973636364,0.0
8342,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,490.762098162,107.55727272700001,0.0
8345,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,582.011063648,105.0646,0.0
8348,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,485.968075723,107.288181818,0.0
8353,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,600.313982485,116.604102564,0.0
8361,13712142,14.0,PRATA,21.0,ALUMINIO FORTALEZA,Yes,120.0,34.0,0.0,617.632438927,37.0154545455,0.0
8374,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,51.6611765505,110.66602941200001,0.0
8393,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,253.501397964,111.09633333299999,0.0
8397,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,571.9872757,111.97375,0.0
8400,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,6.233747865700001,99.99,0.0
8406,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,158.388045729,110.4498,0.0
8412,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,793.91894421,114.125581395,0.0
8417,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,699.498065295,101.1378125,0.0
8419,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,520.4296874409999,99.99,0.0
8420,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,961.2936245610001,103.10533333299999,0.0
8424,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,160.817055981,113.95220339,0.0
8431,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,478.24108706699997,102.29647058799999,0.0
8433,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,899.147313251,106.098723404,0.0
8446,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,674.659817505,109.9,1.0
8450,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,30.8021230775,100.62227272700001,0.0
8463,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,60.09959774505,103.330241935,0.0
8464,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,89.3970724126,102.347894737,0.0
8466,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,769.12407738,109.8,0.0
8473,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,966.616918672,101.349365079,0.0
8476,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,407.05080751099996,103.330241935,0.0
8480,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,546.6700697580001,108.741803279,0.0
8482,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,679.438665678,99.9,1.0
8484,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,870.4539366160001,111.15783783799999,0.0
8488,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,451.749895545,109.15409090899999,0.0
8502,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,18.0377980528,103.08166666700001,0.0
8504,238630912,22.0,COLORIDO,24.0,TRAMONTINA,No,150.0,40.0,1.0,779.9251587780001,108.0184375,0.0
8507,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,985.2434937630001,105.11659340700001,0.0
8521,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,29.0240481245,109.287169811,0.0
8528,253661510,49.5,VERMELHO,41.5,TRAMONTINA,Yes,120.0,47.0,1.0,135.636809599,111.09633333299999,0.0
