,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_GRELHA,TEM_TAMPA,TIPO_WOK,ITEM_PRICE,INTERESTED
4590,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
4591,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.02045454549999,0.0
4592,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.91021897809999,0.0
4593,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
4596,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.91632653059999,0.0
4597,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,55.9,0.0
4598,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.727226277,0.0
4601,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
4604,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4605,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,99.99,0.0
4606,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4608,260007312,38.0,PRETO,30.0,PANELA MINEIRA,29.0,SIM,NAO,0.0,NAO,164.99,0.0
4613,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,147.9,0.0
4617,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.99,0.0
4621,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4624,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4629,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,0.0
4630,10191272,11.0,PRETO,37.0,ALUMINIO RAMOS,32.0,NAO,NAO,1.0,SIM,162.745,0.0
4636,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4643,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,581.138461538,0.0
4651,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.4842975207,0.0
4656,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,98.9233009709,0.0
4661,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,187.692948718,0.0
4669,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4679,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,100.52786885200001,0.0
4680,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,239.99,0.0
4681,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
4682,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4685,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4686,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.245,0.0
4688,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,128.588235294,0.0
4689,223404128,44.7,CHOCOLATE,34.7,CERAFLAME,18.950000000000003,NAO,NAO,0.0,SIM,397.0,0.0
4695,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.91632653059999,0.0
4697,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.99,0.0
4698,10191272,11.0,PRETO,37.0,ALUMINIO RAMOS,32.0,NAO,NAO,1.0,SIM,99.99,0.0
4699,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4703,239456822,9.0,GRAFITE,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,69.99,0.0
4704,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
4707,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.4421686747,0.0
4708,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,1.0
4713,239456874,9.0,VERMELHO,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,59.99,0.0
4714,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4716,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4718,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,153.9,0.0
4720,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.717272727,0.0
4721,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.58311688309999,0.0
4723,260005958,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,97.253208927,0.0
4726,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,98.9233009709,0.0
4728,227368906,42.7,PRETO,32.7,TRAMONTINA,18.0,NAO,NAO,0.0,SIM,136.10735294100002,0.0
4730,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
4731,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
4733,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,159.99,0.0
4734,255995626,15.0,PRETO,22.0,DONA CHEFA,39.0,NAO,NAO,1.0,NAO,128.43601796405,0.0
4748,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.8820359281,0.0
4750,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.55,0.0
4753,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,135.7175,0.0
4755,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,0.0
4756,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.0,1.0
4764,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
4766,255995626,15.0,PRETO,22.0,DONA CHEFA,39.0,NAO,NAO,1.0,NAO,147.495,0.0
4772,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4773,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
4774,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,219.99,0.0
4775,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,200.20739130400003,0.0
4777,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.7015625,0.0
4780,10191272,11.0,PRETO,37.0,ALUMINIO RAMOS,32.0,NAO,NAO,1.0,SIM,99.99,0.0
4781,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,128.9,0.0
4784,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.8203947368,0.0
4786,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,128.588235294,0.0
4790,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.8203947368,0.0
4799,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4802,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,94.9046,0.0
4803,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,126.576923077,0.0
4814,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4817,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4819,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,83.5614285714,0.0
4820,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.99777777780001,0.0
4821,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,589.7375,0.0
4822,260005904,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,99.99,0.0
4824,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4825,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.59078947370001,0.0
4827,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4828,256686410,34.5,VERMELHO,12.0,HERCULES,35.5,SIM,NAO,0.0,SIM,294.99,0.0
4833,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4835,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
4837,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4838,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
4840,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
4849,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,1.0
4851,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,126.0,0.0
4852,260008998,28.0,LARANJA,37.0,FUMIL,40.0,SIM,NAO,1.0,NAO,110.88706896549999,0.0
4858,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.774137931,0.0
4863,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4866,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.76078431370001,0.0
4868,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.59078947370001,0.0
4871,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.40535714290002,0.0
4881,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4882,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4883,249775388,25.0,ROSA,13.0,OXFORD COOKWARE,29.7,NAO,NAO,0.0,NAO,259.99,0.0
4888,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.6070212766,0.0
4889,260008422,30.0,PRETO,51.0,PANELA MINEIRA,51.0,SIM,NAO,0.0,NAO,889.99,0.0
4893,260009190,28.0,ROSA,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,59.99,0.0
4894,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4895,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,1.0
4899,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,88.60538461540001,0.0
4901,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,108.922195122,0.0
4904,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,50.9,0.0
4905,260009542,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,SIM,139.99,1.0
4907,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
4910,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
4911,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4921,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.9604395604,0.0
4926,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4929,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6602941176,0.0
4933,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,90.2,0.0
4936,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
4939,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.00639344299998,0.0
4941,223404128,17.25,CHOCOLATE,21.75,CERAFLAME,39.25,NAO,NAO,0.0,SIM,325.9,0.0
4946,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,52.3545454545,0.0
4947,14807808,35.7,INOX,18.1,TRAMONTINA,11.5,NAO,NAO,1.0,NAO,137.75,0.0
4950,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,90.2,0.0
4951,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4954,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,49.9,0.0
4957,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,91.803125,0.0
4959,239456822,9.0,GRAFITE,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,59.99,0.0
4960,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,79.99,0.0
4962,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
4964,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.99,0.0
4969,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,1.0
4974,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,97.40535714290002,0.0
4975,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,142.6,0.0
4979,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.39,0.0
4984,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.6236111111,0.0
4985,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4986,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
4990,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,101.907692308,0.0
4994,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,132.474444444,0.0
4996,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.91632653059999,0.0
4997,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
4998,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5000,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.7241935484,0.0
5009,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5010,223404128,31.25,CHOCOLATE,23.0,CERAFLAME,32.5,NAO,NAO,0.0,SIM,397.0,0.0
5011,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.4030434783,0.0
5013,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5015,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,131.962068966,0.0
5016,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,104.48241758200001,0.0
5021,257581586,6.1,MARROM,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,100.90287545765,0.0
5023,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,97.3233333333,0.0
5028,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
5029,223404096,36.6,PRETO,23.35,CERAFLAME,34.05,NAO,NAO,0.0,SIM,399.9,0.0
5030,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5031,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,134.802941176,0.0
5035,257581586,6.1,MARROM,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,1231.4,0.0
5037,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
5039,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,1.0
5041,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,88.8,0.0
5043,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5045,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,69.99,0.0
5046,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.9942857143,0.0
5047,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
5055,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,739.0,0.0
5061,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5064,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5065,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
5069,254633516,30.5,GOIABA,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,180.300077519,0.0
5078,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.4421686747,0.0
5079,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,126.666666667,0.0
5080,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.8203947368,0.0
5081,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,89.99,0.0
5090,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,131.95755555600002,0.0
5092,248692792,4.0,VERMELHO,29.5,ELECTROLUX,28.5,NAO,NAO,1.0,NAO,49.9,0.0
5099,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,125.5,0.0
5101,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.4030434783,0.0
5106,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.727226277,0.0
5110,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,104.66385542200001,0.0
5114,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5119,256737590,19.6,VERMELHO,21.0,LA CUISINE,41.0,NAO,NAO,0.0,NAO,84.8384848485,0.0
5128,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,186.369148936,0.0
5130,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,92.995862069,0.0
5140,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5141,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,136.9,0.0
5142,223404128,44.7,CHOCOLATE,34.7,CERAFLAME,18.950000000000003,NAO,NAO,0.0,SIM,290.9,1.0
5146,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.93541666670001,0.0
5151,257532112,7.9,VERMELHO,30.3,HAPPYCALL,45.8,SIM,NAO,0.0,NAO,559.99,0.0
5154,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5160,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,1.0
5161,260007100,28.0,PRETO,37.0,FUMIL,40.0,SIM,NAO,1.0,SIM,138.179574468,0.0
5162,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,186.369148936,0.0
5164,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,100.327118644,0.0
5165,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,98.9233009709,0.0
5169,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5173,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.1225,0.0
5176,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5178,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,1.0
5180,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5181,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
5182,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,0.0
5185,227368906,42.7,PRETO,32.7,TRAMONTINA,18.0,NAO,NAO,0.0,SIM,129.0125,0.0
5186,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,89.99,0.0
5188,257581586,6.1,MARROM,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,582.95,0.0
5191,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.09512195120001,0.0
5192,260007100,28.0,PRETO,37.0,FUMIL,40.0,SIM,NAO,1.0,SIM,149.99,0.0
5199,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.0,0.0
5202,261894064,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,129.99,1.0
5204,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5208,239456822,9.0,GRAFITE,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,67.4409803922,0.0
5210,14581492,32.0,PRETO,32.0,TRAMONTINA,15.0,NAO,NAO,1.0,SIM,225.24,0.0
5211,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5215,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,129.0825,0.0
5217,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,119.99,1.0
5218,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,135.6196,0.0
5221,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,579.930769231,0.0
5228,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,132.301578947,0.0
5229,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,96.4842975207,0.0
5230,257532112,7.9,VERMELHO,30.3,HAPPYCALL,45.8,SIM,NAO,0.0,NAO,754.0,0.0
5231,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,441.995,0.0
5235,261894064,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,129.99,0.0
5236,254633548,30.5,AMARELO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,189.99,0.0
5242,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,179.99,1.0
5243,240532974,41.0,INOX,35.0,TRAMONTINA,10.0,NAO,NAO,1.0,SIM,123.39909090910001,0.0
5245,239456822,9.0,GRAFITE,21.0,LA CUISINE,38.5,NAO,NAO,0.0,NAO,66.8081818182,0.0
5248,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,180.63516129,0.0
5251,14807808,35.7,INOX,18.1,TRAMONTINA,11.5,NAO,NAO,1.0,NAO,127.31,1.0
5252,264220456,30.5,VINHO,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,199.99,0.0
5255,251933514,38.8,VERDE,33.0,LA CUISINE,10.5,NAO,NAO,1.0,SIM,129.99,0.0
5258,264220488,30.5,GRAFITE,14.0,LA CUISINE,50.0,NAO,SIM,1.0,NAO,175.99,0.0
5266,260011548,46.0,PRETO,30.0,PANELA MINEIRA,41.0,SIM,NAO,1.0,NAO,142.99,0.0
5267,260007878,28.0,PRETO,37.0,PANELA MINEIRA,40.0,SIM,NAO,1.0,NAO,109.99,0.0
5268,238630860,12.2,COLORIDO,34.2,TRAMONTINA,34.7,NAO,NAO,1.0,SIM,130.459139785,0.0
5269,260008346,84.0,PRETO,91.0,PANELA MINEIRA,91.0,SIM,NAO,0.0,NAO,134.513452871,0.0
5271,227368906,42.7,PRETO,32.7,TRAMONTINA,18.0,NAO,NAO,0.0,SIM,138.567765957,0.0
5272,257530074,6.1,VERMELHO,27.8,HAPPYCALL,43.6,SIM,NAO,0.0,NAO,559.9,0.0
5273,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.8203947368,0.0
5275,227368822,42.7,CEREJA,32.7,TRAMONTINA,18.1,NAO,NAO,0.0,SIM,95.99777777780001,0.0
5278,227368874,46.7,CEREJA,36.7,TRAMONTINA,19.8,NAO,NAO,0.0,SIM,133.0572,0.0
