,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,ITEM_PRICE,INTERESTED
30974,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31013,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,153.323333333,0.0
31019,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,148.74,0.0
31047,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,152.34135135100001,0.0
31051,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.42,0.0
31061,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.434444444,0.0
31087,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.6743661972,0.0
31090,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.847142857,0.0
31112,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,146.35363636399998,0.0
31141,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31142,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,147.99,0.0
31162,14526568,18.0,INOX,INOX,23.5,CLASSIC HOME,22.0,1.0,153.99,0.0
31254,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,159.99,1.0
31264,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
31291,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,134.99,0.0
31343,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31352,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,116.99,1.0
31373,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,120.24,0.0
31386,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
31404,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
31442,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
31454,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,131.516315789,0.0
31468,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31474,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.66,0.0
31494,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.573333333,0.0
31507,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,137.2816666665,0.0
31522,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
31524,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
31525,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.1442307692,0.0
31587,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31619,257484236,24.0,INOX,INOX,20.0,LA CUISINE,20.0,0.0,129.99,0.0
31647,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31649,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31651,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31668,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,150.99,0.0
31678,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
31679,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,131.516315789,0.0
31682,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,151.418571429,0.0
31696,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.817586207,0.0
31710,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31712,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
31727,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
31757,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
31796,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,1.0
31798,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,132.717272727,0.0
31818,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.451538462,0.0
31825,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
31833,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,153.323333333,0.0
31892,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.79,0.0
31926,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,152.34135135100001,0.0
32028,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
32050,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
32063,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
32081,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
32102,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.9,0.0
32125,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.99,0.0
32139,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,126.065471698,0.0
32203,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.282682927,0.0
32226,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
32227,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.6743661972,0.0
32244,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,120.24,0.0
32247,258463516,16.5,ALUMINIO,PRATA,24.0,BRINOX,34.5,0.0,100.48333333299999,0.0
32256,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
32264,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
32359,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,126.065471698,0.0
32380,257257036,16.5,ALUMINIO,VERMELHO,24.0,BRINOX,34.5,0.0,139.0,0.0
32404,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
32418,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,152.34135135100001,0.0
32427,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
32456,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
32464,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,136.913076923,0.0
32515,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,141.6333566435,0.0
32517,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,146.35363636399998,0.0
32559,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.434444444,0.0
32605,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
32621,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.942380952,0.0
32667,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.9,0.0
32671,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
32683,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
32696,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.817586207,0.0
32712,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
32739,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.451538462,0.0
32800,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.99,0.0
32811,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.66,0.0
32821,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.99,0.0
32879,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.43,0.0
32886,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,150.99,0.0
32918,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
32919,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,41.15,0.0
32949,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.66,0.0
32965,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.43,0.0
33010,293916,22.5,INOX,INOX,28.5,FORMA,28.5,0.0,89.60999999999999,0.0
33041,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.79,0.0
33042,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.92,0.0
33051,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.42,0.0
33054,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,159.107647059,0.0
33070,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33073,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.79,0.0
33085,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,87.99,0.0
33136,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
33155,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,36.4593939394,0.0
33157,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,86.6862354312,0.0
33162,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,136.913076923,0.0
33238,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,153.323333333,0.0
33262,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
33270,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33279,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.275714286,0.0
33286,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
33315,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.434444444,0.0
33318,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33349,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,137.565757576,0.0
33351,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.92,0.0
33353,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.434444444,0.0
33374,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33395,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,268.20875,0.0
33414,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33415,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33498,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
33504,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,87.99,0.0
33536,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
33543,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,147.99,0.0
33552,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
33577,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33676,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33706,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
33745,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,147.99,0.0
33778,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33840,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
33871,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,307.173333333,0.0
33880,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,150.99,0.0
33887,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
33890,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
33923,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,121.57666666700001,0.0
33924,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
33929,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
33935,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.3227777778,0.0
33955,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34049,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,136.913076923,0.0
34115,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
34134,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,157.794878049,0.0
34137,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,136.913076923,0.0
34146,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34157,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,157.794878049,0.0
34179,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
34229,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
34242,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.451538462,0.0
34247,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.3227777778,0.0
34334,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
34352,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.42,0.0
34397,258463516,16.5,ALUMINIO,PRATA,24.0,BRINOX,34.5,0.0,90.68119047600001,0.0
34429,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.942380952,0.0
34441,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34471,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
34491,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
34533,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,126.065471698,0.0
34539,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
34542,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.434444444,0.0
34562,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
34565,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
34577,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
34578,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
34583,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,150.99,0.0
34618,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.573333333,0.0
34631,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
34676,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
34681,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,150.99,0.0
34700,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,137.784871795,0.0
34712,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.323333333,0.0
34732,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34754,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,132.717272727,0.0
34756,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,138.35363636350002,0.0
34775,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.99,0.0
34792,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34827,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
34829,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,134.573333333,0.0
34831,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
34837,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.79,0.0
34838,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
34842,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,305.882,0.0
34844,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,146.35363636399998,0.0
34861,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,157.794878049,0.0
34900,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,159.99,1.0
34906,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,148.74,0.0
34921,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,148.74,0.0
34929,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
34938,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
35018,293916,22.5,INOX,INOX,28.5,FORMA,28.5,0.0,324.03,0.0
35110,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,141.042631579,0.0
35121,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,268.20875,0.0
35149,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,127.204285714,0.0
35153,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35155,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,136.913076923,0.0
35238,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,137.565757576,0.0
35264,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.817586207,0.0
35270,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.58,0.0
35304,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,153.323333333,0.0
35319,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
35328,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,151.418571429,0.0
35330,248655628,39.0,INOX,INOX,17.7,HERCULES,39.0,0.0,363.37,0.0
35428,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
35470,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.694545455,0.0
35492,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
35517,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
35518,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,132.717272727,0.0
35550,248655628,39.0,INOX,INOX,17.7,HERCULES,39.0,0.0,363.37,0.0
35551,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
35555,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.99,0.0
35598,14526568,18.0,INOX,INOX,23.5,CLASSIC HOME,22.0,1.0,150.6363414635,0.0
35600,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.282682927,0.0
35605,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,53.9,0.0
35616,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35622,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.99,0.0
35623,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.83403669700002,0.0
35652,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,120.24,0.0
35674,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.79,0.0
35687,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
35706,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,274.63818181799996,0.0
35707,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.58,0.0
35713,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,104.28500000000001,0.0
35720,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35734,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.847142857,0.0
35741,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,153.323333333,0.0
35742,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35753,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35755,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
35777,258463516,16.5,ALUMINIO,PRATA,24.0,BRINOX,34.5,0.0,106.73,0.0
35794,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.42,0.0
35887,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,87.99,0.0
35891,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,142.847142857,0.0
35906,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
35935,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.99,0.0
35952,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36015,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,1.0
36084,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36098,257484236,24.0,INOX,INOX,20.0,LA CUISINE,20.0,0.0,159.92,0.0
36133,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36146,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,37.6743661972,0.0
36167,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36193,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36195,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,83.99,0.0
36231,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
36240,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36272,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
36292,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
36306,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,158.451538462,0.0
36307,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,38.1442307692,0.0
36323,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
36380,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36420,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,131.516315789,0.0
36421,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,1.0
36455,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
36490,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,148.74,0.0
36492,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36498,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.9,0.0
36515,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
36529,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36538,11418554,36.0,INOX,INOX,25.5,TRAMONTINA,18.9,0.0,139.99,0.0
36545,248655628,39.0,INOX,INOX,17.7,HERCULES,39.0,0.0,139.99,0.0
36547,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36566,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.49,0.0
36572,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,143.323333333,0.0
36614,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
36648,248655628,39.0,INOX,INOX,17.7,HERCULES,39.0,0.0,363.37,0.0
36649,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
36671,258467592,16.5,ALUMINIO,TURQUESA,24.0,BRINOX,34.5,0.0,87.99,0.0
36681,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,157.794878049,0.0
36717,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,1.0
36728,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
36730,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,120.24,0.0
36731,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,139.99,0.0
36746,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.415531915,0.0
36758,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,140.99,0.0
36773,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,146.35363636399998,0.0
36791,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,34.9,1.0
36833,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36840,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.9661764706,0.0
36844,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,169.99,0.0
36896,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36924,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36925,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
36956,253715602,78.25,INOX,INOX,52.75,LA CUISINE,28.75,1.0,165.74,0.0
37018,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,159.99,1.0
37039,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
37067,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,129.99,0.0
37086,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,126.74,0.0
37163,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,130.596060606,0.0
37165,224278746,18.5,ALUMINIO,PRETO,21.5,PANELUX,26.0,1.0,40.42,0.0
37170,218228122,24.0,INOX,INOX,20.0,LA CUISINE,20.0,1.0,144.99,0.0
