,ITEM_ID,CAPACIDADE_(L),COMPOSICAO,COR,MARCA,PARA_LAVA_LOUCAS,TEMPO_GARANTIA,TEM_FERRO_FUNDIDO,SESSION_ID,ITEM_PRICE,INTERESTED
58902,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,116.96698527,95.83,0.0
59254,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,415.09616197599996,110.899245283,0.0
60569,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,544.890634034,103.3646226415,0.0
60877,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,572.939120977,95.83,0.0
60879,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,870.142354817,215.9,0.0
60922,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,643.37995065,95.83,0.0
61778,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,919.7938339039999,95.83,0.0
62152,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,370.636508825,103.50951923100001,0.0
62485,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,872.3767730139999,111.18903846200001,0.0
62583,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,667.018062618,95.83,0.0
62910,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,421.812613505,95.83,0.0
63654,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,46.617854048999995,95.83,0.0
63973,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,941.920530419,144.438,0.0
64488,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,146.187319316,120.13399999999999,0.0
64560,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,732.599952471,95.83,0.0
64817,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,739.48812701,276.9,0.0
64869,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,809.504338713,147.91,0.0
64953,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,531.615564163,95.83,0.0
65584,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,955.6871988139999,106.537,0.0
65632,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,39.0022365358,117.244,0.0
66188,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,459.177977794,150.39,0.0
66459,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,358.545163991,95.83,1.0
66545,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,364.42250059800006,276.9,0.0
67452,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,522.416145296,95.83,1.0
67527,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,587.116516144,95.8585294118,0.0
68019,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,334.04620793,95.83,0.0
68198,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,135.945633244,95.83,0.0
68233,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,419.25134122199995,104.39,0.0
68358,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,31.1221796846,95.83,0.0
68630,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,841.834248088,95.8646428571,0.0
68906,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,835.618214165,95.8785,0.0
69127,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,466.53365251699995,95.83,0.0
69139,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,527.125829802,95.8785,0.0
69675,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,267.58286991,95.83,0.0
70027,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,690.102835745,95.83,0.0
70486,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,35.8481578091,95.83,0.0
70691,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,332.839237983,110.899245283,0.0
70745,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,536.095601324,95.83,0.0
70839,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,882.7310591830001,95.83,0.0
70983,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,219.402581297,95.8442647059,0.0
71218,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,212.150437991,95.8585294118,0.0
71307,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,489.37563255,95.83,0.0
71726,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,878.3744074210001,95.83,0.0
71847,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,42.731009066999995,95.8797435897,0.0
71916,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,543.614698127,295.68,0.0
72011,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,23.161072735900003,195.755,0.0
72410,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,488.845673345,95.83,1.0
72716,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,854.570350857,95.83,0.0
72739,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,576.8813659880001,95.83,0.0
72924,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,264.011790635,95.83,0.0
73386,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,211.75148864,349.99,0.0
73792,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,266.496850282,295.68,1.0
74057,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,127.654572626,147.91,0.0
74102,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,754.093165395,276.9,0.0
74248,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,904.5612413910001,276.9,0.0
74283,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,209.326423779,276.9,0.0
74566,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,619.670759513,95.83,0.0
74689,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,361.53817395199997,95.83,0.0
75267,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,985.5124404689999,130.55,0.0
75392,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,941.419627383,165.27,0.0
75402,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,630.4694154059999,142.12333333333333,0.0
75792,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,978.761015562,118.97666666666666,0.0
75801,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,704.5861307519999,95.83,0.0
75916,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,392.25726923699995,222.91000000000003,0.0
75942,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,353.02450520599996,349.99,0.0
76249,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,46.801906167700004,95.83,0.0
76386,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,941.3319045,95.84658119656666,0.0
77146,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,649.4116747740001,95.86316239313334,0.0
77242,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,520.139250583,95.8797435897,0.0
77545,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,864.5906827010001,95.83,0.0
78194,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,933.8156854739999,95.83,0.0
79101,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,55.7599615221,110.35127272700001,0.0
79194,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,207.744117867,95.83,0.0
79231,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,543.614698127,95.83,0.0
79232,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,696.5540310025001,95.83,0.0
79404,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,849.4933638780001,95.83,0.0
79718,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,312.933361282,103.09063636350001,0.0
79863,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,160.826225247,110.35127272700001,0.0
80301,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,839.0391956510001,95.83,0.0
80661,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,918.108610008,95.83,0.0
80726,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,38.6779837192,95.83,0.0
80733,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,713.4896630510001,97.78,0.0
80776,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,455.819858029,96.805,0.0
81492,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,174.874144964,95.83,0.0
81744,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,611.07135723,111.18903846200001,0.0
83087,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,656.115677882,95.83,0.0
83297,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,88.88564917629999,95.83,0.0
83348,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,638.9321798230001,95.83,0.0
83351,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,956.142130326,106.537,0.0
84262,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,280.174675717,117.244,0.0
84805,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,1.74128417384,151.876097561,0.0
84854,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,278.201722546,131.38767142199998,0.0
84935,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,423.066832591,110.899245283,0.0
85103,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,907.067405051,95.87619047620001,0.0
85306,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,624.272901392,95.8623333333,0.0
85411,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,291.162690955,123.12616666665,0.0
85513,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,907.61002881,150.39,0.0
85526,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,157.056754788,95.87619047620001,0.0
85764,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,648.578424038,110.899245283,0.0
85848,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,658.757271915,349.99,1.0
85884,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,851.056284677,244.9,0.0
85985,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,925.267814002,170.365,0.0
86460,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,816.5829064410001,95.83,0.0
86777,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,274.39115143,95.83,0.0
86864,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,761.258953341,95.83,0.0
87117,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,270.473680203,110.899245283,0.0
87128,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,648.273812061,95.83,0.0
87349,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,520.139250583,95.83,0.0
88829,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,926.7337440260001,95.83,0.0
89354,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,517.283503988,95.83,0.0
90121,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,520.8209237359999,295.68,0.0
90537,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,27.794838416399998,200.035,0.0
90728,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,994.493984326,104.39,0.0
90956,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,884.131746152,95.83,0.0
90973,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,628.761525227,95.83,0.0
91279,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,928.306173682,95.84616666664999,0.0
92281,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,493.046131404,95.8623333333,0.0
92322,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,474.82650419099997,95.83,0.0
92500,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,205.91667455200002,295.68,0.0
92819,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,31.3313759507,95.83,0.0
93017,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,862.00134354,96.48,0.0
93109,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,306.851733078,97.13,0.0
93760,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,76.7364137987,97.78,0.0
93979,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,476.102165261,95.83,0.0
93997,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,490.890822482,110.35127272700001,0.0
94152,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,697.444577872,295.68,0.0
94363,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,248.30497567400002,95.83,0.0
94974,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,22.520276306,106.537,0.0
95157,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,296.189983366,117.244,0.0
95203,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,873.6356037910001,95.83,0.0
95293,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,405.563833466,295.68,0.0
95698,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,99.2449556044,349.99,0.0
95906,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,942.00302866,276.9,0.0
96100,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,768.7306192589999,96.8,0.0
96169,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,88.88564917629999,96.315,0.0
96243,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,934.3208162239999,95.83,0.0
96292,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,934.845890355,95.83,0.0
97436,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,946.2682615760001,95.83,0.0
97574,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,412.58042381300004,95.83,0.0
97853,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,19.6463375929,95.83,0.0
97895,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,583.043050259,95.83,0.0
97945,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,102.206788393,95.83,0.0
98061,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,208.57902910299998,95.83,0.0
98229,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,755.3694393210001,95.83,1.0
98327,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,550.934798937,95.83,0.0
98519,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,938.589419935,165.27,0.0
98667,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,809.3555181930001,95.83,0.0
98927,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,659.7295657000001,117.244,0.0
99698,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,926.1481154139999,95.83,0.0
99797,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,444.531051203,95.83,1.0
100238,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,386.738757383,95.83,0.0
100358,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,921.6978072019999,95.8785,0.0
100851,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,773.1178342119999,107.980135135,0.0
101078,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,876.335137749,295.68,0.0
101414,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,234.555037649,306.124230769,0.0
101529,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,940.9886898389999,316.568461538,0.0
101824,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,120.63483979600001,150.39,0.0
103017,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,16.5685665206,123.10999999999999,0.0
104027,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,808.362260517,95.83,0.0
104239,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,212.95015347700001,117.244,0.0
104253,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,684.930917747,110.35127272700001,0.0
104597,224110340,1.8,PORCELANA,PRETO,PRAVA,Yes,3.0,SIM,159.47978868200002,113.7976363635,0.0
104867,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,464.99602478400004,117.244,0.0
104967,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,560.518330716,111.18903846200001,0.0
105019,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,79.3474387129,110.899245283,0.0
105408,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,283.875460802,103.3646226415,0.0
105409,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,226.283084068,95.83,0.0
105879,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,547.806621658,95.83,0.0
105898,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,315.681865642,95.83,0.0
106009,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,134.90426986,95.87619047620001,0.0
106263,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,578.956109257,97.78,0.0
107026,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,26.871926088800002,96.805,0.0
107371,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,254.089614623,95.83,0.0
107460,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,789.605392908,95.83,0.0
108029,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,294.42503984900003,95.83,0.0
108397,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,851.056284677,97.78,0.0
108457,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,863.037187929,150.39,0.0
109599,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,862.027262667,95.83,0.0
110118,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,14.408947328399998,95.83,0.0
110762,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,160.066027537,95.83,0.0
111204,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,388.827377921,95.83,1.0
111237,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,617.588728305,199.99,0.0
111338,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,261.989214978,95.83,0.0
111510,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,258.519098753,95.83,0.0
111786,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,871.2144553019999,95.83,0.0
112032,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,794.978585887,165.27,0.0
112107,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,796.316583747,110.899245283,0.0
112303,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,814.1193421810001,95.83,0.0
112599,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,513.804043184,95.83,0.0
112890,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,522.342715236,110.899245283,0.0
113100,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,120.154564623,110.899245283,0.0
113350,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,868.852726261,110.899245283,0.0
114095,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,307.365626636,95.83,0.0
114659,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,399.298724025,95.83,0.0
114756,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,77.5024414709,95.8646428571,0.0
114875,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,822.6441537489999,95.83,0.0
114877,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,404.669573922,95.83,0.0
115316,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,553.747182896,295.68,0.0
115410,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,504.88401699,95.83,0.0
115441,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,415.036301625,95.83,0.0
115822,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,321.584205454,95.83,0.0
115846,788792,1.5,INOX,INOX,TRAMONTINA,No,3.0,NAO,721.401884269,295.68,1.0
115945,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,232.437068764,110.899245283,0.0
116385,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,864.5552842769999,103.3646226415,0.0
116539,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,326.795171178,95.83,0.0
116741,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,591.9879022680001,95.83,0.0
116902,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,938.47823455,95.83,1.0
117243,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,338.94251062,95.8646428571,0.0
117340,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,26.8810626388,95.83,0.0
117639,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,940.351497497,95.83,0.0
117685,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,897.587063577,95.83,0.0
118503,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,407.802811431,95.8442647059,0.0
118656,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,769.40162307,95.8585294118,0.0
118745,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,791.294769178,95.83,0.0
118957,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,172.932225657,110.899245283,0.0
119548,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,464.40473773800005,95.83,0.0
119697,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,2.58611717411,95.83,0.0
119896,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,720.06991185,95.83,0.0
119962,581458,0.78,INOX,INOX,TRAMONTINA,No,12.0,NAO,326.218978366,95.83,0.0
