,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
31189,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,424.869686395,81.9,0.0
31257,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,897.706447834,84.99,0.0
31263,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,2.64848680984,37.99,0.0
31280,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,110.161409673,242.55,0.0
31284,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,644.681347099,59.99,0.0
31389,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,872.605826608,74.99,0.0
31432,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,598.079978492,64.99,0.0
31479,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,704.2186276880001,99.99,0.0
31496,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,553.2252590969999,74.99,0.0
31565,256329434,48.0,LARANJA,26.0,HERCULES,2.5,775.372794758,339.0,0.0
31652,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,163.124037849,74.99,0.0
31697,260011902,26.0,PRETO,29.0,FUMIL,45.0,53.1543289853,23.99,1.0
31700,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,697.01013108,64.99,1.0
31728,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,899.9425927860001,117.49000000000001,0.0
31760,256332650,36.5,LARANJA,23.5,HERCULES,2.5,546.6734120269999,169.99,0.0
31779,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,133.52829838,99.99,1.0
31838,260013714,26.0,PRETO,29.0,FUMIL,45.0,673.616041194,89.99,0.0
31884,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,126.271329076,54.99,0.0
31956,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,601.633586884,76.372,0.0
31973,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,127.192688676,54.99,0.0
32049,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,941.4179067389999,74.99,0.0
32143,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,449.538610213,74.99,0.0
32208,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,572.761663841,72.9,0.0
32303,260011954,26.0,PRETO,29.0,PANELA MINEIRA,45.0,588.390672589,32.99,1.0
32314,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,180.830774946,99.99,0.0
32327,260010384,46.0,PRETO,30.0,FUMIL,41.0,61.733856224700006,37.99,0.0
32385,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,37.8236328661,81.9,1.0
32416,260013554,26.0,PRETO,29.0,PANELA MINEIRA,45.0,55.1466643716,115.94500000000001,0.0
32425,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,543.876681654,149.99,0.0
32430,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,982.8158070019999,84.99,0.0
32439,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,800.9783669289999,54.99,0.0
32447,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,531.7434325959999,54.99,0.0
32465,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,450.301215785,83.2114814815,0.0
32481,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,9.28762274885,60.60074074075,0.0
32483,260010384,46.0,PRETO,30.0,FUMIL,41.0,992.167102705,37.99,0.0
32488,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,251.08144139599997,74.99,0.0
32659,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,939.889242085,74.99,0.0
32672,256332650,36.5,LARANJA,23.5,HERCULES,2.5,538.388915206,87.49,0.0
32684,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,136.888588327,99.99,0.0
32772,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,304.465688695,74.99,0.0
32874,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,78.8400059288,84.99,0.0
32912,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,229.42618114599998,78.445,0.0
32937,260010704,46.0,PRETO,30.0,FUMIL,41.0,527.862432599,94.99,0.0
32946,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,42.0598671184,75.01,0.0
32970,260011516,26.0,PRETO,29.0,FUMIL,45.0,370.788440035,64.99,0.0
32992,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,521.980555833,99.99,0.0
32993,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,523.287520836,64.99,0.0
33049,260013554,26.0,PRETO,29.0,PANELA MINEIRA,45.0,817.047765363,82.5,0.0
33118,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,435.003234389,81.9,0.0
33191,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,394.42670326300004,74.99,1.0
33205,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,823.3223275,299.99,0.0
33220,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,955.8118137260001,99.99,0.0
33248,260013628,30.0,PRETO,51.0,FUMIL,51.0,810.056590282,114.99,0.0
33263,260010704,46.0,PRETO,30.0,FUMIL,41.0,325.411730482,112.53,1.0
33304,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,472.77039601900003,149.99,0.0
33347,256332650,36.5,LARANJA,23.5,HERCULES,2.5,200.996987374,107.49000000000001,0.0
33359,260011516,26.0,PRETO,29.0,FUMIL,45.0,418.466976942,64.99,0.0
33372,256329434,48.0,LARANJA,26.0,HERCULES,2.5,511.934698028,71.7175,0.0
33408,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,81.5827508749,78.445,0.0
33420,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,301.970418927,74.99,0.0
33433,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,266.362102245,54.99,0.0
33434,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,243.66432345099997,78.445,0.0
33459,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,395.60888699699996,72.9,0.0
33466,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,63.3650602357,169.99,0.0
33487,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,885.99322674,74.99,0.0
33563,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,301.649890836,74.99,0.0
33624,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,476.966312466,74.99,0.0
33707,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,896.4292983539999,64.99,0.0
33885,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,602.8402113459999,99.99,0.0
33893,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,498.19756602300004,80.518,0.0
33897,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,684.183568669,99.99,0.0
33909,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,874.443516382,54.99,0.0
33943,260010704,46.0,PRETO,30.0,FUMIL,41.0,476.500001175,112.53,0.0
33948,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,68.5433851769,81.9,0.0
34046,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,56.730763862299995,74.99,0.0
34093,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,50.9909024509,54.99,0.0
34094,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,918.406553206,54.99,0.0
34127,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,25.1650179682,59.99,1.0
34199,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,311.534689527,54.99,0.0
34212,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,293.583553165,74.99,0.0
34219,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,296.100812078,83.2114814815,0.0
34248,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,757.695035657,74.99,0.0
34359,260011516,26.0,PRETO,29.0,FUMIL,45.0,482.33128790800004,64.99,0.0
34373,260011516,26.0,PRETO,29.0,FUMIL,45.0,380.105476156,64.99,0.0
34387,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,993.553779115,79.99,0.0
34392,260010704,46.0,PRETO,30.0,FUMIL,41.0,462.28358578300004,94.99,0.0
34435,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,511.74507116300003,74.99,0.0
34474,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,693.8416942360001,68.32333333333332,0.0
34503,256332650,36.5,LARANJA,23.5,HERCULES,2.5,147.967110605,61.656666666666666,0.0
34507,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,977.123149256,54.99,0.0
34516,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,813.072084073,299.99,0.0
34579,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,931.4314360510001,74.99,0.0
34716,260010384,46.0,PRETO,30.0,FUMIL,41.0,581.574844906,37.99,0.0
34763,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,887.927046943,84.99,0.0
34948,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,87.3124660525,84.99,0.0
34963,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,25.6848924116,84.99,0.0
34968,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,549.949588021,84.99,0.0
34971,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,624.0293957709999,84.99,0.0
34989,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,271.905168841,80.518,0.0
35002,256332650,36.5,LARANJA,23.5,HERCULES,2.5,306.852104117,82.75399999999999,0.0
35050,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,923.2157561610001,84.99,0.0
35087,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,146.189235682,64.99,0.0
35138,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,969.99294584,75.01,0.0
35198,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,710.12931002,99.99,0.0
35203,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,682.353373512,64.99,0.0
35217,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,921.434602925,99.99,1.0
35236,261894182,54.0,PRETO,29.0,PANELA MINEIRA,46.0,49.5974790063,79.99,0.0
35321,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,31.630863429,54.99,0.0
35401,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,501.01411825900004,54.99,0.0
35419,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,71.8884344235,74.99,0.0
35443,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,684.320017027,74.99,0.0
35462,256329434,48.0,LARANJA,26.0,HERCULES,2.5,426.930325695,74.99,0.0
35468,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,140.711085551,74.99,0.0
35493,260010384,46.0,PRETO,30.0,FUMIL,41.0,619.943326485,56.489999999999995,0.0
35586,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,530.294380926,37.99,0.0
35744,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,979.784527238,299.99,0.0
35780,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,894.329535306,149.99,0.0
35824,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,711.1508701930001,74.99,1.0
35835,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,283.800144138,74.99,1.0
35837,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,525.689710035,76.372,0.0
35882,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,509.49167341099997,84.99,0.0
35917,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,391.54525493,149.99,0.0
35960,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,916.924665162,81.9,0.0
36060,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,237.27822369900002,103.78,0.0
36111,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,126.732936664,74.99,0.0
36139,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,101.762147649,37.0852380952,0.0
36243,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,520.297614021,299.99,0.0
36338,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,303.691749027,37.99,0.0
36398,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,42.7218191998,169.99,0.0
36451,260011902,26.0,PRETO,29.0,FUMIL,45.0,654.484856874,23.99,0.0
36465,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,898.881922048,54.99,0.0
36550,260011302,19.0,PRETO,32.0,FUMIL,50.0,287.345680638,54.99,0.0
36607,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,601.700850729,54.99,0.0
36615,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,985.642798501,46.0376190476,0.0
36662,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,88.75545552049999,37.0852380952,0.0
36670,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,507.414792789,84.99,0.0
36704,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,309.535637588,37.99,0.0
36724,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,97.63697474899999,74.99,0.0
36732,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,527.951260062,77.49,0.0
36733,261894182,54.0,PRETO,29.0,PANELA MINEIRA,46.0,258.760094791,79.99,0.0
36742,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,362.515225924,99.99,0.0
36781,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,201.456623742,99.99,0.0
36807,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,964.6593527160001,84.99,0.0
36828,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,113.07603034899999,54.99,0.0
36834,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,532.1841531619999,84.99,0.0
36845,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,633.235505182,64.99,0.0
36859,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,903.1020192569999,149.99,0.0
36867,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,691.491436408,64.99,0.0
37006,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,472.49720838699994,74.99,0.0
37030,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,22.1399644706,64.99,0.0
37070,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,369.496546033,73.3426315789,0.0
37072,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,81.8656987279,74.99,0.0
37132,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,883.635201597,76.372,0.0
37134,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,613.390501868,56.7286190476,0.0
37169,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,601.280610991,37.0852380952,0.0
37298,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,157.052249216,99.99,0.0
37357,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,528.006240044,84.99,0.0
37364,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,149.050671395,66.54545454550001,0.0
37372,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,821.579351886,59.99,0.0
37373,256329434,48.0,LARANJA,26.0,HERCULES,2.5,375.56573723900004,57.49,0.0
37390,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,100.116478144,54.99,0.0
37403,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,735.76880228,74.99,0.0
37411,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,313.20900985,37.99,0.0
37485,260007226,23.0,PRETO,25.0,PANELA MINEIRA,34.0,335.909042598,37.24,0.0
37486,260010384,46.0,PRETO,30.0,FUMIL,41.0,452.048286902,37.99,0.0
37584,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,316.438377798,64.99,0.0
37596,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,861.681463499,64.99,0.0
37632,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,653.8962029,149.99,0.0
37739,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,353.71988731,107.49000000000001,0.0
37754,260011516,26.0,PRETO,29.0,FUMIL,45.0,927.264276383,64.99,0.0
37779,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,520.297614021,99.99,0.0
37815,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,715.370275217,84.99,0.0
37851,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,24.3709910142,74.99,1.0
37859,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,539.590385804,95.0,0.0
37889,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,237.845012897,54.99,0.0
37910,260011302,19.0,PRETO,32.0,FUMIL,50.0,715.370275217,101.99,0.0
37936,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,217.59096622299998,97.36,0.0
37940,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,110.118492535,54.99,0.0
38037,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,862.9668471919999,72.9,0.0
38088,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,158.402568068,74.99,0.0
38152,260013628,30.0,PRETO,51.0,FUMIL,51.0,688.776294229,114.99,0.0
38153,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,818.690969632,74.99,0.0
38204,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,492.596456055,74.99,0.0
38268,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,291.855678768,99.99,0.0
38272,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,405.61372299,81.9,0.0
38304,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,196.56035842,75.01,0.0
38402,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,761.3663171689999,72.9,0.0
38444,260011302,19.0,PRETO,32.0,FUMIL,50.0,385.30902185599996,105.26333333333335,0.0
38566,256332650,36.5,LARANJA,23.5,HERCULES,2.5,620.2981291,137.62666666666667,0.0
38587,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,343.76958345099996,169.99,0.0
38611,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,706.425923264,88.6840425532,0.0
38612,261900970,30.0,PRETO,51.0,PANELA MINEIRA,51.0,165.42248073,137.132857143,0.0
38641,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,571.827604835,84.99,0.0
38696,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,824.169767475,99.99,0.0
38704,260011388,30.0,PRETO,51.0,FUMIL,51.0,616.235813353,164.99,0.0
38716,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,895.557719327,54.99,0.0
38746,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,774.743855388,81.9,0.0
38786,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,827.577853937,64.99,0.0
38790,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,771.178121252,75.01,0.0
38797,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,844.4340558289999,74.99,0.0
38802,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,201.456623742,99.99,0.0
38834,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,889.2274871489999,99.39,0.0
38862,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,934.704266392,89.9451851852,0.0
38866,256332650,36.5,LARANJA,23.5,HERCULES,2.5,898.644117603,83.1585925926,0.0
38883,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,91.95101263309999,76.372,0.0
38908,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,485.19407996900003,113.18100000000001,0.0
38918,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,393.148695832,149.99,1.0
38932,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,181.02434743900002,54.99,0.0
39031,261900970,30.0,PRETO,51.0,PANELA MINEIRA,51.0,292.068471666,66.65666666666667,0.0
39066,256332650,36.5,LARANJA,23.5,HERCULES,2.5,654.016808587,78.32333333333332,0.0
39071,260013714,26.0,PRETO,29.0,FUMIL,45.0,663.439499309,89.99,0.0
39088,260010384,46.0,PRETO,30.0,FUMIL,41.0,743.739560118,37.99,0.0
39137,260011902,26.0,PRETO,29.0,FUMIL,45.0,543.1695228269999,21.99,0.0
39248,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,733.905624306,99.99,0.0
39253,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,165.667170062,80.518,0.0
39291,260010704,46.0,PRETO,30.0,FUMIL,41.0,497.58836447,112.53,0.0
39292,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,127.428375253,78.445,0.0
39333,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,56.414432444700005,74.99,0.0
39338,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,77.99735046069999,80.518,0.0
39358,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,895.0999168889999,54.99,0.0
39412,260010704,46.0,PRETO,30.0,FUMIL,41.0,204.411905978,94.99,0.0
39460,260011902,26.0,PRETO,29.0,FUMIL,45.0,22.8083369281,23.99,0.0
39505,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,556.021896105,68.26,0.0
39525,260010704,46.0,PRETO,30.0,FUMIL,41.0,657.9753831190001,112.53,0.0
39537,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,787.427808076,75.01,0.0
39598,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,295.52330077,74.99,0.0
39663,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,867.301629798,89.9451851852,0.0
39706,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,94.73875648389999,80.518,0.0
39761,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,478.46661138800005,74.99,0.0
39772,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,254.6360538,77.75399999999999,0.0
39848,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,498.358790445,80.518,0.0
39866,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,435.16187745199994,74.99,0.0
39870,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,75.65192745510001,74.99,0.0
39883,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,13.5281363465,169.99,0.0
39926,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,13.712769715599999,89.9451851852,0.0
39961,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,708.470967338,75.01,0.0
39995,260010704,46.0,PRETO,30.0,FUMIL,41.0,367.50460766099997,112.53,0.0
40006,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,760.4929454730001,64.99,0.0
40011,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,464.084788115,149.99,1.0
40025,260011516,26.0,PRETO,29.0,FUMIL,45.0,673.4825782409999,86.99000000000001,0.0
40059,260011902,26.0,PRETO,29.0,FUMIL,45.0,74.0828645471,23.99,0.0
40090,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,642.609753861,110.75,0.0
40116,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,717.3057295839999,99.99,0.0
40205,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,380.05116667699997,74.99,0.0
40331,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,132.095517207,74.99,0.0
40383,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,597.374013633,74.99,0.0
40391,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,186.81432029299998,99.99,0.0
40400,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,610.533616949,99.99,0.0
40430,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,300.723069678,74.99,0.0
40435,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,322.865223158,97.36,0.0
40468,260011516,26.0,PRETO,29.0,FUMIL,45.0,278.527358883,64.99,0.0
40558,261894182,54.0,PRETO,29.0,PANELA MINEIRA,46.0,497.15160779999997,69.99,0.0
40577,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,588.736765256,74.99,0.0
40721,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,617.854941118,54.99,0.0
40737,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,678.245308831,37.99,0.0
40848,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,526.263730381,74.99,0.0
40857,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,435.98974372,54.99,0.0
40882,260011954,26.0,PRETO,29.0,PANELA MINEIRA,45.0,217.137594814,32.99,0.0
40883,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,794.8168393389999,76.372,0.0
40905,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,919.9550480060001,149.99,1.0
40922,260011302,19.0,PRETO,32.0,FUMIL,50.0,644.5774576580001,99.99,0.0
40925,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,731.287779461,72.9,0.0
40933,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,57.238327901800005,80.518,0.0
40961,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,148.303711017,74.99,0.0
40962,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,752.4459231669999,97.9266666667,0.0
40978,260013628,30.0,PRETO,51.0,FUMIL,51.0,663.491196888,103.95833333335,0.0
40982,260011302,19.0,PRETO,32.0,FUMIL,50.0,626.927329916,109.99,0.0
41011,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,808.193417393,72.9,0.0
41049,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,539.720967955,74.99,0.0
41054,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,101.861642443,64.99,0.0
41067,256332650,36.5,LARANJA,23.5,HERCULES,2.5,191.79869977099997,169.99,0.0
41077,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,962.9131432810001,99.99,0.0
41088,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,400.82648640199994,80.518,0.0
41115,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,168.70795690399999,54.99,0.0
41264,256329434,48.0,LARANJA,26.0,HERCULES,2.5,156.497601273,339.0,0.0
41293,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,559.5161381940001,99.99,0.0
41324,261894182,54.0,PRETO,29.0,PANELA MINEIRA,46.0,670.180906497,79.99,0.0
41328,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,443.31490838199994,59.99,0.0
41356,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,971.6468431139999,64.99,0.0
41421,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,823.705970708,99.99,0.0
41518,260013554,26.0,PRETO,29.0,PANELA MINEIRA,45.0,92.8557714296,82.5,0.0
41612,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,599.027873031,149.99,0.0
41619,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,53.9693620575,74.99,0.0
