,ITEM_ID,FORMATO,LARGURA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
91707,260012198,QUADRADO,29.0,38.0,307.68463953599996,47.99,0.0
91873,260012112,QUADRADO,25.0,34.0,974.406257398,55.96,0.0
91897,260007152,REDONDO,25.0,34.0,749.4493226239999,51.475,0.0
92225,260011742,REDONDO,29.0,38.0,826.0960187210001,46.99,0.0
92282,260007152,REDONDO,25.0,34.0,210.96683182799998,41.99,0.0
92328,260012112,QUADRADO,25.0,34.0,159.99008334799998,37.99,0.0
92623,260012198,QUADRADO,29.0,38.0,109.01333486799999,47.99,0.0
92634,260012112,QUADRADO,25.0,34.0,601.271516079,55.96,0.0
92753,260007152,REDONDO,25.0,34.0,919.890974179,49.87,0.0
93195,260007152,REDONDO,25.0,34.0,133.976789898,37.99,0.0
93334,260011742,REDONDO,29.0,38.0,177.82533073599998,46.975,0.0
93438,260012112,QUADRADO,25.0,34.0,825.63298717,55.96,0.0
93535,260012112,QUADRADO,25.0,34.0,15.0383796398,55.96,0.0
93552,260012220,QUADRADO,25.0,34.0,47.1598036028,43.601111111099996,0.0
93651,260007398,REDONDO,25.0,34.0,440.013376164,40.795555555549996,0.0
93944,260012112,QUADRADO,25.0,34.0,28.542238592600004,37.99,0.0
94459,260012198,QUADRADO,29.0,38.0,845.378028432,47.99,0.0
94491,260012112,QUADRADO,25.0,34.0,691.5190057369999,37.99,0.0
94667,260007152,REDONDO,25.0,34.0,668.134272083,49.87,0.0
94748,260012220,QUADRADO,25.0,34.0,737.224487719,47.5,0.0
94833,260012112,QUADRADO,25.0,34.0,392.90050136599996,55.96,0.0
95442,260012198,QUADRADO,29.0,38.0,606.710286746,47.99,0.0
95624,260012112,QUADRADO,25.0,34.0,843.148442779,37.99,0.0
95966,260012112,QUADRADO,25.0,34.0,180.844099967,55.96,0.0
96335,260012198,QUADRADO,29.0,38.0,253.931445946,47.99,0.0
96339,260012198,QUADRADO,29.0,38.0,987.4484432319999,42.99,0.0
96407,260007152,REDONDO,25.0,34.0,105.14297546799999,37.99,0.0
97167,260011742,REDONDO,29.0,38.0,98.8969522024,47.99,0.0
97360,260007398,REDONDO,25.0,34.0,644.2376650580001,47.36,0.0
97460,260007398,REDONDO,25.0,34.0,788.708945717,39.99,1.0
97968,260011742,REDONDO,29.0,38.0,661.044988571,47.99,1.0
98400,260012198,QUADRADO,29.0,38.0,902.309696591,42.99,0.0
98945,260012112,QUADRADO,25.0,34.0,454.283544328,37.99,0.0
99250,260012198,QUADRADO,29.0,38.0,202.72168172599999,47.99,0.0
99935,260012112,QUADRADO,25.0,34.0,413.255957739,55.96,0.0
100296,260012112,QUADRADO,25.0,34.0,737.4948844969999,37.99,0.0
100399,260007152,REDONDO,25.0,34.0,253.04487184099997,49.87,0.0
100456,260012112,QUADRADO,25.0,34.0,239.544574098,37.99,0.0
100476,260012220,QUADRADO,25.0,34.0,908.560238844,43.49,0.0
100527,260012112,QUADRADO,25.0,34.0,761.3234424210001,55.96,0.0
100561,260012112,QUADRADO,25.0,34.0,274.96319971,55.96,0.0
101711,260012220,QUADRADO,25.0,34.0,490.18196729199997,49.9,0.0
101821,260012112,QUADRADO,25.0,34.0,467.88180012199996,55.96,0.0
102018,260012220,QUADRADO,25.0,34.0,136.984137301,44.99,1.0
102245,260012112,QUADRADO,25.0,34.0,542.15152294,55.96,0.0
102331,260012198,QUADRADO,29.0,38.0,870.647555725,46.975,0.0
102481,260007152,REDONDO,25.0,34.0,81.0941228566,37.99,0.0
102591,260012112,QUADRADO,25.0,34.0,556.3934794090001,55.96,0.0
102746,260012198,QUADRADO,29.0,38.0,773.5516912769999,47.99,0.0
102793,260012198,QUADRADO,29.0,38.0,804.2004992689999,47.99,0.0
102996,260007152,REDONDO,25.0,34.0,911.208691554,37.99,0.0
103180,260012220,QUADRADO,25.0,34.0,968.7655490610001,39.99,0.0
103246,260007152,REDONDO,25.0,34.0,893.8421888089999,41.99,0.0
103370,260007152,REDONDO,25.0,34.0,927.000949367,37.99,0.0
103664,260011742,REDONDO,29.0,38.0,488.142871585,47.99,0.0
103856,260012198,QUADRADO,29.0,38.0,142.470597968,68.54,0.0
104764,260007152,REDONDO,25.0,34.0,233.274894057,37.99,0.0
104817,260012220,QUADRADO,25.0,34.0,61.733856224700006,44.99,1.0
104942,260012112,QUADRADO,25.0,34.0,826.7700032260001,55.96,0.0
105442,260011742,REDONDO,29.0,38.0,377.56281649,44.99,0.0
105482,260011742,REDONDO,29.0,38.0,155.03777206700002,47.99,0.0
105532,260007152,REDONDO,25.0,34.0,425.30979129900004,40.8321052632,0.0
106236,260011742,REDONDO,29.0,38.0,766.1370382089999,46.99,0.0
107078,260007152,REDONDO,25.0,34.0,128.66830911600002,41.99,0.0
107134,260007152,REDONDO,25.0,34.0,670.250964546,41.99,0.0
107155,260012198,QUADRADO,29.0,38.0,425.91589422,68.54,0.0
107205,260012112,QUADRADO,25.0,34.0,338.955853697,37.99,0.0
107399,260012112,QUADRADO,25.0,34.0,703.124067892,55.96,0.0
107672,260012220,QUADRADO,25.0,34.0,33.0411046368,43.601111111099996,0.0
107872,260012220,QUADRADO,25.0,34.0,682.652636141,44.8275,0.0
107928,260012112,QUADRADO,25.0,34.0,861.205566395,37.99,0.0
108183,260012112,QUADRADO,25.0,34.0,42.5965229729,55.96,0.0
108242,260007152,REDONDO,25.0,34.0,675.204590469,49.87,1.0
108256,260012220,QUADRADO,25.0,34.0,920.2003570910001,44.8275,0.0
108383,260012220,QUADRADO,25.0,34.0,763.7428037760001,44.99,0.0
108522,260012220,QUADRADO,25.0,34.0,929.440100695,46.245000000000005,0.0
108585,260012220,QUADRADO,25.0,34.0,981.796711435,47.5,0.0
109040,260012112,QUADRADO,25.0,34.0,36.283401320900005,37.99,0.0
109045,260007152,REDONDO,25.0,34.0,113.047791206,42.99,0.0
109239,260012198,QUADRADO,29.0,38.0,900.290145851,47.99,0.0
109500,260012198,QUADRADO,29.0,38.0,849.1469820839999,47.99,0.0
109579,260012112,QUADRADO,25.0,34.0,334.340629662,55.96,0.0
109813,260012112,QUADRADO,25.0,34.0,75.32736390550001,55.96,1.0
110153,260012198,QUADRADO,29.0,38.0,483.957527322,47.975,0.0
110196,260012220,QUADRADO,25.0,34.0,694.871120865,39.99,0.0
110868,260007152,REDONDO,25.0,34.0,700.964285526,41.99,0.0
111328,260012220,QUADRADO,25.0,34.0,889.009946307,43.4682608696,0.0
111414,260007152,REDONDO,25.0,34.0,1000.2678443,41.99,0.0
111704,260007152,REDONDO,25.0,34.0,137.40293177,41.99,0.0
111721,260012112,QUADRADO,25.0,34.0,663.407470921,55.96,0.0
111902,260012198,QUADRADO,29.0,38.0,241.43883137,68.54,0.0
112025,260012220,QUADRADO,25.0,34.0,962.40928018,43.4682608696,0.0
112192,260012220,QUADRADO,25.0,34.0,770.8952479789999,39.99,1.0
112447,260007152,REDONDO,25.0,34.0,546.784851979,41.59,0.0
113119,260007152,REDONDO,25.0,34.0,376.227290115,37.99,0.0
113199,260012112,QUADRADO,25.0,34.0,611.1408463619999,55.96,0.0
113333,260012220,QUADRADO,25.0,34.0,244.294556117,43.601111111099996,0.0
113363,260012112,QUADRADO,25.0,34.0,46.9086625838,55.96,0.0
113450,260007398,REDONDO,25.0,34.0,700.035801353,49.9,0.0
113491,260012220,QUADRADO,25.0,34.0,949.1542830510001,43.4682608696,0.0
114334,260012198,QUADRADO,29.0,38.0,703.5982964680001,47.99,0.0
114777,260012220,QUADRADO,25.0,34.0,373.626348927,43.4682608696,0.0
114809,260012198,QUADRADO,29.0,38.0,405.798534557,40.7291304348,0.0
115072,260012112,QUADRADO,25.0,34.0,156.92680348,37.99,0.0
115199,260012112,QUADRADO,25.0,34.0,57.069452291400005,55.96,0.0
115598,260012198,QUADRADO,29.0,38.0,31.257520217600003,68.54,0.0
115751,260012198,QUADRADO,29.0,38.0,965.9034305260001,47.99,0.0
115903,260011742,REDONDO,29.0,38.0,179.14665156799998,47.99,0.0
116033,260012220,QUADRADO,25.0,34.0,724.056730921,39.99,0.0
116153,260007152,REDONDO,25.0,34.0,306.978035753,37.99,0.0
116425,260007152,REDONDO,25.0,34.0,921.6935589269999,37.99,0.0
116610,260012198,QUADRADO,29.0,38.0,473.22420468900003,47.99,0.0
116733,260012112,QUADRADO,25.0,34.0,651.839859949,55.96,0.0
116937,260012220,QUADRADO,25.0,34.0,582.945868004,43.601111111099996,0.0
117071,260012112,QUADRADO,25.0,34.0,140.312687501,55.96,0.0
117310,260007152,REDONDO,25.0,34.0,784.577733888,49.87,1.0
117935,260011742,REDONDO,29.0,38.0,106.611065218,47.99,0.0
118126,260007152,REDONDO,25.0,34.0,278.77422808299997,49.87,0.0
118200,260012198,QUADRADO,29.0,38.0,695.373961445,47.99,0.0
118287,260012112,QUADRADO,25.0,34.0,697.1305832689999,55.96,0.0
118866,260012198,QUADRADO,29.0,38.0,694.230397656,47.99,0.0
118883,260011742,REDONDO,29.0,38.0,737.7544842839999,47.99,0.0
118921,260012112,QUADRADO,25.0,34.0,764.910693731,37.99,0.0
118939,260012112,QUADRADO,25.0,34.0,759.41316986,55.96,0.0
119017,260012112,QUADRADO,25.0,34.0,82.4118827522,37.99,0.0
119307,260012220,QUADRADO,25.0,34.0,577.883155581,39.99,0.0
